GCCSA_NAME21	Age	MaritalStatus	Sex	responses
Greater Darwin	75-84	Separated	M	95
Greater Darwin	75-84	Widowed	F	712
Greater Darwin	75-84	Widowed	M	201
Greater Darwin	85+	Divorced	F	57
Greater Darwin	85+	Divorced	M	35
Greater Darwin	85+	Married	F	64
Greater Darwin	85+	Married	M	178
Greater Darwin	85+	Separated	F	6
Greater Darwin	85+	Separated	M	13
Greater Darwin	85+	Widowed	F	323
Greater Darwin	85+	Widowed	M	114
Rest of NT	15-19	Divorced	F	3
Rest of NT	15-19	Divorced	M	4
Rest of NT	15-19	Married	F	284
Rest of NT	15-19	Married	M	188
Rest of NT	15-19	Separated	F	9
Rest of NT	15-19	Separated	M	10
Rest of NT	15-19	Widowed	F	4
Rest of NT	20-24	Divorced	F	16
Rest of NT	20-24	Divorced	M	15
Rest of NT	20-24	Married	F	883
Rest of NT	20-24	Married	M	745
Rest of NT	20-24	Separated	F	39
Rest of NT	20-24	Separated	M	41
Rest of NT	20-24	Widowed	F	14
Rest of NT	20-24	Widowed	M	9
Rest of NT	25-34	Divorced	F	150
Rest of NT	25-34	Divorced	M	115
Rest of NT	25-34	Married	F	3348
Rest of NT	25-34	Married	M	2937
Rest of NT	25-34	Separated	F	222
Rest of NT	25-34	Separated	M	140
Rest of NT	25-34	Widowed	F	81
Rest of NT	25-34	Widowed	M	25
Rest of NT	35-44	Divorced	F	308
Rest of NT	35-44	Divorced	M	241
Rest of NT	35-44	Married	F	3365
Rest of NT	35-44	Married	M	3531
Rest of NT	35-44	Separated	F	321
Rest of NT	35-44	Separated	M	207
Rest of NT	35-44	Widowed	F	117
Rest of NT	35-44	Widowed	M	28
Rest of NT	45-54	Divorced	F	548
Rest of NT	45-54	Divorced	M	507
Rest of NT	45-54	Married	F	2695
Rest of NT	45-54	Married	M	2791
Rest of NT	45-54	Separated	F	303
Rest of NT	45-54	Separated	M	289
Rest of NT	45-54	Widowed	F	266
Rest of NT	45-54	Widowed	M	90
Rest of NT	55-64	Divorced	F	630
Rest of NT	55-64	Divorced	M	559
Rest of NT	55-64	Married	F	2085
Rest of NT	55-64	Married	M	2417
Rest of NT	55-64	Separated	F	234
Rest of NT	55-64	Separated	M	279
Rest of NT	55-64	Widowed	F	530
Rest of NT	55-64	Widowed	M	148
Rest of NT	65-74	Divorced	F	357
Rest of NT	65-74	Divorced	M	420
Rest of NT	65-74	Married	F	930
Rest of NT	65-74	Married	M	1330
Rest of NT	65-74	Separated	F	121
Rest of NT	65-74	Separated	M	183
Rest of NT	65-74	Widowed	F	549
Rest of NT	65-74	Widowed	M	173
Rest of NT	75-84	Divorced	F	102
Rest of NT	75-84	Divorced	M	127
Rest of NT	75-84	Married	F	209
Rest of NT	75-84	Married	M	398
Rest of NT	75-84	Separated	F	30
Rest of NT	75-84	Separated	M	43
Rest of NT	75-84	Widowed	F	299
Rest of NT	75-84	Widowed	M	117
Rest of NT	85+	Divorced	F	14
Rest of NT	85+	Divorced	M	10
Rest of NT	85+	Married	F	28
Rest of NT	85+	Married	M	54
Rest of NT	85+	Separated	F	5
Rest of NT	85+	Separated	M	3
Rest of NT	85+	Widowed	F	124
Rest of NT	85+	Widowed	M	36
No usual address (ACT)	25-34	Married	F	9
No usual address (ACT)	25-34	Married	M	5
No usual address (ACT)	35-44	Divorced	F	3
No usual address (ACT)	35-44	Married	F	8
No usual address (ACT)	35-44	Separated	F	4
No usual address (ACT)	35-44	Separated	M	4
No usual address (ACT)	45-54	Divorced	F	7
No usual address (ACT)	45-54	Divorced	M	12
No usual address (ACT)	45-54	Married	F	3
No usual address (ACT)	45-54	Married	M	10
No usual address (ACT)	45-54	Separated	M	8
No usual address (ACT)	55-64	Divorced	F	11
No usual address (ACT)	55-64	Divorced	M	7
No usual address (ACT)	55-64	Married	F	9
No usual address (ACT)	55-64	Married	M	7
No usual address (ACT)	55-64	Separated	F	4
No usual address (ACT)	55-64	Separated	M	3
No usual address (ACT)	55-64	Widowed	F	6
No usual address (ACT)	65-74	Divorced	F	7
No usual address (ACT)	65-74	Divorced	M	10
No usual address (ACT)	65-74	Married	F	3
No usual address (ACT)	65-74	Married	M	7
No usual address (ACT)	65-74	Separated	M	3
No usual address (ACT)	75-84	Widowed	F	3
Australian Capital Territory	15-19	Divorced	F	6
Australian Capital Territory	15-19	Married	F	11
Australian Capital Territory	15-19	Married	M	5
Australian Capital Territory	15-19	Widowed	F	4
Australian Capital Territory	20-24	Divorced	F	31
Australian Capital Territory	20-24	Divorced	M	9
Australian Capital Territory	20-24	Married	F	893
Australian Capital Territory	20-24	Married	M	378
Australian Capital Territory	20-24	Separated	F	35
Australian Capital Territory	20-24	Separated	M	12
Australian Capital Territory	20-24	Widowed	F	4
Australian Capital Territory	20-24	Widowed	M	4
Australian Capital Territory	25-34	Divorced	F	810
Australian Capital Territory	25-34	Divorced	M	545
Australian Capital Territory	25-34	Married	F	15578
Australian Capital Territory	25-34	Married	M	12114
Australian Capital Territory	25-34	Separated	F	640
Australian Capital Territory	25-34	Separated	M	412
Australian Capital Territory	25-34	Widowed	F	33
Australian Capital Territory	25-34	Widowed	M	24
Australian Capital Territory	35-44	Divorced	F	2466
Australian Capital Territory	35-44	Divorced	M	1772
Australian Capital Territory	35-44	Married	F	22261
Australian Capital Territory	35-44	Married	M	21899
Australian Capital Territory	35-44	Separated	F	1322
Australian Capital Territory	35-44	Separated	M	994
Australian Capital Territory	35-44	Widowed	F	151
Australian Capital Territory	35-44	Widowed	M	58
Australian Capital Territory	45-54	Divorced	F	3987
Australian Capital Territory	45-54	Divorced	M	2842
Australian Capital Territory	45-54	Married	F	17240
Australian Capital Territory	45-54	Married	M	17891
Australian Capital Territory	45-54	Separated	F	1444
Australian Capital Territory	45-54	Separated	M	1180
Australian Capital Territory	45-54	Widowed	F	420
Australian Capital Territory	45-54	Widowed	M	116
Australian Capital Territory	55-64	Divorced	F	4527
Australian Capital Territory	55-64	Divorced	M	2966
Australian Capital Territory	55-64	Married	F	13922
Australian Capital Territory	55-64	Married	M	14486
Australian Capital Territory	55-64	Separated	F	969
Australian Capital Territory	55-64	Separated	M	892
Australian Capital Territory	55-64	Widowed	F	1068
Australian Capital Territory	55-64	Widowed	M	283
Australian Capital Territory	65-74	Divorced	F	3698
Australian Capital Territory	65-74	Divorced	M	2138
Australian Capital Territory	65-74	Married	F	11020
Australian Capital Territory	65-74	Married	M	12029
Australian Capital Territory	65-74	Separated	F	604
Australian Capital Territory	65-74	Separated	M	495
Australian Capital Territory	65-74	Widowed	F	2489
Australian Capital Territory	65-74	Widowed	M	663
Australian Capital Territory	75-84	Divorced	F	1528
Australian Capital Territory	75-84	Divorced	M	818
Australian Capital Territory	75-84	Married	F	4802
Australian Capital Territory	75-84	Married	M	6491
Australian Capital Territory	75-84	Separated	F	185
Australian Capital Territory	75-84	Separated	M	213
Australian Capital Territory	75-84	Widowed	F	3659
Australian Capital Territory	75-84	Widowed	M	928
Australian Capital Territory	85+	Divorced	F	370
Australian Capital Territory	85+	Divorced	M	159
Australian Capital Territory	85+	Married	F	831
Australian Capital Territory	85+	Married	M	1690
Australian Capital Territory	85+	Separated	F	29
Australian Capital Territory	85+	Separated	M	37
Australian Capital Territory	85+	Widowed	F	2950
Australian Capital Territory	85+	Widowed	M	895
No usual address (OT)	55-64	Married	M	3
Other Territories	20-24	Married	F	18
Other Territories	20-24	Married	M	14
Other Territories	25-34	Divorced	M	3
Other Territories	25-34	Married	F	92
Other Territories	25-34	Married	M	93
Other Territories	25-34	Separated	F	12
Other Territories	25-34	Separated	M	4
Other Territories	35-44	Divorced	F	16
Other Territories	35-44	Divorced	M	23
Other Territories	35-44	Married	F	186
Other Territories	35-44	Married	M	174
Other Territories	35-44	Separated	F	7
Other Territories	35-44	Separated	M	16
Other Territories	35-44	Widowed	M	3
Other Territories	45-54	Divorced	F	46
Other Territories	45-54	Divorced	M	47
Other Territories	45-54	Married	F	162
Other Territories	45-54	Married	M	187
Other Territories	45-54	Separated	F	25
Other Territories	45-54	Separated	M	22
Other Territories	45-54	Widowed	F	4
Other Territories	55-64	Divorced	F	78
Other Territories	55-64	Divorced	M	70
Other Territories	55-64	Married	F	222
Other Territories	55-64	Married	M	226
Other Territories	55-64	Separated	F	22
Other Territories	55-64	Separated	M	25
Other Territories	55-64	Widowed	F	14
Other Territories	55-64	Widowed	M	3
Other Territories	65-74	Divorced	F	41
Other Territories	65-74	Divorced	M	39
Other Territories	65-74	Married	F	158
Other Territories	65-74	Married	M	225
Other Territories	65-74	Separated	F	9
Other Territories	65-74	Separated	M	17
Other Territories	65-74	Widowed	F	37
Other Territories	65-74	Widowed	M	12
Other Territories	75-84	Divorced	F	14
Other Territories	75-84	Divorced	M	17
Other Territories	75-84	Married	F	68
Other Territories	75-84	Married	M	77
Other Territories	75-84	Separated	F	3
Other Territories	75-84	Separated	M	5
Other Territories	75-84	Widowed	F	41
Other Territories	75-84	Widowed	M	16
Other Territories	85+	Divorced	F	4
Other Territories	85+	Married	M	14
Other Territories	85+	Widowed	F	24
Other Territories	85+	Widowed	M	12
