GCCSA_NAME21	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Greater Adelaide	0-14		1	2021	170
Greater Adelaide	0-14	Speaks English not well or not at all	0		88
Greater Adelaide	0-14	Speaks English not well or not at all	0	2010	8
Greater Adelaide	0-14	Speaks English not well or not at all	0	2015	68
Greater Adelaide	0-14	Speaks English not well or not at all	0	2016	48
Greater Adelaide	0-14	Speaks English not well or not at all	0	2017	82
Greater Adelaide	0-14	Speaks English not well or not at all	0	2018	166
Greater Adelaide	0-14	Speaks English not well or not at all	0	2019	385
Greater Adelaide	0-14	Speaks English not well or not at all	0	2020	232
Greater Adelaide	0-14	Speaks English not well or not at all	0	2021	139
Greater Adelaide	0-14	Speaks English well or very well	0		350
Greater Adelaide	0-14	Speaks English well or very well	0	2010	1028
Greater Adelaide	0-14	Speaks English well or very well	0	2015	3960
Greater Adelaide	0-14	Speaks English well or very well	0	2016	1445
Greater Adelaide	0-14	Speaks English well or very well	0	2017	1383
Greater Adelaide	0-14	Speaks English well or very well	0	2018	1674
Greater Adelaide	0-14	Speaks English well or very well	0	2019	1806
Greater Adelaide	0-14	Speaks English well or very well	0	2020	734
Greater Adelaide	0-14	Speaks English well or very well	0	2021	157
Greater Adelaide	15-24				63
Greater Adelaide	15-24			2010	7
Greater Adelaide	15-24			2015	7
Greater Adelaide	15-24			2019	4
Greater Adelaide	15-24			2020	8
Greater Adelaide	15-24		0		6
Greater Adelaide	15-24		0	2005	5
Greater Adelaide	15-24		0	2010	3
Greater Adelaide	15-24		0	2015	6
Greater Adelaide	15-24		0	2018	5
Greater Adelaide	15-24		0	2019	5
Greater Adelaide	15-24		1		185
Greater Adelaide	15-24		1	2005	1931
Greater Adelaide	15-24		1	2010	4670
Greater Adelaide	15-24		1	2015	1872
Greater Adelaide	15-24		1	2016	263
Greater Adelaide	15-24		1	2017	279
Greater Adelaide	15-24		1	2018	341
Greater Adelaide	15-24		1	2019	388
Greater Adelaide	15-24		1	2020	251
Greater Adelaide	15-24		1	2021	61
Greater Adelaide	15-24	Speaks English not well or not at all	0		34
Greater Adelaide	15-24	Speaks English not well or not at all	0	2005	28
Greater Adelaide	15-24	Speaks English not well or not at all	0	2010	33
Greater Adelaide	15-24	Speaks English not well or not at all	0	2015	130
Greater Adelaide	15-24	Speaks English not well or not at all	0	2016	94
Greater Adelaide	15-24	Speaks English not well or not at all	0	2017	132
Greater Adelaide	15-24	Speaks English not well or not at all	0	2018	208
Greater Adelaide	15-24	Speaks English not well or not at all	0	2019	313
Greater Adelaide	15-24	Speaks English not well or not at all	0	2020	140
Greater Adelaide	15-24	Speaks English not well or not at all	0	2021	63
Greater Adelaide	15-24	Speaks English well or very well	0		341
Greater Adelaide	15-24	Speaks English well or very well	0	2005	1201
Greater Adelaide	15-24	Speaks English well or very well	0	2010	5400
Greater Adelaide	15-24	Speaks English well or very well	0	2015	5340
Greater Adelaide	15-24	Speaks English well or very well	0	2016	1878
Greater Adelaide	15-24	Speaks English well or very well	0	2017	2193
Greater Adelaide	15-24	Speaks English well or very well	0	2018	2807
Greater Adelaide	15-24	Speaks English well or very well	0	2019	3716
Greater Adelaide	15-24	Speaks English well or very well	0	2020	1809
Greater Adelaide	15-24	Speaks English well or very well	0	2021	112
Greater Adelaide	25-34				84
Greater Adelaide	25-34			2005	7
Greater Adelaide	25-34			2010	7
Greater Adelaide	25-34			2015	10
Greater Adelaide	25-34			2016	9
Greater Adelaide	25-34			2017	6
Greater Adelaide	25-34			2018	8
Greater Adelaide	25-34			2019	10
Greater Adelaide	25-34			2020	3
Greater Adelaide	25-34		0		9
Greater Adelaide	25-34		0	2005	9
Greater Adelaide	25-34		0	2010	4
Greater Adelaide	25-34		0	2015	17
Greater Adelaide	25-34		0	2017	5
Greater Adelaide	25-34		0	2018	4
Greater Adelaide	25-34		0	2019	7
Greater Adelaide	25-34		1		260
Greater Adelaide	25-34		1	2005	4604
Greater Adelaide	25-34		1	2010	2671
Greater Adelaide	25-34		1	2015	2138
Greater Adelaide	25-34		1	2016	530
Greater Adelaide	25-34		1	2017	526
Greater Adelaide	25-34		1	2018	645
Greater Adelaide	25-34		1	2019	722
Greater Adelaide	25-34		1	2020	395
Greater Adelaide	25-34		1	2021	127
Greater Adelaide	25-34	Speaks English not well or not at all	0		55
Greater Adelaide	25-34	Speaks English not well or not at all	0	2005	61
Greater Adelaide	25-34	Speaks English not well or not at all	0	2010	361
Greater Adelaide	25-34	Speaks English not well or not at all	0	2015	1054
Greater Adelaide	25-34	Speaks English not well or not at all	0	2016	354
Greater Adelaide	25-34	Speaks English not well or not at all	0	2017	386
Greater Adelaide	25-34	Speaks English not well or not at all	0	2018	437
Greater Adelaide	25-34	Speaks English not well or not at all	0	2019	516
Greater Adelaide	25-34	Speaks English not well or not at all	0	2020	160
Greater Adelaide	25-34	Speaks English not well or not at all	0	2021	61
Greater Adelaide	25-34	Speaks English well or very well	0		517
Greater Adelaide	25-34	Speaks English well or very well	0	2005	3368
Greater Adelaide	25-34	Speaks English well or very well	0	2010	7909
Greater Adelaide	25-34	Speaks English well or very well	0	2015	11638
Greater Adelaide	25-34	Speaks English well or very well	0	2016	3832
Greater Adelaide	25-34	Speaks English well or very well	0	2017	4312
Greater Adelaide	25-34	Speaks English well or very well	0	2018	5027
Greater Adelaide	25-34	Speaks English well or very well	0	2019	5612
Greater Adelaide	25-34	Speaks English well or very well	0	2020	1860
Greater Adelaide	25-34	Speaks English well or very well	0	2021	270
Greater Adelaide	35-44				64
Greater Adelaide	35-44			2005	10
Greater Adelaide	35-44			2010	9
Greater Adelaide	35-44			2015	7
Greater Adelaide	35-44		0	2005	18
Greater Adelaide	35-44		0	2010	31
Greater Adelaide	35-44		0	2015	9
Greater Adelaide	35-44		0	2016	6
Greater Adelaide	35-44		0	2017	3
Greater Adelaide	35-44		0	2020	3
Greater Adelaide	35-44		1		309
Greater Adelaide	35-44		1	2005	7969
Greater Adelaide	35-44		1	2010	3162
Greater Adelaide	35-44		1	2015	2419
Greater Adelaide	35-44		1	2016	391
Greater Adelaide	35-44		1	2017	366
Greater Adelaide	35-44		1	2018	407
Greater Adelaide	35-44		1	2019	477
Greater Adelaide	35-44		1	2020	257
Greater Adelaide	35-44		1	2021	88
Greater Adelaide	35-44	Speaks English not well or not at all	0		88
Greater Adelaide	35-44	Speaks English not well or not at all	0	2005	426
Greater Adelaide	35-44	Speaks English not well or not at all	0	2010	1132
Greater Adelaide	35-44	Speaks English not well or not at all	0	2015	1478
Greater Adelaide	35-44	Speaks English not well or not at all	0	2016	346
Greater Adelaide	35-44	Speaks English not well or not at all	0	2017	273
Greater Adelaide	35-44	Speaks English not well or not at all	0	2018	348
Greater Adelaide	35-44	Speaks English not well or not at all	0	2019	463
Greater Adelaide	35-44	Speaks English not well or not at all	0	2020	168
Greater Adelaide	35-44	Speaks English not well or not at all	0	2021	53
Greater Adelaide	35-44	Speaks English well or very well	0		361
Greater Adelaide	35-44	Speaks English well or very well	0	2005	8230
Greater Adelaide	35-44	Speaks English well or very well	0	2010	14647
Greater Adelaide	35-44	Speaks English well or very well	0	2015	9758
Greater Adelaide	35-44	Speaks English well or very well	0	2016	2021
Greater Adelaide	35-44	Speaks English well or very well	0	2017	1926
Greater Adelaide	35-44	Speaks English well or very well	0	2018	2164
Greater Adelaide	35-44	Speaks English well or very well	0	2019	2089
Greater Adelaide	35-44	Speaks English well or very well	0	2020	829
Greater Adelaide	35-44	Speaks English well or very well	0	2021	192
Greater Adelaide	45-54				56
Greater Adelaide	45-54			2005	7
Greater Adelaide	45-54			2010	4
Greater Adelaide	45-54			2018	5
Greater Adelaide	45-54		0		8
Greater Adelaide	45-54		0	2005	25
Greater Adelaide	45-54		0	2010	16
Greater Adelaide	45-54		0	2015	10
Greater Adelaide	45-54		0	2017	5
Greater Adelaide	45-54		0	2019	5
Greater Adelaide	45-54		1		401
Greater Adelaide	45-54		1	2005	15060
Greater Adelaide	45-54		1	2010	4303
Greater Adelaide	45-54		1	2015	2022
Greater Adelaide	45-54		1	2016	197
Greater Adelaide	45-54		1	2017	185
Greater Adelaide	45-54		1	2018	202
Greater Adelaide	45-54		1	2019	176
Greater Adelaide	45-54		1	2020	88
Greater Adelaide	45-54		1	2021	45
Greater Adelaide	45-54	Speaks English not well or not at all	0		100
Greater Adelaide	45-54	Speaks English not well or not at all	0	2005	1556
Greater Adelaide	45-54	Speaks English not well or not at all	0	2010	1389
Greater Adelaide	45-54	Speaks English not well or not at all	0	2015	1288
Greater Adelaide	45-54	Speaks English not well or not at all	0	2016	233
Greater Adelaide	45-54	Speaks English not well or not at all	0	2017	228
Greater Adelaide	45-54	Speaks English not well or not at all	0	2018	246
Greater Adelaide	45-54	Speaks English not well or not at all	0	2019	335
Greater Adelaide	45-54	Speaks English not well or not at all	0	2020	148
Greater Adelaide	45-54	Speaks English not well or not at all	0	2021	32
Greater Adelaide	45-54	Speaks English well or very well	0		232
Greater Adelaide	45-54	Speaks English well or very well	0	2005	9669
Greater Adelaide	45-54	Speaks English well or very well	0	2010	6421
Greater Adelaide	45-54	Speaks English well or very well	0	2015	3110
Greater Adelaide	45-54	Speaks English well or very well	0	2016	417
Greater Adelaide	45-54	Speaks English well or very well	0	2017	400
Greater Adelaide	45-54	Speaks English well or very well	0	2018	352
Greater Adelaide	45-54	Speaks English well or very well	0	2019	366
Greater Adelaide	45-54	Speaks English well or very well	0	2020	173
Greater Adelaide	45-54	Speaks English well or very well	0	2021	63
Greater Adelaide	55-64				47
Greater Adelaide	55-64			2005	41
Greater Adelaide	55-64			2015	3
Greater Adelaide	55-64		0		4
Greater Adelaide	55-64		0	2005	32
Greater Adelaide	55-64		0	2010	4
Greater Adelaide	55-64		0	2015	7
Greater Adelaide	55-64		1		620
Greater Adelaide	55-64		1	2005	29930
Greater Adelaide	55-64		1	2010	2291
Greater Adelaide	55-64		1	2015	532
Greater Adelaide	55-64		1	2016	59
Greater Adelaide	55-64		1	2017	50
Greater Adelaide	55-64		1	2018	37
Greater Adelaide	55-64		1	2019	62
Greater Adelaide	55-64		1	2020	43
Greater Adelaide	55-64		1	2021	17
Greater Adelaide	55-64	Speaks English not well or not at all	0		171
Greater Adelaide	55-64	Speaks English not well or not at all	0	2005	2826
Greater Adelaide	55-64	Speaks English not well or not at all	0	2010	929
Greater Adelaide	55-64	Speaks English not well or not at all	0	2015	993
Greater Adelaide	55-64	Speaks English not well or not at all	0	2016	203
Greater Adelaide	55-64	Speaks English not well or not at all	0	2017	162
Greater Adelaide	55-64	Speaks English not well or not at all	0	2018	154
Greater Adelaide	55-64	Speaks English not well or not at all	0	2019	531
Greater Adelaide	55-64	Speaks English not well or not at all	0	2020	280
Greater Adelaide	55-64	Speaks English not well or not at all	0	2021	19
Greater Adelaide	55-64	Speaks English well or very well	0		230
Greater Adelaide	55-64	Speaks English well or very well	0	2005	10839
Greater Adelaide	55-64	Speaks English well or very well	0	2010	1596
Greater Adelaide	55-64	Speaks English well or very well	0	2015	556
Greater Adelaide	55-64	Speaks English well or very well	0	2016	72
Greater Adelaide	55-64	Speaks English well or very well	0	2017	66
Greater Adelaide	55-64	Speaks English well or very well	0	2018	55
Greater Adelaide	55-64	Speaks English well or very well	0	2019	87
Greater Adelaide	55-64	Speaks English well or very well	0	2020	83
Greater Adelaide	55-64	Speaks English well or very well	0	2021	13
Greater Adelaide	65-74				28
Greater Adelaide	65-74			2005	53
Greater Adelaide	65-74			2015	3
Greater Adelaide	65-74		0		9
Greater Adelaide	65-74		0	2005	42
Greater Adelaide	65-74		0	2010	3
Greater Adelaide	65-74		0	2015	4
Greater Adelaide	65-74		1		687
Greater Adelaide	65-74		1	2005	30284
Greater Adelaide	65-74		1	2010	422
Greater Adelaide	65-74		1	2015	256
Greater Adelaide	65-74		1	2016	40
Greater Adelaide	65-74		1	2017	38
Greater Adelaide	65-74		1	2018	31
Greater Adelaide	65-74		1	2019	63
Greater Adelaide	65-74		1	2020	45
Greater Adelaide	65-74		1	2021	4
Greater Adelaide	65-74	Speaks English not well or not at all	0		133
Greater Adelaide	65-74	Speaks English not well or not at all	0	2005	3237
Greater Adelaide	65-74	Speaks English not well or not at all	0	2010	519
Greater Adelaide	65-74	Speaks English not well or not at all	0	2015	765
Greater Adelaide	65-74	Speaks English not well or not at all	0	2016	160
Greater Adelaide	65-74	Speaks English not well or not at all	0	2017	115
Greater Adelaide	65-74	Speaks English not well or not at all	0	2018	143
Greater Adelaide	65-74	Speaks English not well or not at all	0	2019	436
Greater Adelaide	65-74	Speaks English not well or not at all	0	2020	173
Greater Adelaide	65-74	Speaks English not well or not at all	0	2021	18
Greater Adelaide	65-74	Speaks English well or very well	0		224
Greater Adelaide	65-74	Speaks English well or very well	0	2005	11159
Greater Adelaide	65-74	Speaks English well or very well	0	2010	261
Greater Adelaide	65-74	Speaks English well or very well	0	2015	173
Greater Adelaide	65-74	Speaks English well or very well	0	2016	32
Greater Adelaide	65-74	Speaks English well or very well	0	2017	33
Greater Adelaide	65-74	Speaks English well or very well	0	2018	36
Greater Adelaide	65-74	Speaks English well or very well	0	2019	141
Greater Adelaide	65-74	Speaks English well or very well	0	2020	88
Greater Adelaide	65-74	Speaks English well or very well	0	2021	6
Greater Adelaide	75-84				46
Greater Adelaide	75-84			2005	79
Greater Adelaide	75-84		0		13
Greater Adelaide	75-84		0	2005	62
Greater Adelaide	75-84		0	2015	4
Greater Adelaide	75-84		1		688
Greater Adelaide	75-84		1	2005	19167
Greater Adelaide	75-84		1	2010	245
Greater Adelaide	75-84		1	2015	124
Greater Adelaide	75-84		1	2016	24
Greater Adelaide	75-84		1	2017	13
Greater Adelaide	75-84		1	2018	21
Greater Adelaide	75-84		1	2019	38
Greater Adelaide	75-84		1	2020	15
Greater Adelaide	75-84	Speaks English not well or not at all	0		170
Greater Adelaide	75-84	Speaks English not well or not at all	0	2005	3416
Greater Adelaide	75-84	Speaks English not well or not at all	0	2010	209
Greater Adelaide	75-84	Speaks English not well or not at all	0	2015	183
Greater Adelaide	75-84	Speaks English not well or not at all	0	2016	41
Greater Adelaide	75-84	Speaks English not well or not at all	0	2017	29
Greater Adelaide	75-84	Speaks English not well or not at all	0	2018	29
Greater Adelaide	75-84	Speaks English not well or not at all	0	2019	98
Greater Adelaide	75-84	Speaks English not well or not at all	0	2020	31
Greater Adelaide	75-84	Speaks English well or very well	0		241
Greater Adelaide	75-84	Speaks English well or very well	0	2005	8341
Greater Adelaide	75-84	Speaks English well or very well	0	2010	75
Greater Adelaide	75-84	Speaks English well or very well	0	2015	45
Greater Adelaide	75-84	Speaks English well or very well	0	2016	7
Greater Adelaide	75-84	Speaks English well or very well	0	2017	7
Greater Adelaide	75-84	Speaks English well or very well	0	2018	13
Greater Adelaide	75-84	Speaks English well or very well	0	2019	33
Greater Adelaide	75-84	Speaks English well or very well	0	2020	16
Greater Adelaide	75-84	Speaks English well or very well	0	2021	4
Greater Adelaide	85+				112
Greater Adelaide	85+			2005	53
Greater Adelaide	85+		0		26
Greater Adelaide	85+		0	2005	40
Greater Adelaide	85+		1		623
Greater Adelaide	85+		1	2005	7426
Greater Adelaide	85+		1	2010	41
Greater Adelaide	85+		1	2015	20
Greater Adelaide	85+		1	2016	3
Greater Adelaide	85+		1	2017	5
Greater Adelaide	85+		1	2018	5
Greater Adelaide	85+		1	2019	11
Greater Adelaide	85+		1	2020	4
Greater Adelaide	85+	Speaks English not well or not at all	0		218
Greater Adelaide	85+	Speaks English not well or not at all	0	2005	3016
Greater Adelaide	85+	Speaks English not well or not at all	0	2010	46
Greater Adelaide	85+	Speaks English not well or not at all	0	2015	40
Greater Adelaide	85+	Speaks English not well or not at all	0	2016	8
Greater Adelaide	85+	Speaks English not well or not at all	0	2017	10
Greater Adelaide	85+	Speaks English not well or not at all	0	2018	3
Greater Adelaide	85+	Speaks English not well or not at all	0	2019	11
Greater Adelaide	85+	Speaks English not well or not at all	0	2020	11
Greater Adelaide	85+	Speaks English well or very well	0		223
Greater Adelaide	85+	Speaks English well or very well	0	2005	3911
Greater Adelaide	85+	Speaks English well or very well	0	2010	11
Greater Adelaide	85+	Speaks English well or very well	0	2015	9
Greater Adelaide	85+	Speaks English well or very well	0	2016	3
Greater Adelaide	85+	Speaks English well or very well	0	2019	4
Rest of SA	0-14				3
Rest of SA	0-14		0	2019	4
Rest of SA	0-14		1		42
Rest of SA	0-14		1	2010	93
Rest of SA	0-14		1	2015	289
Rest of SA	0-14		1	2016	53
Rest of SA	0-14		1	2017	56
Rest of SA	0-14		1	2018	82
Rest of SA	0-14		1	2019	56
Rest of SA	0-14		1	2020	28
Rest of SA	0-14		1	2021	12
Rest of SA	0-14	Speaks English not well or not at all	0		4
Rest of SA	0-14	Speaks English not well or not at all	0	2015	3
Rest of SA	0-14	Speaks English not well or not at all	0	2016	5
Rest of SA	0-14	Speaks English not well or not at all	0	2017	7
Rest of SA	0-14	Speaks English not well or not at all	0	2018	8
Rest of SA	0-14	Speaks English not well or not at all	0	2019	37
Rest of SA	0-14	Speaks English not well or not at all	0	2020	15
Rest of SA	0-14	Speaks English not well or not at all	0	2021	11
Rest of SA	0-14	Speaks English well or very well	0		22
Rest of SA	0-14	Speaks English well or very well	0	2010	53
Rest of SA	0-14	Speaks English well or very well	0	2015	231
Rest of SA	0-14	Speaks English well or very well	0	2016	63
Rest of SA	0-14	Speaks English well or very well	0	2017	102
Rest of SA	0-14	Speaks English well or very well	0	2018	114
Rest of SA	0-14	Speaks English well or very well	0	2019	119
Rest of SA	0-14	Speaks English well or very well	0	2020	49
Rest of SA	0-14	Speaks English well or very well	0	2021	15
Rest of SA	15-24				23
Rest of SA	15-24		0	2020	3
Rest of SA	15-24		1		31
Rest of SA	15-24		1	2005	143
Rest of SA	15-24		1	2010	393
Rest of SA	15-24		1	2015	164
Rest of SA	15-24		1	2016	25
Rest of SA	15-24		1	2017	21
Rest of SA	15-24		1	2018	17
Rest of SA	15-24		1	2019	37
Rest of SA	15-24		1	2020	14
Rest of SA	15-24		1	2021	4
Rest of SA	15-24	Speaks English not well or not at all	0		13
Rest of SA	15-24	Speaks English not well or not at all	0	2015	10
Rest of SA	15-24	Speaks English not well or not at all	0	2016	4
Rest of SA	15-24	Speaks English not well or not at all	0	2017	7
Rest of SA	15-24	Speaks English not well or not at all	0	2018	13
Rest of SA	15-24	Speaks English not well or not at all	0	2019	22
Rest of SA	15-24	Speaks English not well or not at all	0	2020	11
Rest of SA	15-24	Speaks English not well or not at all	0	2021	13
Rest of SA	15-24	Speaks English well or very well	0		22
Rest of SA	15-24	Speaks English well or very well	0	2005	35
Rest of SA	15-24	Speaks English well or very well	0	2010	226
Rest of SA	15-24	Speaks English well or very well	0	2015	254
Rest of SA	15-24	Speaks English well or very well	0	2016	60
Rest of SA	15-24	Speaks English well or very well	0	2017	111
Rest of SA	15-24	Speaks English well or very well	0	2018	103
Rest of SA	15-24	Speaks English well or very well	0	2019	144
Rest of SA	15-24	Speaks English well or very well	0	2020	63
Rest of SA	15-24	Speaks English well or very well	0	2021	17
Rest of SA	25-34				72
Rest of SA	25-34			2010	6
Rest of SA	25-34			2020	3
Rest of SA	25-34			2021	4
Rest of SA	25-34		0		3
Rest of SA	25-34		0	2010	3
Rest of SA	25-34		1		59
Rest of SA	25-34		1	2005	421
Rest of SA	25-34		1	2010	252
Rest of SA	25-34		1	2015	293
Rest of SA	25-34		1	2016	64
Rest of SA	25-34		1	2017	62
Rest of SA	25-34		1	2018	69
Rest of SA	25-34		1	2019	78
Rest of SA	25-34		1	2020	39
Rest of SA	25-34		1	2021	9
Rest of SA	25-34	Speaks English not well or not at all	0		31
Rest of SA	25-34	Speaks English not well or not at all	0	2005	3
Rest of SA	25-34	Speaks English not well or not at all	0	2010	23
Rest of SA	25-34	Speaks English not well or not at all	0	2015	72
Rest of SA	25-34	Speaks English not well or not at all	0	2016	33
Rest of SA	25-34	Speaks English not well or not at all	0	2017	29
Rest of SA	25-34	Speaks English not well or not at all	0	2018	39
Rest of SA	25-34	Speaks English not well or not at all	0	2019	65
Rest of SA	25-34	Speaks English not well or not at all	0	2020	37
Rest of SA	25-34	Speaks English not well or not at all	0	2021	29
Rest of SA	25-34	Speaks English well or very well	0		52
Rest of SA	25-34	Speaks English well or very well	0	2005	87
Rest of SA	25-34	Speaks English well or very well	0	2010	298
Rest of SA	25-34	Speaks English well or very well	0	2015	649
Rest of SA	25-34	Speaks English well or very well	0	2016	244
Rest of SA	25-34	Speaks English well or very well	0	2017	285
Rest of SA	25-34	Speaks English well or very well	0	2018	323
Rest of SA	25-34	Speaks English well or very well	0	2019	431
Rest of SA	25-34	Speaks English well or very well	0	2020	154
Rest of SA	25-34	Speaks English well or very well	0	2021	38
Rest of SA	35-44				61
Rest of SA	35-44			2019	4
Rest of SA	35-44			2021	3
Rest of SA	35-44		0	2010	3
Rest of SA	35-44		0	2015	7
Rest of SA	35-44		0	2019	3
Rest of SA	35-44		1		57
Rest of SA	35-44		1	2005	836
Rest of SA	35-44		1	2010	416
Rest of SA	35-44		1	2015	306
Rest of SA	35-44		1	2016	56
Rest of SA	35-44		1	2017	39
Rest of SA	35-44		1	2018	42
Rest of SA	35-44		1	2019	38
Rest of SA	35-44		1	2020	20
Rest of SA	35-44		1	2021	12
Rest of SA	35-44	Speaks English not well or not at all	0		12
Rest of SA	35-44	Speaks English not well or not at all	0	2005	14
Rest of SA	35-44	Speaks English not well or not at all	0	2010	66
Rest of SA	35-44	Speaks English not well or not at all	0	2015	121
Rest of SA	35-44	Speaks English not well or not at all	0	2016	33
Rest of SA	35-44	Speaks English not well or not at all	0	2017	33
Rest of SA	35-44	Speaks English not well or not at all	0	2018	27
Rest of SA	35-44	Speaks English not well or not at all	0	2019	36
Rest of SA	35-44	Speaks English not well or not at all	0	2020	27
Rest of SA	35-44	Speaks English not well or not at all	0	2021	7
Rest of SA	35-44	Speaks English well or very well	0		35
Rest of SA	35-44	Speaks English well or very well	0	2005	226
Rest of SA	35-44	Speaks English well or very well	0	2010	728
Rest of SA	35-44	Speaks English well or very well	0	2015	680
Rest of SA	35-44	Speaks English well or very well	0	2016	131
Rest of SA	35-44	Speaks English well or very well	0	2017	169
Rest of SA	35-44	Speaks English well or very well	0	2018	150
Rest of SA	35-44	Speaks English well or very well	0	2019	163
Rest of SA	35-44	Speaks English well or very well	0	2020	88
Rest of SA	35-44	Speaks English well or very well	0	2021	38
Rest of SA	45-54				49
Rest of SA	45-54			2005	6
Rest of SA	45-54		1		122
Rest of SA	45-54		1	2005	2602
Rest of SA	45-54		1	2010	496
Rest of SA	45-54		1	2015	212
Rest of SA	45-54		1	2016	34
Rest of SA	45-54		1	2017	31
Rest of SA	45-54		1	2018	21
Rest of SA	45-54		1	2019	35
Rest of SA	45-54		1	2020	11
Rest of SA	45-54		1	2021	10
Rest of SA	45-54	Speaks English not well or not at all	0		13
Rest of SA	45-54	Speaks English not well or not at all	0	2005	32
Rest of SA	45-54	Speaks English not well or not at all	0	2010	103
Rest of SA	45-54	Speaks English not well or not at all	0	2015	80
Rest of SA	45-54	Speaks English not well or not at all	0	2016	10
Rest of SA	45-54	Speaks English not well or not at all	0	2017	17
Rest of SA	45-54	Speaks English not well or not at all	0	2018	14
Rest of SA	45-54	Speaks English not well or not at all	0	2019	32
Rest of SA	45-54	Speaks English not well or not at all	0	2020	13
Rest of SA	45-54	Speaks English well or very well	0		24
Rest of SA	45-54	Speaks English well or very well	0	2005	411
Rest of SA	45-54	Speaks English well or very well	0	2010	424
Rest of SA	45-54	Speaks English well or very well	0	2015	266
Rest of SA	45-54	Speaks English well or very well	0	2016	30
Rest of SA	45-54	Speaks English well or very well	0	2017	47
Rest of SA	45-54	Speaks English well or very well	0	2018	36
Rest of SA	45-54	Speaks English well or very well	0	2019	55
Rest of SA	45-54	Speaks English well or very well	0	2020	32
Rest of SA	45-54	Speaks English well or very well	0	2021	10
Rest of SA	55-64				45
Rest of SA	55-64			2005	8
Rest of SA	55-64		0	2005	4
Rest of SA	55-64		1		315
Rest of SA	55-64		1	2005	6851
Rest of SA	55-64		1	2010	332
Rest of SA	55-64		1	2015	135
Rest of SA	55-64		1	2016	19
Rest of SA	55-64		1	2017	12
Rest of SA	55-64		1	2018	20
Rest of SA	55-64		1	2019	22
Rest of SA	55-64		1	2020	11
Rest of SA	55-64		1	2021	5
Rest of SA	55-64	Speaks English not well or not at all	0		10
Rest of SA	55-64	Speaks English not well or not at all	0	2005	62
Rest of SA	55-64	Speaks English not well or not at all	0	2010	35
Rest of SA	55-64	Speaks English not well or not at all	0	2015	59
Rest of SA	55-64	Speaks English not well or not at all	0	2016	8
Rest of SA	55-64	Speaks English not well or not at all	0	2017	14
Rest of SA	55-64	Speaks English not well or not at all	0	2018	5
Rest of SA	55-64	Speaks English not well or not at all	0	2019	31
Rest of SA	55-64	Speaks English not well or not at all	0	2020	13
Rest of SA	55-64	Speaks English well or very well	0		24
Rest of SA	55-64	Speaks English well or very well	0	2005	607
Rest of SA	55-64	Speaks English well or very well	0	2010	134
Rest of SA	55-64	Speaks English well or very well	0	2015	70
Rest of SA	55-64	Speaks English well or very well	0	2016	7
Rest of SA	55-64	Speaks English well or very well	0	2017	7
Rest of SA	55-64	Speaks English well or very well	0	2018	13
Rest of SA	55-64	Speaks English well or very well	0	2019	10
Rest of SA	55-64	Speaks English well or very well	0	2020	3
Rest of SA	55-64	Speaks English well or very well	0	2021	4
Rest of SA	65-74				29
Rest of SA	65-74			2005	6
Rest of SA	65-74		0		4
Rest of SA	65-74		0	2005	15
Rest of SA	65-74		1		344
Rest of SA	65-74		1	2005	7952
Rest of SA	65-74		1	2010	109
Rest of SA	65-74		1	2015	51
Rest of SA	65-74		1	2016	4
Rest of SA	65-74		1	2017	3
Rest of SA	65-74		1	2018	7
Rest of SA	65-74		1	2019	11
Rest of SA	65-74		1	2020	3
Rest of SA	65-74	Speaks English not well or not at all	0		5
Rest of SA	65-74	Speaks English not well or not at all	0	2005	122
Rest of SA	65-74	Speaks English not well or not at all	0	2010	10
Rest of SA	65-74	Speaks English not well or not at all	0	2015	16
Rest of SA	65-74	Speaks English not well or not at all	0	2016	8
Rest of SA	65-74	Speaks English not well or not at all	0	2018	4
Rest of SA	65-74	Speaks English not well or not at all	0	2019	10
Rest of SA	65-74	Speaks English not well or not at all	0	2020	11
Rest of SA	65-74	Speaks English well or very well	0		35
Rest of SA	65-74	Speaks English well or very well	0	2005	779
Rest of SA	65-74	Speaks English well or very well	0	2010	34
Rest of SA	65-74	Speaks English well or very well	0	2015	25
Rest of SA	65-74	Speaks English well or very well	0	2016	7
Rest of SA	65-74	Speaks English well or very well	0	2017	6
Rest of SA	65-74	Speaks English well or very well	0	2018	3
Rest of SA	65-74	Speaks English well or very well	0	2019	6
Rest of SA	65-74	Speaks English well or very well	0	2020	7
Rest of SA	75-84				6
Rest of SA	75-84			2005	26
Rest of SA	75-84			2016	3
Rest of SA	75-84		0		3
Rest of SA	75-84		0	2005	13
Rest of SA	75-84		1		237
Rest of SA	75-84		1	2005	5128
Rest of SA	75-84		1	2010	52
Rest of SA	75-84		1	2015	22
Rest of SA	75-84		1	2017	6
Rest of SA	75-84		1	2018	4
Rest of SA	75-84		1	2019	9
Rest of SA	75-84		1	2020	3
Rest of SA	75-84	Speaks English not well or not at all	0		16
Rest of SA	75-84	Speaks English not well or not at all	0	2005	137
Rest of SA	75-84	Speaks English not well or not at all	0	2010	10
Rest of SA	75-84	Speaks English not well or not at all	0	2016	3
Rest of SA	75-84	Speaks English not well or not at all	0	2019	5
Rest of SA	75-84	Speaks English not well or not at all	0	2020	6
Rest of SA	75-84	Speaks English well or very well	0		47
Rest of SA	75-84	Speaks English well or very well	0	2005	698
