GCCSA_NAME21	Ancestry	FatherBornAus	MotherBornAus	responses
Greater Adelaide	English	0	0	124352
Greater Adelaide	English	0	1	49671
Greater Adelaide	English	1	0	38775
Greater Adelaide	English	1	1	293868
Greater Adelaide	Filipino			91
Greater Adelaide	Filipino	0	0	14737
Greater Adelaide	Filipino	0	1	438
Greater Adelaide	Filipino	1	0	2024
Greater Adelaide	Filipino	1	1	537
Greater Adelaide	French			37
Greater Adelaide	French	0	0	3002
Greater Adelaide	French	0	1	590
Greater Adelaide	French	1	0	472
Greater Adelaide	French	1	1	2616
Greater Adelaide	German			621
Greater Adelaide	German	0	0	16261
Greater Adelaide	German	0	1	6999
Greater Adelaide	German	1	0	4855
Greater Adelaide	German	1	1	64601
Greater Adelaide	Greek			243
Greater Adelaide	Greek	0	0	19048
Greater Adelaide	Greek	0	1	4045
Greater Adelaide	Greek	1	0	1854
Greater Adelaide	Greek	1	1	12526
Greater Adelaide	Hungarian			39
Greater Adelaide	Hungarian	0	0	3004
Greater Adelaide	Hungarian	0	1	689
Greater Adelaide	Hungarian	1	0	336
Greater Adelaide	Hungarian	1	1	1318
Greater Adelaide	Indian			86
Greater Adelaide	Indian	0	0	39950
Greater Adelaide	Indian	0	1	743
Greater Adelaide	Indian	1	0	545
Greater Adelaide	Indian	1	1	512
Greater Adelaide	Irish			664
Greater Adelaide	Irish	0	0	21140
Greater Adelaide	Irish	0	1	8099
Greater Adelaide	Irish	1	0	5611
Greater Adelaide	Irish	1	1	70200
Greater Adelaide	Italian			597
Greater Adelaide	Italian	0	0	42084
Greater Adelaide	Italian	0	1	10811
Greater Adelaide	Italian	1	0	4577
Greater Adelaide	Italian	1	1	36932
Greater Adelaide	Korean			9
Greater Adelaide	Korean	0	0	4107
Greater Adelaide	Korean	0	1	87
Greater Adelaide	Korean	1	0	287
Greater Adelaide	Korean	1	1	135
Greater Adelaide	Lebanese			19
Greater Adelaide	Lebanese	0	0	2961
Greater Adelaide	Lebanese	0	1	836
Greater Adelaide	Lebanese	1	0	446
Greater Adelaide	Lebanese	1	1	1358
Greater Adelaide	Macedonian			13
Greater Adelaide	Macedonian	0	0	973
Greater Adelaide	Macedonian	0	1	170
Greater Adelaide	Macedonian	1	0	105
Greater Adelaide	Macedonian	1	1	452
Greater Adelaide	Maltese			42
Greater Adelaide	Maltese	0	0	2858
Greater Adelaide	Maltese	0	1	940
Greater Adelaide	Maltese	1	0	559
Greater Adelaide	Maltese	1	1	2683
Greater Adelaide	Maori			33
Greater Adelaide	Maori	0	0	1463
Greater Adelaide	Maori	0	1	563
Greater Adelaide	Maori	1	0	311
Greater Adelaide	Maori	1	1	375
Greater Adelaide	NZ			26
Greater Adelaide	NZ	0	0	2497
Greater Adelaide	NZ	0	1	1317
Greater Adelaide	NZ	1	0	942
Greater Adelaide	NZ	1	1	576
Greater Adelaide	(Other)			1250
Greater Adelaide	(Other)	0	0	139173
Greater Adelaide	(Other)	0	1	11317
Greater Adelaide	(Other)	1	0	8874
Greater Adelaide	(Other)	1	1	17216
Greater Adelaide	Polish			126
Greater Adelaide	Polish	0	0	10357
Greater Adelaide	Polish	0	1	1840
Greater Adelaide	Polish	1	0	1171
Greater Adelaide	Polish	1	1	4673
Greater Adelaide	Russian			54
Greater Adelaide	Russian	0	0	4420
Greater Adelaide	Russian	0	1	455
Greater Adelaide	Russian	1	0	475
Greater Adelaide	Russian	1	1	990
Greater Adelaide	Samoan	0	0	324
Greater Adelaide	Samoan	0	1	122
Greater Adelaide	Samoan	1	0	28
Greater Adelaide	Samoan	1	1	21
Greater Adelaide	Scottish			691
Greater Adelaide	Scottish	0	0	26348
Greater Adelaide	Scottish	0	1	10166
Greater Adelaide	Scottish	1	0	7847
Greater Adelaide	Scottish	1	1	68110
Greater Adelaide	Serbian			28
Greater Adelaide	Serbian	0	0	5114
Greater Adelaide	Serbian	0	1	591
Greater Adelaide	Serbian	1	0	357
Greater Adelaide	Serbian	1	1	862
Greater Adelaide	South African			18
Greater Adelaide	South African	0	0	4070
Greater Adelaide	South African	0	1	561
Greater Adelaide	South African	1	0	482
Greater Adelaide	South African	1	1	223
Greater Adelaide	Spanish			20
Greater Adelaide	Spanish	0	0	3413
Greater Adelaide	Spanish	0	1	363
Greater Adelaide	Spanish	1	0	307
Greater Adelaide	Spanish	1	1	880
Greater Adelaide	Sri Lankan			12
Greater Adelaide	Sri Lankan	0	0	2782
Greater Adelaide	Sri Lankan	0	1	206
Greater Adelaide	Sri Lankan	1	0	186
Greater Adelaide	Sri Lankan	1	1	133
Greater Adelaide	Vietnamese			117
Greater Adelaide	Vietnamese	0	0	20181
Greater Adelaide	Vietnamese	0	1	726
Greater Adelaide	Vietnamese	1	0	769
Greater Adelaide	Vietnamese	1	1	544
Greater Adelaide	Welsh			45
Greater Adelaide	Welsh	0	0	4952
Greater Adelaide	Welsh	0	1	1135
Greater Adelaide	Welsh	1	0	834
Greater Adelaide	Welsh	1	1	3529
Rest of SA				24209
Rest of SA		0	0	619
Rest of SA		0	1	154
Rest of SA		1	0	117
Rest of SA		1	1	3228
Rest of SA	Australian			2182
Rest of SA	Australian		1	135087
Rest of SA	Australian	0	0	2102
Rest of SA	Australian	0	1	10506
Rest of SA	Australian	1	0	8478
Rest of SA	Australian Aboriginal			356
Rest of SA	Australian Aboriginal	0	0	63
Rest of SA	Australian Aboriginal	0	1	502
Rest of SA	Australian Aboriginal	1	0	213
Rest of SA	Australian Aboriginal	1	1	15703
Rest of SA	Chinese			16
Rest of SA	Chinese	0	0	1474
Rest of SA	Chinese	0	1	53
Rest of SA	Chinese	1	0	126
Rest of SA	Chinese	1	1	393
Rest of SA	Croatian			18
Rest of SA	Croatian	0	0	709
Rest of SA	Croatian	0	1	160
Rest of SA	Croatian	1	0	63
Rest of SA	Croatian	1	1	438
Rest of SA	Dutch			57
Rest of SA	Dutch	0	0	3063
Rest of SA	Dutch	0	1	883
Rest of SA	Dutch	1	0	647
Rest of SA	Dutch	1	1	1935
Rest of SA	English			2342
Rest of SA	English	0	0	25579
Rest of SA	English	0	1	10618
Rest of SA	English	1	0	8758
Rest of SA	English	1	1	116976
Rest of SA	Filipino			40
Rest of SA	Filipino	0	0	2693
Rest of SA	Filipino	0	1	58
Rest of SA	Filipino	1	0	489
Rest of SA	Filipino	1	1	129
Rest of SA	French			14
Rest of SA	French	0	0	509
Rest of SA	French	0	1	95
Rest of SA	French	1	0	75
Rest of SA	French	1	1	732
Rest of SA	German			433
Rest of SA	German	0	0	3828
Rest of SA	German	0	1	1789
Rest of SA	German	1	0	1356
Rest of SA	German	1	1	34280
Rest of SA	Greek			43
Rest of SA	Greek	0	0	1389
Rest of SA	Greek	0	1	270
Rest of SA	Greek	1	0	121
Rest of SA	Greek	1	1	1154
Rest of SA	Hungarian			10
Rest of SA	Hungarian	0	0	367
Rest of SA	Hungarian	0	1	118
Rest of SA	Hungarian	1	0	35
Rest of SA	Hungarian	1	1	200
Rest of SA	Indian			12
Rest of SA	Indian	0	0	1482
Rest of SA	Indian	0	1	77
Rest of SA	Indian	1	0	42
Rest of SA	Indian	1	1	118
Rest of SA	Irish			305
Rest of SA	Irish	0	0	3696
Rest of SA	Irish	0	1	1607
Rest of SA	Irish	1	0	1117
Rest of SA	Irish	1	1	23359
Rest of SA	Italian			110
Rest of SA	Italian	0	0	2808
Rest of SA	Italian	0	1	1043
Rest of SA	Italian	1	0	395
Rest of SA	Italian	1	1	4437
Rest of SA	Korean	0	0	107
Rest of SA	Korean	0	1	6
Rest of SA	Korean	1	0	53
Rest of SA	Korean	1	1	18
Rest of SA	Lebanese			3
Rest of SA	Lebanese	0	0	81
Rest of SA	Lebanese	0	1	43
Rest of SA	Lebanese	1	0	16
Rest of SA	Lebanese	1	1	164
Rest of SA	Macedonian	0	0	54
Rest of SA	Macedonian	0	1	8
Rest of SA	Macedonian	1	0	14
Rest of SA	Macedonian	1	1	21
Rest of SA	Maltese			6
Rest of SA	Maltese	0	0	274
Rest of SA	Maltese	0	1	108
Rest of SA	Maltese	1	0	55
Rest of SA	Maltese	1	1	339
Rest of SA	Maori			17
Rest of SA	Maori	0	0	706
Rest of SA	Maori	0	1	178
Rest of SA	Maori	1	0	133
Rest of SA	Maori	1	1	126
Rest of SA	NZ			15
Rest of SA	NZ	0	0	643
Rest of SA	NZ	0	1	340
Rest of SA	NZ	1	0	238
Rest of SA	NZ	1	1	197
Rest of SA	(Other)			237
Rest of SA	(Other)	0	0	10096
Rest of SA	(Other)	0	1	1600
Rest of SA	(Other)	1	0	1266
Rest of SA	(Other)	1	1	4256
Rest of SA	Polish			18
Rest of SA	Polish	0	0	928
Rest of SA	Polish	0	1	238
Rest of SA	Polish	1	0	140
Rest of SA	Polish	1	1	891
Rest of SA	Russian			8
Rest of SA	Russian	0	0	299
Rest of SA	Russian	0	1	41
Rest of SA	Russian	1	0	32
Rest of SA	Russian	1	1	143
Rest of SA	Samoan	0	0	75
Rest of SA	Samoan	0	1	5
Rest of SA	Samoan	1	0	4
Rest of SA	Samoan	1	1	4
Rest of SA	Scottish			362
Rest of SA	Scottish	0	0	5758
Rest of SA	Scottish	0	1	2329
Rest of SA	Scottish	1	0	1834
Rest of SA	Scottish	1	1	25753
Rest of SA	Serbian	0	0	227
Rest of SA	Serbian	0	1	44
Rest of SA	Serbian	1	0	19
Rest of SA	Serbian	1	1	73
Rest of SA	South African	0	0	692
Rest of SA	South African	0	1	90
Rest of SA	South African	1	0	85
Rest of SA	South African	1	1	52
Rest of SA	Spanish			8
Rest of SA	Spanish	0	0	424
Rest of SA	Spanish	0	1	77
Rest of SA	Spanish	1	0	32
Rest of SA	Spanish	1	1	261
Rest of SA	Sri Lankan			5
Rest of SA	Sri Lankan	0	0	152
Rest of SA	Sri Lankan	0	1	16
Rest of SA	Sri Lankan	1	0	24
Rest of SA	Sri Lankan	1	1	27
Rest of SA	Vietnamese			16
Rest of SA	Vietnamese	0	0	431
Rest of SA	Vietnamese	0	1	34
Rest of SA	Vietnamese	1	0	49
Rest of SA	Vietnamese	1	1	20
Rest of SA	Welsh			18
Rest of SA	Welsh	0	0	902
Rest of SA	Welsh	0	1	225
Rest of SA	Welsh	1	0	150
Rest of SA	Welsh	1	1	1002
No usual address (WA)				3432
No usual address (WA)		0	0	19
No usual address (WA)		0	1	6
No usual address (WA)		1	1	32
No usual address (WA)	Australian			24
No usual address (WA)	Australian		1	1347
No usual address (WA)	Australian	0	0	38
No usual address (WA)	Australian	0	1	167
No usual address (WA)	Australian	1	0	166
No usual address (WA)	Australian Aboriginal			25
No usual address (WA)	Australian Aboriginal	0	0	6
No usual address (WA)	Australian Aboriginal	0	1	8
No usual address (WA)	Australian Aboriginal	1	0	6
No usual address (WA)	Australian Aboriginal	1	1	354
No usual address (WA)	Chinese	0	0	51
No usual address (WA)	Chinese	1	1	8
No usual address (WA)	Croatian	0	0	13
No usual address (WA)	Croatian	0	1	3
No usual address (WA)	Croatian	1	1	8
No usual address (WA)	Dutch	0	0	52
No usual address (WA)	Dutch	0	1	12
No usual address (WA)	Dutch	1	0	9
No usual address (WA)	Dutch	1	1	13
No usual address (WA)	English			17
No usual address (WA)	English	0	0	602
No usual address (WA)	English	0	1	174
No usual address (WA)	English	1	0	149
No usual address (WA)	English	1	1	916
No usual address (WA)	Filipino	0	0	34
No usual address (WA)	Filipino	1	0	9
No usual address (WA)	French	0	0	44
No usual address (WA)	French	1	1	5
No usual address (WA)	German			4
No usual address (WA)	German	0	0	104
No usual address (WA)	German	0	1	17
No usual address (WA)	German	1	0	7
No usual address (WA)	German	1	1	95
No usual address (WA)	Greek	0	0	7
No usual address (WA)	Greek	0	1	7
No usual address (WA)	Greek	1	1	4
No usual address (WA)	Hungarian	0	0	7
No usual address (WA)	Hungarian	1	1	3
No usual address (WA)	Indian	0	0	23
No usual address (WA)	Irish			6
No usual address (WA)	Irish	0	0	146
No usual address (WA)	Irish	0	1	32
No usual address (WA)	Irish	1	0	16
No usual address (WA)	Irish	1	1	278
No usual address (WA)	Italian			3
No usual address (WA)	Italian	0	0	79
No usual address (WA)	Italian	0	1	19
No usual address (WA)	Italian	1	0	10
No usual address (WA)	Italian	1	1	60
No usual address (WA)	Korean	0	0	8
No usual address (WA)	Maltese	1	1	3
No usual address (WA)	Maori	0	0	44
No usual address (WA)	Maori	0	1	8
No usual address (WA)	Maori	1	0	5
No usual address (WA)	NZ			4
No usual address (WA)	NZ	0	0	50
No usual address (WA)	NZ	0	1	8
No usual address (WA)	NZ	1	0	9
No usual address (WA)	NZ	1	1	6
No usual address (WA)	(Other)			16
No usual address (WA)	(Other)	0	0	314
No usual address (WA)	(Other)	0	1	29
No usual address (WA)	(Other)	1	0	24
No usual address (WA)	(Other)	1	1	68
No usual address (WA)	Polish	0	0	20
No usual address (WA)	Polish	0	1	3
No usual address (WA)	Polish	1	1	11
No usual address (WA)	Russian	0	0	12
No usual address (WA)	Samoan	0	0	4
No usual address (WA)	Scottish	0	0	141
No usual address (WA)	Scottish	0	1	29
No usual address (WA)	Scottish	1	0	34
No usual address (WA)	Scottish	1	1	255
No usual address (WA)	South African	0	0	34
No usual address (WA)	South African	0	1	3
No usual address (WA)	South African	1	0	9
No usual address (WA)	Spanish	0	0	25
No usual address (WA)	Sri Lankan	0	0	9
No usual address (WA)	Vietnamese	0	0	14
No usual address (WA)	Welsh	0	0	17
No usual address (WA)	Welsh	1	0	5
No usual address (WA)	Welsh	1	1	7
Migratory - Offshore - Shipping (WA)				218
Migratory - Offshore - Shipping (WA)		0	0	12
Migratory - Offshore - Shipping (WA)	Australian			3
Migratory - Offshore - Shipping (WA)	Australian		1	59
Migratory - Offshore - Shipping (WA)	Australian	0	0	9
Migratory - Offshore - Shipping (WA)	Australian	0	1	8
Migratory - Offshore - Shipping (WA)	Australian	1	0	4
Migratory - Offshore - Shipping (WA)	Australian Aboriginal	1	1	7
Migratory - Offshore - Shipping (WA)	Chinese	0	0	4
Migratory - Offshore - Shipping (WA)	Dutch	0	0	3
Migratory - Offshore - Shipping (WA)	English	0	0	49
Migratory - Offshore - Shipping (WA)	English	0	1	11
Migratory - Offshore - Shipping (WA)	English	1	0	4
Migratory - Offshore - Shipping (WA)	English	1	1	50
Migratory - Offshore - Shipping (WA)	Filipino	0	0	16
Migratory - Offshore - Shipping (WA)	French	0	0	4
Migratory - Offshore - Shipping (WA)	German	0	0	8
Migratory - Offshore - Shipping (WA)	German	1	1	10
Migratory - Offshore - Shipping (WA)	Irish	0	0	16
Migratory - Offshore - Shipping (WA)	Irish	1	1	19
Migratory - Offshore - Shipping (WA)	Italian	0	0	7
Migratory - Offshore - Shipping (WA)	Italian	1	1	8
Migratory - Offshore - Shipping (WA)	Maori	0	0	14
Migratory - Offshore - Shipping (WA)	NZ	0	0	7
Migratory - Offshore - Shipping (WA)	(Other)	0	0	41
Migratory - Offshore - Shipping (WA)	(Other)	1	0	3
Migratory - Offshore - Shipping (WA)	(Other)	1	1	4
Migratory - Offshore - Shipping (WA)	Polish	0	0	4
Migratory - Offshore - Shipping (WA)	Scottish	0	0	24
Migratory - Offshore - Shipping (WA)	Scottish	0	1	3
Migratory - Offshore - Shipping (WA)	Scottish	1	1	11
Greater Perth				96446
Greater Perth		0	0	12343
Greater Perth		0	1	1031
Greater Perth		1	0	861
Greater Perth		1	1	5445
Greater Perth	Australian			4560
Greater Perth	Australian		1	385003
Greater Perth	Australian	0	0	29319
Greater Perth	Australian	0	1	95698
Greater Perth	Australian	1	0	78658
Greater Perth	Australian Aboriginal			699
Greater Perth	Australian Aboriginal	0	0	599
Greater Perth	Australian Aboriginal	0	1	2851
Greater Perth	Australian Aboriginal	1	0	1808
Greater Perth	Australian Aboriginal	1	1	33096
Greater Perth	Chinese			527
Greater Perth	Chinese	0	0	102154
Greater Perth	Chinese	0	1	2279
Greater Perth	Chinese	1	0	4319
Greater Perth	Chinese	1	1	3014
Greater Perth	Croatian			148
Greater Perth	Croatian	0	0	9569
Greater Perth	Croatian	0	1	2727
Greater Perth	Croatian	1	0	1464
Greater Perth	Croatian	1	1	7814
Greater Perth	Dutch			196
Greater Perth	Dutch	0	0	21543
Greater Perth	Dutch	0	1	5949
Greater Perth	Dutch	1	0	3993
Greater Perth	Dutch	1	1	10774
Greater Perth	English			5836
Greater Perth	English	0	0	304815
Greater Perth	English	0	1	85852
Greater Perth	English	1	0	68685
Greater Perth	English	1	1	319755
Greater Perth	Filipino			138
Greater Perth	Filipino	0	0	34649
Greater Perth	Filipino	0	1	547
Greater Perth	Filipino	1	0	2731
Greater Perth	Filipino	1	1	604
Greater Perth	French			72
Greater Perth	French	0	0	9828
Greater Perth	French	0	1	1130
Greater Perth	French	1	0	966
Greater Perth	French	1	1	2538
Greater Perth	German			395
Greater Perth	German	0	0	24378
Greater Perth	German	0	1	5401
Greater Perth	German	1	0	4484
Greater Perth	German	1	1	25445
Greater Perth	Greek			75
Greater Perth	Greek	0	0	6041
Greater Perth	Greek	0	1	2067
Greater Perth	Greek	1	0	1080
Greater Perth	Greek	1	1	5304
Greater Perth	Hungarian			34
Greater Perth	Hungarian	0	0	3131
Greater Perth	Hungarian	0	1	566
Greater Perth	Hungarian	1	0	375
Greater Perth	Hungarian	1	1	870
Greater Perth	Indian			197
Greater Perth	Indian	0	0	67443
Greater Perth	Indian	0	1	2325
Greater Perth	Indian	1	0	1649
Greater Perth	Indian	1	1	1768
Greater Perth	Irish			1093
Greater Perth	Irish	0	0	71162
Greater Perth	Irish	0	1	15660
Greater Perth	Irish	1	0	11512
Greater Perth	Irish	1	1	87365
Greater Perth	Italian			652
Greater Perth	Italian	0	0	46515
Greater Perth	Italian	0	1	15262
Greater Perth	Italian	1	0	7469
Greater Perth	Italian	1	1	46641
Greater Perth	Korean			16
Greater Perth	Korean	0	0	7547
Greater Perth	Korean	0	1	117
Greater Perth	Korean	1	0	413
Greater Perth	Korean	1	1	119
Greater Perth	Lebanese			11
Greater Perth	Lebanese	0	0	1920
Greater Perth	Lebanese	0	1	443
Greater Perth	Lebanese	1	0	251
Greater Perth	Lebanese	1	1	531
Greater Perth	Macedonian			60
Greater Perth	Macedonian	0	0	6437
Greater Perth	Macedonian	0	1	1115
Greater Perth	Macedonian	1	0	699
Greater Perth	Macedonian	1	1	2313
Greater Perth	Maltese			30
Greater Perth	Maltese	0	0	2022
Greater Perth	Maltese	0	1	711
Greater Perth	Maltese	1	0	390
Greater Perth	Maltese	1	1	1396
Greater Perth	Maori			199
Greater Perth	Maori	0	0	18917
Greater Perth	Maori	0	1	2601
Greater Perth	Maori	1	0	1698
Greater Perth	Maori	1	1	805
Greater Perth	NZ			119
Greater Perth	NZ	0	0	13426
Greater Perth	NZ	0	1	5196
Greater Perth	NZ	1	0	3098
Greater Perth	NZ	1	1	1504
Greater Perth	(Other)			2000
Greater Perth	(Other)	0	0	252156
Greater Perth	(Other)	0	1	19680
Greater Perth	(Other)	1	0	19541
Greater Perth	(Other)	1	1	21284
Greater Perth	Polish			106
Greater Perth	Polish	0	0	12041
Greater Perth	Polish	0	1	1931
Greater Perth	Polish	1	0	1589
Greater Perth	Polish	1	1	4260
Greater Perth	Russian			43
Greater Perth	Russian	0	0	4514
Greater Perth	Russian	0	1	374
Greater Perth	Russian	1	0	619
Greater Perth	Russian	1	1	785
Greater Perth	Samoan			20
Greater Perth	Samoan	0	0	2317
Greater Perth	Samoan	0	1	318
Greater Perth	Samoan	1	0	106
Greater Perth	Samoan	1	1	63
Greater Perth	Scottish			990
Greater Perth	Scottish	0	0	71908
Greater Perth	Scottish	0	1	17927
Greater Perth	Scottish	1	0	13884
Greater Perth	Scottish	1	1	79086
Greater Perth	Serbian			39
Greater Perth	Serbian	0	0	6473
Greater Perth	Serbian	0	1	577
Greater Perth	Serbian	1	0	358
Greater Perth	Serbian	1	1	661
Greater Perth	South African			101
Greater Perth	South African	0	0	23979
Greater Perth	South African	0	1	2267
Greater Perth	South African	1	0	1965
Greater Perth	South African	1	1	600
Greater Perth	Spanish			56
Greater Perth	Spanish	0	0	7800
Greater Perth	Spanish	0	1	648
Greater Perth	Spanish	1	0	569
Greater Perth	Spanish	1	1	1793
Greater Perth	Sri Lankan			31
Greater Perth	Sri Lankan	0	0	5505
Greater Perth	Sri Lankan	0	1	483
Greater Perth	Sri Lankan	1	0	316
Greater Perth	Sri Lankan	1	1	367
Greater Perth	Vietnamese			70
Greater Perth	Vietnamese	0	0	20696
Greater Perth	Vietnamese	0	1	515
Greater Perth	Vietnamese	1	0	945
Greater Perth	Vietnamese	1	1	417
Greater Perth	Welsh			70
Greater Perth	Welsh	0	0	11979
Greater Perth	Welsh	0	1	2075
Greater Perth	Welsh	1	0	1468
Greater Perth	Welsh	1	1	4285
Rest of WA				51833
Rest of WA		0	0	1348
Rest of WA		0	1	304
Rest of WA		1	0	261
Rest of WA		1	1	2783
Rest of WA	Australian			2199
Rest of WA	Australian		1	148468
Rest of WA	Australian	0	0	4065
Rest of WA	Australian	0	1	21000
Rest of WA	Australian	1	0	18487
Rest of WA	Australian Aboriginal			876
Rest of WA	Australian Aboriginal	0	0	117
Rest of WA	Australian Aboriginal	0	1	1536
Rest of WA	Australian Aboriginal	1	0	719
Rest of WA	Australian Aboriginal	1	1	38420
Rest of WA	Chinese			41
Rest of WA	Chinese	0	0	3343
Rest of WA	Chinese	0	1	167
Rest of WA	Chinese	1	0	279
Rest of WA	Chinese	1	1	665
Rest of WA	Croatian			29
Rest of WA	Croatian	0	0	716
Rest of WA	Croatian	0	1	325
Rest of WA	Croatian	1	0	182
Rest of WA	Croatian	1	1	1112
Rest of WA	Dutch			80
Rest of WA	Dutch	0	0	4781
Rest of WA	Dutch	0	1	1499
Rest of WA	Dutch	1	0	970
Rest of WA	Dutch	1	1	2961
Rest of WA	English			2537
Rest of WA	English	0	0	51557
Rest of WA	English	0	1	20098
Rest of WA	English	1	0	16936
Rest of WA	English	1	1	122758
Rest of WA	Filipino			53
Rest of WA	Filipino	0	0	7015
Rest of WA	Filipino	0	1	93
Rest of WA	Filipino	1	0	706
Rest of WA	Filipino	1	1	197
Rest of WA	French			11
Rest of WA	French	0	0	1586
Rest of WA	French	0	1	187
Rest of WA	French	1	0	193
Rest of WA	French	1	1	728
Rest of WA	German			164
Rest of WA	German	0	0	5217
Rest of WA	German	0	1	1347
Rest of WA	German	1	0	1299
Rest of WA	German	1	1	9957
Rest of WA	Greek			7
Rest of WA	Greek	0	0	464
Rest of WA	Greek	0	1	213
Rest of WA	Greek	1	0	103
Rest of WA	Greek	1	1	732
Rest of WA	Hungarian			6
Rest of WA	Hungarian	0	0	373
Rest of WA	Hungarian	0	1	111
Rest of WA	Hungarian	1	0	55
Rest of WA	Hungarian	1	1	168
Rest of WA	Indian			14
Rest of WA	Indian	0	0	3274
Rest of WA	Indian	0	1	216
Rest of WA	Indian	1	0	139
Rest of WA	Indian	1	1	306
Rest of WA	Irish			404
Rest of WA	Irish	0	0	10037
Rest of WA	Irish	0	1	3432
Rest of WA	Irish	1	0	2636
Rest of WA	Irish	1	1	29500
Rest of WA	Italian			176
Rest of WA	Italian	0	0	5328
Rest of WA	Italian	0	1	2367
Rest of WA	Italian	1	0	1079
Rest of WA	Italian	1	1	11575
Rest of WA	Korean			5
Rest of WA	Korean	0	0	423
Rest of WA	Korean	0	1	8
Rest of WA	Korean	1	0	60
Rest of WA	Korean	1	1	14
Rest of WA	Lebanese	0	0	157
Rest of WA	Lebanese	0	1	27
Rest of WA	Lebanese	1	0	16
Rest of WA	Lebanese	1	1	63
Rest of WA	Macedonian			5
Rest of WA	Macedonian	0	0	302
Rest of WA	Macedonian	0	1	83
Rest of WA	Macedonian	1	0	55
Rest of WA	Macedonian	1	1	252
Rest of WA	Maltese	0	0	248
Rest of WA	Maltese	0	1	134
Rest of WA	Maltese	1	0	60
Rest of WA	Maltese	1	1	250
Rest of WA	Maori			103
Rest of WA	Maori	0	0	5019
Rest of WA	Maori	0	1	745
Rest of WA	Maori	1	0	600
Rest of WA	Maori	1	1	299
Rest of WA	NZ			54
Rest of WA	NZ	0	0	3159
Rest of WA	NZ	0	1	1406
Rest of WA	NZ	1	0	885
Rest of WA	NZ	1	1	489
Rest of WA	(Other)			398
Rest of WA	(Other)	0	0	21176
Rest of WA	(Other)	0	1	3116
Rest of WA	(Other)	1	0	3196
Rest of WA	(Other)	1	1	6600
Rest of WA	Polish			27
Rest of WA	Polish	0	0	1682
Rest of WA	Polish	0	1	395
Rest of WA	Polish	1	0	327
Rest of WA	Polish	1	1	1176
Rest of WA	Russian			13
Rest of WA	Russian	0	0	503
Rest of WA	Russian	0	1	52
Rest of WA	Russian	1	0	97
Rest of WA	Russian	1	1	208
Rest of WA	Samoan			4
Rest of WA	Samoan	0	0	424
Rest of WA	Samoan	0	1	42
Rest of WA	Samoan	1	0	24
Rest of WA	Samoan	1	1	24
Rest of WA	Scottish			380
Rest of WA	Scottish	0	0	12197
Rest of WA	Scottish	0	1	4217
Rest of WA	Scottish	1	0	3481
Rest of WA	Scottish	1	1	27967
Rest of WA	Serbian	0	0	298
Rest of WA	Serbian	0	1	46
Rest of WA	Serbian	1	0	28
Rest of WA	Serbian	1	1	77
Rest of WA	South African			15
Rest of WA	South African	0	0	3470
Rest of WA	South African	0	1	380
Rest of WA	South African	1	0	343
Rest of WA	South African	1	1	150
Rest of WA	Spanish			9
Rest of WA	Spanish	0	0	992
Rest of WA	Spanish	0	1	101
Rest of WA	Spanish	1	0	88
Rest of WA	Spanish	1	1	501
Rest of WA	Sri Lankan			3
Rest of WA	Sri Lankan	0	0	281
Rest of WA	Sri Lankan	0	1	39
Rest of WA	Sri Lankan	1	0	50
Rest of WA	Sri Lankan	1	1	38
Rest of WA	Vietnamese			12
Rest of WA	Vietnamese	0	0	890
Rest of WA	Vietnamese	0	1	33
Rest of WA	Vietnamese	1	0	69
Rest of WA	Vietnamese	1	1	25
Rest of WA	Welsh			16
Rest of WA	Welsh	0	0	1795
Rest of WA	Welsh	0	1	462
Rest of WA	Welsh	1	0	312
Rest of WA	Welsh	1	1	1316
No usual address (Tas.)				317
No usual address (Tas.)		0	1	3
No usual address (Tas.)		1	1	18
No usual address (Tas.)	Australian			11
No usual address (Tas.)	Australian		1	380
No usual address (Tas.)	Australian	0	0	8
No usual address (Tas.)	Australian	0	1	28
No usual address (Tas.)	Australian	1	0	22
No usual address (Tas.)	Australian Aboriginal	1	0	3
No usual address (Tas.)	Australian Aboriginal	1	1	113
No usual address (Tas.)	Chinese	0	0	12
No usual address (Tas.)	Croatian	1	1	5
No usual address (Tas.)	Dutch	0	0	9
No usual address (Tas.)	Dutch	1	1	6
No usual address (Tas.)	English			9
No usual address (Tas.)	English	0	0	70
No usual address (Tas.)	English	0	1	27
No usual address (Tas.)	English	1	0	23
No usual address (Tas.)	English	1	1	313
No usual address (Tas.)	French	1	1	3
No usual address (Tas.)	German			3
No usual address (Tas.)	German	0	0	7
No usual address (Tas.)	German	0	1	4
No usual address (Tas.)	German	1	1	38
No usual address (Tas.)	Indian	0	0	4
No usual address (Tas.)	Irish	0	0	14
No usual address (Tas.)	Irish	0	1	5
No usual address (Tas.)	Irish	1	1	81
No usual address (Tas.)	Italian	0	0	6
No usual address (Tas.)	Italian	1	1	11
No usual address (Tas.)	Maori	0	0	5
No usual address (Tas.)	NZ	0	0	3
No usual address (Tas.)	(Other)			4
No usual address (Tas.)	(Other)	0	0	57
No usual address (Tas.)	(Other)	0	1	15
No usual address (Tas.)	(Other)	1	1	18
No usual address (Tas.)	Polish	0	0	4
No usual address (Tas.)	Polish	1	1	11
No usual address (Tas.)	Scottish	0	0	24
No usual address (Tas.)	Scottish	1	0	6
No usual address (Tas.)	Scottish	1	1	57
No usual address (Tas.)	Welsh	0	0	4
