SA2_NAME21	AustCitizen	persons
Boronia	0	3524
Boronia	1	20036
Ferntree Gully - North	0	1633
Ferntree Gully - North	1	12512
Ferntree Gully (South) - Upper Ferntree Gully	0	1819
Ferntree Gully (South) - Upper Ferntree Gully	1	13515
The Basin	0	388
The Basin	1	3957
Donvale - Park Orchards	0	1970
Donvale - Park Orchards	1	14305
Warrandyte - Wonga Park	0	760
Warrandyte - Wonga Park	1	9352
Bayswater North	0	1260
Bayswater North	1	10611
Croydon Hills - Warranwood	0	1430
Croydon Hills - Warranwood	1	16629
Ringwood	0	4049
Ringwood	1	14666
Ringwood East	0	2994
Ringwood East	1	18138
Ringwood North	0	893
Ringwood North	1	8761
Croydon - East	0	2378
Croydon - East	1	13731
Croydon - West	0	1816
Croydon - West	1	12323
Croydon South	0	502
Croydon South	1	4396
Forest Hill	0	2132
Forest Hill	1	8648
Mitcham (Vic.)	0	2815
Mitcham (Vic.)	1	13980
Nunawading	0	2617
Nunawading	1	9796
Vermont	0	1868
Vermont	1	9125
Vermont South	0	2516
Vermont South	1	9438
Belgrave - Selby	0	850
Belgrave - Selby	1	9155
Chirnside Park	0	1243
Chirnside Park	1	10536
Healesville - Yarra Glen	0	1298
Healesville - Yarra Glen	1	12767
Kilsyth	0	1089
Kilsyth	1	8827
Lilydale - Coldstream	0	1801
Lilydale - Coldstream	1	17798
Monbulk - Silvan	0	506
Monbulk - Silvan	1	5310
Montrose	0	507
Montrose	1	6436
Mooroolbark	0	2621
Mooroolbark	1	20525
Mount Dandenong - Olinda	0	862
Mount Dandenong - Olinda	1	8844
Mount Evelyn	0	558
Mount Evelyn	1	9241
Upwey - Tecoma	0	756
Upwey - Tecoma	1	9021
Wandin - Seville	0	555
Wandin - Seville	1	7347
Yarra Valley	0	1851
Yarra Valley	1	14948
Emerald - Cockatoo	0	1960
Emerald - Cockatoo	1	16673
Beaconsfield - Officer	0	3527
Beaconsfield - Officer	1	20105
Bunyip - Garfield	0	1015
Bunyip - Garfield	1	8853
Koo Wee Rup	0	1001
Koo Wee Rup	1	9068
Pakenham - North East	0	2375
Pakenham - North East	1	13066
Pakenham - North West	0	1137
Pakenham - North West	1	6342
Pakenham - South East	0	1581
Pakenham - South East	1	4858
Pakenham - South West	0	4628
Pakenham - South West	1	22155
Berwick - North	0	2788
Berwick - North	1	20175
Doveton	0	3975
Doveton	1	7914
Hallam	0	2674
Hallam	1	8798
Narre Warren North	0	765
Narre Warren North	1	7476
Endeavour Hills - North	0	2048
Endeavour Hills - North	1	10038
Endeavour Hills - South	0	2257
Endeavour Hills - South	1	11103
Narre Warren - North East	0	1995
Narre Warren - North East	1	11509
Narre Warren - South West	0	3263
Narre Warren - South West	1	11495
Berwick - South East	0	2905
Berwick - South East	1	14855
Berwick - South West	0	2035
Berwick - South West	1	9219
Cranbourne	0	4803
Cranbourne	1	16478
Cranbourne South	0	2643
Cranbourne South	1	14757
Cranbourne West	0	4376
Cranbourne West	1	17159
Lynbrook - Lyndhurst	0	3935
Lynbrook - Lyndhurst	1	14092
Pearcedale - Tooradin	0	751
Pearcedale - Tooradin	1	7273
Narre Warren South - East	0	1777
Narre Warren South - East	1	11375
Narre Warren South - West	0	3301
Narre Warren South - West	1	13412
Clyde North - North	0	2277
Clyde North - North	1	8258
Clyde North - South	0	3643
Clyde North - South	1	11159
Cranbourne East - North	0	5210
Cranbourne East - North	1	18205
Cranbourne East - South	0	2873
Cranbourne East - South	1	9416
Cranbourne North - East	0	2782
Cranbourne North - East	1	9990
Cranbourne North - West	0	2365
Cranbourne North - West	1	9545
Hampton Park - East	0	3309
Hampton Park - East	1	9406
Hampton Park - West	0	3805
Hampton Park - West	1	9563
Clarinda - Oakleigh South	0	1610
Clarinda - Oakleigh South	1	9944
Clayton South	0	4748
Clayton South	1	8633
Dandenong North	0	4897
Dandenong North	1	17629
Dingley Village	0	971
Dingley Village	1	9528
Noble Park North	0	1445
Noble Park North	1	6011
Springvale	0	7868
Springvale	1	14380
Springvale South	0	2874
Springvale South	1	9747
Noble Park - East	0	4459
Noble Park - East	1	8280
Noble Park - West	0	6116
Noble Park - West	1	13475
Dandenong - North	0	8605
Dandenong - North	1	12882
Dandenong - South	0	2881
Dandenong - South	1	6469
Keysborough - North	0	2760
Keysborough - North	1	12336
Keysborough - South	0	2778
Keysborough - South	1	12315
Ashwood - Chadstone	0	4335
Ashwood - Chadstone	1	15172
Glen Waverley - East	0	5710
Glen Waverley - East	1	15893
Glen Waverley - West	0	6797
Glen Waverley - West	1	14239
Mount Waverley - North	0	3970
Mount Waverley - North	1	12103
Mount Waverley - South	0	4242
Mount Waverley - South	1	15023
Mulgrave	0	3673
Mulgrave	1	16216
Oakleigh - Huntingdale	0	5165
Oakleigh - Huntingdale	1	17763
Wheelers Hill	0	3759
Wheelers Hill	1	16893
Clayton (North) - Notting Hill	0	5306
Clayton (North) - Notting Hill	1	4523
Clayton - Central	0	6353
Clayton - Central	1	5699
Ardeer - Albion	0	2245
Ardeer - Albion	1	5257
Cairnlea	0	1377
Cairnlea	1	8661
Delahey	0	1197
Delahey	1	6880
Keilor Downs	0	1743
Keilor Downs	1	11339
Kings Park (Vic.)	0	2951
Kings Park (Vic.)	1	11032
St Albans - North	0	6885
St Albans - North	1	13696
St Albans - South	0	5332
St Albans - South	1	12122
Sunshine	0	2889
Sunshine	1	6556
Sunshine North	0	2896
Sunshine North	1	9151
Sunshine West	0	4020
Sunshine West	1	14538
Sydenham	0	2315
Sydenham	1	9411
Taylors Lakes	0	1442
Taylors Lakes	1	15468
Deer Park	0	4780
Deer Park	1	13224
Derrimut	0	1664
Derrimut	1	6989
Altona	0	1961
Altona	1	11595
Altona Meadows	0	2632
Altona Meadows	1	15847
Altona North	0	2503
Altona North	1	12428
Newport	0	2242
Newport	1	16511
Seabrook	0	990
Seabrook	1	3962
Williamstown	0	1581
Williamstown	1	14331
Braybrook	0	4813
Braybrook	1	14255
Footscray	0	4842
Footscray	1	12289
Maribyrnong	0	2488
Maribyrnong	1	10085
Seddon - Kingsville	0	1223
Seddon - Kingsville	1	8024
West Footscray - Tottenham	0	2230
West Footscray - Tottenham	1	9505
Yarraville	0	1860
Yarraville	1	13603
Bacchus Marsh	0	2660
Bacchus Marsh	1	22057
Melton West	0	3865
Melton West	1	17343
Rockbank - Mount Cottrell	0	6461
Rockbank - Mount Cottrell	1	11092
Taylors Hill	0	2283
Taylors Hill	1	17256
Burnside	0	996
Burnside	1	4804
Burnside Heights	0	1202
Burnside Heights	1	5175
Caroline Springs	0	3465
Caroline Springs	1	16900
Brookfield	0	1698
Brookfield	1	8131
Cobblebank - Strathtulloh	0	2285
Cobblebank - Strathtulloh	1	5313
Eynesbury - Exford	0	250
Eynesbury - Exford	1	2740
Fraser Rise - Plumpton	0	1724
Fraser Rise - Plumpton	1	8374
Hillside	0	1663
Hillside	1	14519
Kurunjang - Toolern Vale	0	1579
Kurunjang - Toolern Vale	1	10053
Melton	0	1607
Melton	1	6279
Melton South - Weir Views	0	4399
Melton South - Weir Views	1	12259
Hoppers Crossing - North	0	3392
Hoppers Crossing - North	1	15054
Hoppers Crossing - South	0	4766
Hoppers Crossing - South	1	14006
Laverton	0	4670
Laverton	1	6789
Werribee - South	0	3934
Werribee - South	1	12876
Point Cook - East	0	6292
Point Cook - East	1	12982
Point Cook - South	0	6527
Point Cook - South	1	12564
Werribee - East	0	4548
Werribee - East	1	14462
Werribee - West	0	5010
Werribee - West	1	17331
Manor Lakes - Quandong	0	3154
Manor Lakes - Quandong	1	7462
Point Cook - North East	0	2978
Point Cook - North East	1	11189
Point Cook - North West	0	2712
Point Cook - North West	1	6853
Tarneit (West) - Mount Cottrell	0	3848
Tarneit (West) - Mount Cottrell	1	6284
Tarneit - Central	0	9347
Tarneit - Central	1	18769
Tarneit - North	0	3051
Tarneit - North	1	4146
Tarneit - South	0	2908
Tarneit - South	1	8274
Truganina - North	0	4291
Truganina - North	1	5049
Truganina - South East	0	3328
Truganina - South East	1	6268
Truganina - South West	0	6241
Truganina - South West	1	12824
Wyndham Vale - North	0	2661
Wyndham Vale - North	1	6371
Wyndham Vale - South	0	2672
Wyndham Vale - South	1	10874
Carrum Downs	0	2920
Carrum Downs	1	19056
Frankston	0	3807
Frankston	1	19779
Frankston North	0	3129
Frankston North	1	16324
Frankston South	0	1845
Frankston South	1	16956
Langwarrin	0	2097
Langwarrin	1	22842
Seaford (Vic.)	0	2249
Seaford (Vic.)	1	14966
Skye - Sandhurst	0	1440
Skye - Sandhurst	1	11863
Dromana	0	1466
Dromana	1	11900
Flinders	0	637
Flinders	1	5358
Hastings - Somers	0	2512
Hastings - Somers	1	21458
Mount Eliza	0	1702
Mount Eliza	1	17032
Mount Martha	0	1738
Mount Martha	1	18108
Point Nepean	0	2309
Point Nepean	1	17502
Rosebud - McCrae	0	2514
Rosebud - McCrae	1	20430
Somerville	0	1497
Somerville	1	17025
Mornington - East	0	1476
Mornington - East	1	13699
Mornington - West	0	1248
Mornington - West	1	9333
Ararat	0	1607
Ararat	1	6893
Ararat Surrounds	0	370
Ararat Surrounds	1	2834
Horsham	0	1471
Horsham	1	15514
Horsham Surrounds	0	260
Horsham Surrounds	1	3211
Nhill Region	0	703
Nhill Region	1	6253
St Arnaud	0	320
St Arnaud	1	3133
Stawell	0	1239
Stawell	1	7265
West Wimmera	0	344
West Wimmera	1	2422
Yarriambiack	0	663
Yarriambiack	1	5838
Irymple	0	891
Irymple	1	6809
Merbein	0	598
Merbein	1	4378
Mildura Surrounds	0	563
Mildura Surrounds	1	3163
Red Cliffs	0	801
Red Cliffs	1	5337
Mildura - North	0	3380
Mildura - North	1	14647
Mildura - South	0	2630
Mildura - South	1	13778
Buloke	0	706
Buloke	1	5478
Gannawarra	0	705
Gannawarra	1	6014
Kerang	0	347
Kerang	1	3613
Robinvale	0	1502
Robinvale	1	2238
Swan Hill	0	1669
Swan Hill	1	9517
Swan Hill Surrounds	0	1100
Swan Hill Surrounds	1	5377
Echuca	0	1528
Echuca	1	14108
Kyabram	0	989
Kyabram	1	10132
Lockington - Gunbower	0	450
Lockington - Gunbower	1	3477
Rochester	0	357
Rochester	1	3659
Rushworth	0	559
Rushworth	1	3634
Cobram	0	1044
Cobram	1	5421
Moira	0	351
Moira	1	2492
Numurkah	0	1515
Numurkah	1	11040
Yarrawonga	0	742
Yarrawonga	1	7919
Mooroopna	0	1309
Mooroopna	1	7003
Shepparton - North	0	3431
Shepparton - North	1	16497
Shepparton Surrounds - East	0	433
Shepparton Surrounds - East	1	3584
Shepparton Surrounds - West	0	1409
Shepparton Surrounds - West	1	8937
Kialla	0	984
Kialla	1	8098
Shepparton - South East	0	3779
Shepparton - South East	1	12741
Glenelg (Vic.)	0	907
Glenelg (Vic.)	1	8013
Hamilton (Vic.)	0	896
Hamilton (Vic.)	1	9450
Portland	0	1091
Portland	1	10139
Southern Grampians	0	572
Southern Grampians	1	5729
Camperdown	0	294
Camperdown	1	3197
Colac	0	1413
Colac	1	11343
Colac Surrounds	0	543
Colac Surrounds	1	5126
Corangamite - North	0	530
Corangamite - North	1	4865
Corangamite - South	0	768
Corangamite - South	1	6412
Otway	0	690
Otway	1	3318
Moyne - East	0	722
Moyne - East	1	6296
Moyne - West	0	919
Moyne - West	1	9095
Warrnambool - North	0	2160
Warrnambool - North	1	20245
Warrnambool - South	0	1569
Warrnambool - South	1	11768
Migratory - Offshore - Shipping (Vic.)	0	27
Migratory - Offshore - Shipping (Vic.)	1	11
No usual address (Vic.)	0	4396
No usual address (Vic.)	1	4693
Alexandra Hills	0	1767
Alexandra Hills	1	14807
Belmont - Gumdale	0	717
Belmont - Gumdale	1	6833
Birkdale	0	1678
Birkdale	1	13552
Capalaba	0	2132
Capalaba	1	16122
Thorneside	0	394
Thorneside	1	3483
Wellington Point	0	1204
Wellington Point	1	10689
Cleveland	0	1975
Cleveland	1	13876
Ormiston	0	661
Ormiston	1	5718
Redland Bay	0	1818
Redland Bay	1	15947
Sheldon - Mount Cotton	0	665
Sheldon - Mount Cotton	1	7692
Thornlands	0	2209
Thornlands	1	17054
Victoria Point	0	1451
Victoria Point	1	13689
North Stradbroke Island	0	320
North Stradbroke Island	1	1836
Southern Moreton Bay Islands	0	1342
Southern Moreton Bay Islands	1	7139
Brisbane Port - Lytton	0	4
Brisbane Port - Lytton	1	4
Manly - Lota	0	921
Manly - Lota	1	6969
Manly West	0	1301
Manly West	1	10559
Murarrie	0	765
Murarrie	1	4010
Tingalpa	0	1121
Tingalpa	1	7760
Wakerley	0	1140
Wakerley	1	8306
Wynnum	0	1879
Wynnum	1	12623
Wynnum West - Hemmant	0	2349
Wynnum West - Hemmant	1	13332
Bald Hills	0	928
Bald Hills	1	6898
Bridgeman Downs	0	1274
Bridgeman Downs	1	9227
Carseldine	0	1442
Carseldine	1	8402
Everton Park	0	1070
Everton Park	1	8974
McDowall	0	784
McDowall	1	7134
Aspley	0	1601
Aspley	1	11311
Chermside	0	2884
Chermside	1	8542
Chermside West	0	816
Chermside West	1	5795
Geebung	0	436
Geebung	1	4105
Kedron - Gordon Park	0	1707
Kedron - Gordon Park	1	12725
Stafford	0	933
Stafford	1	5984
Stafford Heights	0	696
Stafford Heights	1	6457
Wavell Heights	0	930
Wavell Heights	1	9414
Boondall	0	1292
Boondall	1	8304
Brisbane Airport	0	109
Brisbane Airport	1	16
Eagle Farm - Pinkenba	0	474
Eagle Farm - Pinkenba	1	1602
Northgate - Virginia	0	1058
Northgate - Virginia	1	6010
Nudgee - Banyo	0	1345
Nudgee - Banyo	1	9444
Nundah	0	2681
Nundah	1	10624
Bracken Ridge	0	2201
Bracken Ridge	1	15287
Brighton (Qld)	0	883
Brighton (Qld)	1	8781
Deagon	0	401
Deagon	1	3372
Sandgate - Shorncliffe	0	543
Sandgate - Shorncliffe	1	6283
Taigum - Fitzgibbon	0	2710
Taigum - Fitzgibbon	1	11387
Zillmere	0	2104
Zillmere	1	7219
Camp Hill	0	914
Camp Hill	1	11231
Cannon Hill	0	1043
Cannon Hill	1	5887
Carina	0	1332
Carina	1	10494
Carina Heights	0	920
Carina Heights	1	5964
Carindale	0	1925
Carindale	1	14579
Annerley	0	2168
Annerley	1	9767
Coorparoo	0	2665
Coorparoo	1	15145
Fairfield - Dutton Park	0	799
Fairfield - Dutton Park	1	4209
Greenslopes	0	1861
Greenslopes	1	8663
Holland Park	0	1037
Holland Park	1	7858
Holland Park West	0	875
Holland Park West	1	5544
Woolloongabba	0	2744
Woolloongabba	1	5853
Yeronga	0	1342
Yeronga	1	8858
Eight Mile Plains	0	4259
Eight Mile Plains	1	10927
Macgregor (Qld)	0	2007
Macgregor (Qld)	1	3972
Mansfield (Qld)	0	1302
Mansfield (Qld)	1	7578
Mount Gravatt	0	2359
Mount Gravatt	1	13514
Rochedale - Burbank	0	2680
Rochedale - Burbank	1	8340
Upper Mount Gravatt	0	2902
Upper Mount Gravatt	1	8086
Wishart	0	1959
Wishart	1	9485
Coopers Plains	0	1650
Coopers Plains	1	4054
Moorooka	0	1473
Moorooka	1	9352
Robertson	0	1619
Robertson	1	3251
Salisbury - Nathan	0	981
Salisbury - Nathan	1	6581
Tarragindi	0	811
Tarragindi	1	10133
Algester	0	2008
Algester	1	7012
Calamvale - Stretton	0	6161
Calamvale - Stretton	1	16684
Pallara - Willawong	0	2335
Pallara - Willawong	1	7885
Parkinson - Drewvale	0	3155
Parkinson - Drewvale	1	12940
Rocklea - Acacia Ridge	0	2243
Rocklea - Acacia Ridge	1	7468
Kuraby	0	1653
Kuraby	1	7372
Runcorn	0	4351
Runcorn	1	9695
Sunnybank	0	3220
Sunnybank	1	5813
Sunnybank Hills	0	5118
Sunnybank Hills	1	12967
Jindalee - Mount Ommaney	0	834
Jindalee - Mount Ommaney	1	6811
Middle Park - Jamboree Heights	0	849
Middle Park - Jamboree Heights	1	6237
Riverhills	0	494
Riverhills	1	3627
Seventeen Mile Rocks - Sinnamon Park	0	971
Seventeen Mile Rocks - Sinnamon Park	1	8745
Westlake	0	430
Westlake	1	4014
Bellbowrie - Moggill	0	1219
Bellbowrie - Moggill	1	9309
Brookfield - Kenmore Hills	0	735
Brookfield - Kenmore Hills	1	6285
Chapel Hill	0	1342
Chapel Hill	1	9389
Fig Tree Pocket	0	466
Fig Tree Pocket	1	3879
Kenmore	0	1189
Kenmore	1	8249
Pinjarra Hills - Pullenvale	0	622
Pinjarra Hills - Pullenvale	1	5051
Chelmer - Graceville	0	805
Chelmer - Graceville	1	7044
Corinda	0	658
Corinda	1	4663
Indooroopilly	0	3291
Indooroopilly	1	10139
Sherwood	0	791
Sherwood	1	5661
St Lucia	0	3600
St Lucia	1	8620
Taringa	0	1838
Taringa	1	7182
Enoggera	0	1189
Enoggera	1	7853
Enoggera Reservoir	0	5
Enoggera Reservoir	1	28
Keperra	0	758
Keperra	1	6658
Mitchelton	0	793
Mitchelton	1	8116
Mount Coot-tha	0	0
Mount Coot-tha	1	0
The Gap	0	1421
The Gap	1	15678
Upper Kedron - Ferny Grove	0	969
Upper Kedron - Ferny Grove	1	10712
Brisbane City	0	5594
Brisbane City	1	7716
Fortitude Valley	0	3288
Fortitude Valley	1	6224
Highgate Hill	0	1084
Highgate Hill	1	5288
Kangaroo Point	0	2419
Kangaroo Point	1	7342
New Farm	0	2319
New Farm	1	10135
South Brisbane	0	6350
South Brisbane	1	7893
Spring Hill	0	2955
Spring Hill	1	3905
West End	0	3694
West End	1	11259
Balmoral	0	558
Balmoral	1	3996
Bulimba	0	1045
Bulimba	1	6362
East Brisbane	0	1309
East Brisbane	1	4809
Hawthorne	0	545
Hawthorne	1	4588
Morningside - Seven Hills	0	2141
Morningside - Seven Hills	1	12167
Norman Park	0	678
Norman Park	1	6179
Albion	0	854
Albion	1	3451
Alderley	0	699
Alderley	1	5894
Ascot	0	882
Ascot	1	4887
Clayfield	0	1790
Clayfield	1	8964
Grange	0	376
Grange	1	4251
Hamilton (Qld)	0	1275
Hamilton (Qld)	1	5493
Hendra	0	494
Hendra	1	4455
Kelvin Grove - Herston	0	3022
Kelvin Grove - Herston	1	7143
Newmarket	0	844
Newmarket	1	4239
Newstead - Bowen Hills	0	4459
Newstead - Bowen Hills	1	13557
Wilston	0	351
Wilston	1	3680
Windsor	0	1234
Windsor	1	6744
Wooloowin - Lutwyche	0	1863
Wooloowin - Lutwyche	1	9162
Ashgrove	0	1150
Ashgrove	1	12566
Auchenflower	0	853
Auchenflower	1	4817
Bardon	0	816
Bardon	1	9527
Paddington - Milton	0	1866
Paddington - Milton	1	10331
Red Hill (Qld)	0	725
Red Hill (Qld)	1	5250
Toowong	0	2722
Toowong	1	9706
Brinsmead	0	589
Brinsmead	1	4948
Clifton Beach - Kewarra Beach	0	1874
Clifton Beach - Kewarra Beach	1	9915
Freshwater - Stratford	0	406
Freshwater - Stratford	1	3336
Redlynch	0	1700
Redlynch	1	12084
Trinity Beach - Smithfield	0	2726
Trinity Beach - Smithfield	1	14065
Yorkeys Knob - Machans Beach	0	1002
Yorkeys Knob - Machans Beach	1	5131
Bentley Park	0	1099
Bentley Park	1	7261
Cairns City	0	5072
Cairns City	1	7495
Earlville - Bayview Heights	0	1125
Earlville - Bayview Heights	1	7251
Edmonton	0	1679
Edmonton	1	9730
Gordonvale - Trinity	0	1205
Gordonvale - Trinity	1	8633
Kanimbla - Mooroobool	0	1521
Kanimbla - Mooroobool	1	8442
Lamb Range	0	0
Lamb Range	1	7
Manoora	0	1449
Manoora	1	4726
Manunda	0	1251
Manunda	1	3940
Mount Sheridan	0	1067
Mount Sheridan	1	7611
Westcourt - Bungalow	0	1762
Westcourt - Bungalow	1	4757
White Rock	0	851
White Rock	1	4067
Whitfield - Edge Hill	0	1104
Whitfield - Edge Hill	1	7249
Woree	0	1068
Woree	1	4059
Babinda	0	597
Babinda	1	3971
Innisfail	0	1542
Innisfail	1	7715
Johnstone	0	1129
Johnstone	1	6873
Tully	0	1742
Tully	1	9257
Wooroonooran	0	0
Wooroonooran	1	4
Yarrabah	0	66
Yarrabah	1	2439
Daintree	0	989
Daintree	1	5685
Port Douglas	0	1532
Port Douglas	1	4050
Atherton	0	1627
Atherton	1	9998
Herberton	0	858
Herberton	1	4664
Kuranda	0	811
Kuranda	1	4015
Malanda - Yungaburra	0	1102
Malanda - Yungaburra	1	7993
Mareeba	0	1944
Mareeba	1	9881
Balonne	0	549
Balonne	1	3771
Chinchilla	0	1502
Chinchilla	1	7273
Goondiwindi	0	713
Goondiwindi	1	5517
Inglewood - Waggamba	0	475
Inglewood - Waggamba	1	3590
Miles - Wandoan	0	741
Miles - Wandoan	1	3439
Roma	0	1086
Roma	1	5752
Roma Surrounds	0	742
Roma Surrounds	1	5247
Tara	0	560
Tara	1	3291
Crows Nest - Rosalie	0	1086
Crows Nest - Rosalie	1	8089
Jondaryan	0	855
Jondaryan	1	6807
Millmerran	0	518
Millmerran	1	2705
Pittsworth	0	648
Pittsworth	1	5143
Wambo	0	1821
Wambo	1	15194
Clifton - Greenmount	0	457
Clifton - Greenmount	1	4652
Southern Downs - East	0	404
Southern Downs - East	1	3956
Southern Downs - West	0	555
Southern Downs - West	1	4436
Stanthorpe	0	616
Stanthorpe	1	4670
Stanthorpe Surrounds	0	857
Stanthorpe Surrounds	1	5390
Warwick	0	1583
Warwick	1	13942
Central Highlands - East	0	1251
Central Highlands - East	1	5905
Central Highlands - West	0	1395
Central Highlands - West	1	6221
Emerald	0	2456
Emerald	1	11633
Berserker	0	972
Berserker	1	6052
Bouldercombe	0	267
Bouldercombe	1	1681
Emu Park	0	704
Emu Park	1	5094
Frenchville - Mount Archer	0	857
Frenchville - Mount Archer	1	8202
Glenlee - Rockyview	0	1108
Glenlee - Rockyview	1	4116
Gracemere	0	1242
Gracemere	1	11137
Lakes Creek	0	708
Lakes Creek	1	4172
Mount Morgan	0	492
Mount Morgan	1	2453
Norman Gardens	0	1340
Norman Gardens	1	9369
Park Avenue	0	582
Park Avenue	1	4710
Parkhurst - Kawana	0	859
Parkhurst - Kawana	1	6618
Rockhampton - West	0	525
Rockhampton - West	1	5378
Rockhampton City	0	515
Rockhampton City	1	2849
Rockhampton Surrounds - East	0	381
Rockhampton Surrounds - East	1	3126
Rockhampton Surrounds - North	0	691
Rockhampton Surrounds - North	1	3907
Rockhampton Surrounds - West	0	421
Rockhampton Surrounds - West	1	2581
Shoalwater Bay	0	6
Shoalwater Bay	1	16
The Range - Allenstown	0	1026
The Range - Allenstown	1	6963
Yeppoon	0	2345
Yeppoon	1	17899
Banana	0	1203
Banana	1	7614
Biloela	0	1198
Biloela	1	4496
Agnes Water - Miriam Vale	0	1101
Agnes Water - Miriam Vale	1	5706
Boyne Island - Tannum Sands	0	1133
Boyne Island - Tannum Sands	1	8930
Callemondah	0	-5
Callemondah	1	35
Clinton - New Auckland	0	1637
Clinton - New Auckland	1	12524
Gladstone	0	1139
Gladstone	1	5035
Gladstone Hinterland	0	1219
Gladstone Hinterland	1	10310
Kin Kora - Sun Valley	0	356
Kin Kora - Sun Valley	1	3177
South Trees	0	0
South Trees	1	0
Telina - Toolooa	0	802
Telina - Toolooa	1	5585
West Gladstone	0	624
West Gladstone	1	4208
Broadbeach Waters	0	1458
Broadbeach Waters	1	6706
Burleigh Heads	0	1705
Burleigh Heads	1	7471
Burleigh Waters	0	1916
Burleigh Waters	1	12497
Mermaid Beach - Broadbeach	0	3508
Mermaid Beach - Broadbeach	1	10489
Mermaid Waters	0	2327
Mermaid Waters	1	10878
Miami	0	1256
Miami	1	6189
Coolangatta	0	1136
Coolangatta	1	5355
Currumbin - Tugun	0	1760
Currumbin - Tugun	1	10579
Currumbin Waters	0	1002
Currumbin Waters	1	8795
Elanora	0	1325
Elanora	1	11214
Palm Beach	0	2166
Palm Beach	1	14183
Arundel	0	2224
Arundel	1	8947
Biggera Waters	0	2455
Biggera Waters	1	7518
Coombabah	0	1859
Coombabah	1	8439
Labrador	0	4172
Labrador	1	14471
Paradise Point - Hollywell	0	1505
Paradise Point - Hollywell	1	8486
Runaway Bay	0	1395
Runaway Bay	1	7913
Guanaba - Springbrook	0	640
Guanaba - Springbrook	1	3780
Tamborine - Canungra	0	1985
Tamborine - Canungra	1	13707
Currumbin Valley - Tallebudgera	0	804
Currumbin Valley - Tallebudgera	1	6870
Mudgeeraba - Bonogin	0	2526
Mudgeeraba - Bonogin	1	17026
Reedy Creek - Andrews	0	1269
Reedy Creek - Andrews	1	7541
Carrara	0	2013
Carrara	1	11134
Highland Park	0	1257
Highland Park	1	7176
Nerang - Mount Nathan	0	3472
Nerang - Mount Nathan	1	17788
Pacific Pines - Gaven	0	3571
Pacific Pines - Gaven	1	14737
Worongary - Tallai	0	1087
Worongary - Tallai	1	7455
Coomera	0	5136
Coomera	1	15089
Helensvale	0	3237
Helensvale	1	15712
Hope Island	0	2959
Hope Island	1	11706
Jacobs Well - Alberton	0	556
Jacobs Well - Alberton	1	4051
Oxenford - Maudsland	0	2880
Oxenford - Maudsland	1	15040
Ormeau (East) - Stapylton	0	1947
Ormeau (East) - Stapylton	1	8734
Ormeau (West) - Yatala	0	1658
Ormeau (West) - Yatala	1	10221
Pimpama - North	0	2319
Pimpama - North	1	7591
Pimpama - South	0	3045
Pimpama - South	1	7446
Upper Coomera (South) - Wongawallan	0	1921
Upper Coomera (South) - Wongawallan	1	9499
Upper Coomera - North	0	4580
Upper Coomera - North	1	15707
Willow Vale - Pimpama (West)	0	1427
Willow Vale - Pimpama (West)	1	5600
Clear Island Waters	0	727
Clear Island Waters	1	3668
Merrimac	0	1425
Merrimac	1	5785
Varsity Lakes	0	3385
Varsity Lakes	1	13254
Robina - East	0	2875
Robina - East	1	13986
Robina - West	0	1768
Robina - West	1	7036
Ashmore	0	2582
Ashmore	1	9833
Molendinar	0	1387
Molendinar	1	5063
Parkwood	0	1747
Parkwood	1	7090
Southport - North	0	5834
Southport - North	1	12057
Southport - South	0	4778
Southport - South	1	14115
Benowa	0	1955
Benowa	1	7934
Bundall	0	875
Bundall	1	4020
Main Beach	0	854
Main Beach	1	3144
Surfers Paradise - North	0	4297
Surfers Paradise - North	1	7907
Surfers Paradise - South	0	5468
Surfers Paradise - South	1	8742
Darra - Sumner	0	837
Darra - Sumner	1	3862
Durack	0	1717
Durack	1	6537
Inala - Richlands	0	5435
Inala - Richlands	1	14456
Oxley (Qld)	0	1136
Oxley (Qld)	1	7442
Wacol	0	3920
Wacol	1	2300
Doolandella	0	1941
Doolandella	1	6657
Forest Lake - Ellen Grove	0	4094
Forest Lake - Ellen Grove	1	18384
Boonah	0	1221
Boonah	1	11396
Esk	0	410
Esk	1	4642
Lake Manchester - England Creek	0	0
Lake Manchester - England Creek	1	0
Lockyer Valley - East	0	2338
Lockyer Valley - East	1	18870
Lowood	0	1379
Lowood	1	12818
Rosewood	0	2447
Rosewood	1	11770
Brassall	0	1276
Brassall	1	10839
Bundamba	0	1393
Bundamba	1	7941
Churchill - Yamanto	0	543
Churchill - Yamanto	1	6274
Ipswich - Central	0	748
Ipswich - Central	1	5967
Ipswich - East	0	2064
Ipswich - East	1	15911
Ipswich - North	0	287
Ipswich - North	1	4274
Karalee - Barellan Point	0	567
Karalee - Barellan Point	1	6127
Karana Downs	0	516
Karana Downs	1	5516
Leichhardt - One Mile	0	904
Leichhardt - One Mile	1	7364
North Ipswich - Tivoli	0	643
North Ipswich - Tivoli	1	5773
Raceview	0	1332
Raceview	1	13822
Ripley	0	1659
Ripley	1	11115
Riverview	0	658
Riverview	1	2409
Camira - Gailes	0	1376
Camira - Gailes	1	7873
Carole Park	0	3
Carole Park	1	5
Collingwood Park - Redbank	0	2582
Collingwood Park - Redbank	1	9104
Goodna	0	2816
Goodna	1	8069
New Chum	0	3
New Chum	1	0
