SA3_NAME16	IndigenousStatus	persons
Burnie - Ulverstone	Both Aboriginal & Torres Strait Islander	150
Burnie - Ulverstone	Non-indigenous	45705
Burnie - Ulverstone	Torres Strait Islander	129
Devonport	Aboriginal	3056
Devonport	Both Aboriginal & Torres Strait Islander	140
Devonport	Non-indigenous	44950
Devonport	Torres Strait Islander	147
West Coast	Aboriginal	1949
West Coast	Both Aboriginal & Torres Strait Islander	78
West Coast	Non-indigenous	15739
West Coast	Torres Strait Islander	75
Migratory - Offshore - Shipping (Tas.)	Non-indigenous	19
No usual address (Tas.)	Aboriginal	143
No usual address (Tas.)	Both Aboriginal & Torres Strait Islander	5
No usual address (Tas.)	Non-indigenous	1229
Darwin City	Aboriginal	1272
Darwin City	Both Aboriginal & Torres Strait Islander	99
Darwin City	Non-indigenous	25601
Darwin City	Torres Strait Islander	72
Darwin Suburbs	Aboriginal	4758
Darwin Suburbs	Both Aboriginal & Torres Strait Islander	776
Darwin Suburbs	Non-indigenous	48981
Darwin Suburbs	Torres Strait Islander	186
Litchfield	Aboriginal	2371
Litchfield	Both Aboriginal & Torres Strait Islander	136
Litchfield	Non-indigenous	18384
Litchfield	Torres Strait Islander	92
Palmerston	Aboriginal	4236
Palmerston	Both Aboriginal & Torres Strait Islander	392
Palmerston	Non-indigenous	32396
Palmerston	Torres Strait Islander	152
Alice Springs	Aboriginal	13396
Alice Springs	Both Aboriginal & Torres Strait Islander	140
Alice Springs	Non-indigenous	22882
Alice Springs	Torres Strait Islander	53
Barkly	Aboriginal	3272
Barkly	Both Aboriginal & Torres Strait Islander	16
Barkly	Non-indigenous	1992
Barkly	Torres Strait Islander	7
Daly - Tiwi - West Arnhem	Aboriginal	10754
Daly - Tiwi - West Arnhem	Both Aboriginal & Torres Strait Islander	81
Daly - Tiwi - West Arnhem	Non-indigenous	4932
Daly - Tiwi - West Arnhem	Torres Strait Islander	38
East Arnhem	Aboriginal	8122
East Arnhem	Both Aboriginal & Torres Strait Islander	82
East Arnhem	Non-indigenous	4567
East Arnhem	Torres Strait Islander	27
Katherine	Aboriginal	9118
Katherine	Both Aboriginal & Torres Strait Islander	121
Katherine	Non-indigenous	9447
Katherine	Torres Strait Islander	53
Migratory - Offshore - Shipping (NT)	Aboriginal	8
Migratory - Offshore - Shipping (NT)	Non-indigenous	91
No usual address (NT)	Aboriginal	1247
No usual address (NT)	Both Aboriginal & Torres Strait Islander	7
No usual address (NT)	Non-indigenous	2228
No usual address (NT)	Torres Strait Islander	18
Belconnen	Aboriginal	2116
Belconnen	Both Aboriginal & Torres Strait Islander	56
Belconnen	Non-indigenous	103854
Belconnen	Torres Strait Islander	35
Canberra East	Aboriginal	131
Canberra East	Both Aboriginal & Torres Strait Islander	3
Canberra East	Non-indigenous	1795
Canberra East	Torres Strait Islander	5
Gungahlin	Aboriginal	1363
Gungahlin	Both Aboriginal & Torres Strait Islander	43
Gungahlin	Non-indigenous	86245
Gungahlin	Torres Strait Islander	31
North Canberra	Aboriginal	784
North Canberra	Both Aboriginal & Torres Strait Islander	36
North Canberra	Non-indigenous	60338
North Canberra	Torres Strait Islander	30
South Canberra	Aboriginal	389
South Canberra	Both Aboriginal & Torres Strait Islander	20
South Canberra	Non-indigenous	31169
South Canberra	Torres Strait Islander	14
Tuggeranong	Aboriginal	2578
Tuggeranong	Both Aboriginal & Torres Strait Islander	87
Tuggeranong	Non-indigenous	86734
Tuggeranong	Torres Strait Islander	62
Weston Creek	Aboriginal	393
Weston Creek	Both Aboriginal & Torres Strait Islander	26
Weston Creek	Non-indigenous	24193
Weston Creek	Torres Strait Islander	18
Woden Valley	Aboriginal	504
Woden Valley	Both Aboriginal & Torres Strait Islander	27
Woden Valley	Non-indigenous	38732
Woden Valley	Torres Strait Islander	16
Molonglo	Aboriginal	112
Molonglo	Both Aboriginal & Torres Strait Islander	8
Molonglo	Non-indigenous	11306
Molonglo	Torres Strait Islander	9
Uriarra - Namadgi	Aboriginal	18
Uriarra - Namadgi	Non-indigenous	603
Uriarra - Namadgi	Torres Strait Islander	4
No usual address (ACT)	Aboriginal	41
No usual address (ACT)	Non-indigenous	564
Christmas Island	Aboriginal	9
Christmas Island	Non-indigenous	1683
Cocos (Keeling) Islands	Non-indigenous	593
Jervis Bay	Aboriginal	183
Jervis Bay	Both Aboriginal & Torres Strait Islander	5
Jervis Bay	Non-indigenous	122
Norfolk Island	Aboriginal	17
Norfolk Island	Non-indigenous	2171
No usual address (OT)	Non-indigenous	7
No usual address (OT)	Torres Strait Islander	4
