SED_NAME16	IndigenousStatus	persons
Reynell	Both Aboriginal & Torres Strait Islander	31
Reynell	Non-indigenous	34636
Reynell	Torres Strait Islander	28
Schubert	Aboriginal	402
Schubert	Both Aboriginal & Torres Strait Islander	10
Schubert	Non-indigenous	37012
Schubert	Torres Strait Islander	18
Stuart	Aboriginal	3270
Stuart	Both Aboriginal & Torres Strait Islander	80
Stuart	Non-indigenous	31563
Stuart	Torres Strait Islander	42
Taylor	Aboriginal	1767
Taylor	Both Aboriginal & Torres Strait Islander	65
Taylor	Non-indigenous	40049
Taylor	Torres Strait Islander	58
Torrens	Aboriginal	683
Torrens	Both Aboriginal & Torres Strait Islander	16
Torrens	Non-indigenous	42014
Torrens	Torres Strait Islander	22
Unley	Aboriginal	134
Unley	Both Aboriginal & Torres Strait Islander	3
Unley	Non-indigenous	37761
Unley	Torres Strait Islander	3
Waite	Aboriginal	200
Waite	Both Aboriginal & Torres Strait Islander	8
Waite	Non-indigenous	36800
Waite	Torres Strait Islander	10
West Torrens	Aboriginal	486
West Torrens	Both Aboriginal & Torres Strait Islander	13
West Torrens	Non-indigenous	36354
West Torrens	Torres Strait Islander	21
Wright	Aboriginal	535
Wright	Both Aboriginal & Torres Strait Islander	12
Wright	Non-indigenous	35452
Wright	Torres Strait Islander	16
No usual address (SA)	Aboriginal	376
No usual address (SA)	Both Aboriginal & Torres Strait Islander	6
No usual address (SA)	Non-indigenous	2995
Migratory - Offshore - Shipping (SA)	Non-indigenous	12
Albany (South West)	Aboriginal	1433
Albany (South West)	Both Aboriginal & Torres Strait Islander	18
Albany (South West)	Non-indigenous	37291
Albany (South West)	Torres Strait Islander	21
Armadale (East Metropolitan)	Aboriginal	2182
Armadale (East Metropolitan)	Both Aboriginal & Torres Strait Islander	52
Armadale (East Metropolitan)	Non-indigenous	48613
Armadale (East Metropolitan)	Torres Strait Islander	41
Balcatta (North Metropolitan)	Aboriginal	492
Balcatta (North Metropolitan)	Both Aboriginal & Torres Strait Islander	6
Balcatta (North Metropolitan)	Non-indigenous	44788
Balcatta (North Metropolitan)	Torres Strait Islander	9
Baldivis (South Metropolitan)	Aboriginal	1373
Baldivis (South Metropolitan)	Both Aboriginal & Torres Strait Islander	68
Baldivis (South Metropolitan)	Non-indigenous	55877
Baldivis (South Metropolitan)	Torres Strait Islander	26
Bassendean (East Metropolitan)	Aboriginal	1263
Bassendean (East Metropolitan)	Both Aboriginal & Torres Strait Islander	56
Bassendean (East Metropolitan)	Non-indigenous	41862
Bassendean (East Metropolitan)	Torres Strait Islander	36
Bateman (South Metropolitan)	Aboriginal	280
Bateman (South Metropolitan)	Both Aboriginal & Torres Strait Islander	7
Bateman (South Metropolitan)	Non-indigenous	43896
Bateman (South Metropolitan)	Torres Strait Islander	12
Belmont (East Metropolitan)	Aboriginal	1193
Belmont (East Metropolitan)	Both Aboriginal & Torres Strait Islander	26
Belmont (East Metropolitan)	Non-indigenous	47158
Belmont (East Metropolitan)	Torres Strait Islander	34
Bicton (South Metropolitan)	Aboriginal	322
Bicton (South Metropolitan)	Both Aboriginal & Torres Strait Islander	17
Bicton (South Metropolitan)	Non-indigenous	38875
Bicton (South Metropolitan)	Torres Strait Islander	9
Bunbury (South West)	Aboriginal	1676
Bunbury (South West)	Both Aboriginal & Torres Strait Islander	45
Bunbury (South West)	Non-indigenous	42505
Bunbury (South West)	Torres Strait Islander	16
Burns Beach (North Metropolitan)	Aboriginal	678
Burns Beach (North Metropolitan)	Both Aboriginal & Torres Strait Islander	21
Burns Beach (North Metropolitan)	Non-indigenous	44875
Burns Beach (North Metropolitan)	Torres Strait Islander	20
Butler (North Metropolitan)	Aboriginal	1253
Butler (North Metropolitan)	Both Aboriginal & Torres Strait Islander	36
Butler (North Metropolitan)	Non-indigenous	55136
Butler (North Metropolitan)	Torres Strait Islander	56
Cannington (South Metropolitan)	Aboriginal	935
Cannington (South Metropolitan)	Both Aboriginal & Torres Strait Islander	25
Cannington (South Metropolitan)	Non-indigenous	51939
Cannington (South Metropolitan)	Torres Strait Islander	17
Carine (North Metropolitan)	Aboriginal	251
Carine (North Metropolitan)	Both Aboriginal & Torres Strait Islander	3
Carine (North Metropolitan)	Non-indigenous	42232
Carine (North Metropolitan)	Torres Strait Islander	8
Central Wheatbelt (Agricultural)	Aboriginal	1883
Central Wheatbelt (Agricultural)	Both Aboriginal & Torres Strait Islander	13
Central Wheatbelt (Agricultural)	Non-indigenous	35538
Central Wheatbelt (Agricultural)	Torres Strait Islander	19
Churchlands (North Metropolitan)	Aboriginal	273
Churchlands (North Metropolitan)	Both Aboriginal & Torres Strait Islander	4
Churchlands (North Metropolitan)	Non-indigenous	44072
Churchlands (North Metropolitan)	Torres Strait Islander	10
Cockburn (South Metropolitan)	Aboriginal	861
Cockburn (South Metropolitan)	Both Aboriginal & Torres Strait Islander	10
Cockburn (South Metropolitan)	Non-indigenous	47281
Cockburn (South Metropolitan)	Torres Strait Islander	12
Collie-Preston (South West)	Aboriginal	1275
Collie-Preston (South West)	Both Aboriginal & Torres Strait Islander	35
Collie-Preston (South West)	Non-indigenous	43126
Collie-Preston (South West)	Torres Strait Islander	15
Cottesloe (North Metropolitan)	Aboriginal	320
Cottesloe (North Metropolitan)	Both Aboriginal & Torres Strait Islander	5
Cottesloe (North Metropolitan)	Non-indigenous	43796
Cottesloe (North Metropolitan)	Torres Strait Islander	7
Darling Range (East Metropolitan)	Aboriginal	1073
Darling Range (East Metropolitan)	Both Aboriginal & Torres Strait Islander	36
Darling Range (East Metropolitan)	Non-indigenous	46619
Darling Range (East Metropolitan)	Torres Strait Islander	24
Dawesville (South West)	Aboriginal	905
Dawesville (South West)	Both Aboriginal & Torres Strait Islander	31
Dawesville (South West)	Non-indigenous	41793
Dawesville (South West)	Torres Strait Islander	26
Forrestfield (East Metropolitan)	Aboriginal	1282
Forrestfield (East Metropolitan)	Both Aboriginal & Torres Strait Islander	29
Forrestfield (East Metropolitan)	Non-indigenous	41044
Forrestfield (East Metropolitan)	Torres Strait Islander	16
Fremantle (South Metropolitan)	Aboriginal	868
Fremantle (South Metropolitan)	Both Aboriginal & Torres Strait Islander	22
Fremantle (South Metropolitan)	Non-indigenous	42964
Fremantle (South Metropolitan)	Torres Strait Islander	16
Geraldton (Agricultural)	Aboriginal	3635
Geraldton (Agricultural)	Both Aboriginal & Torres Strait Islander	52
Geraldton (Agricultural)	Non-indigenous	35227
Geraldton (Agricultural)	Torres Strait Islander	26
Hillarys (North Metropolitan)	Aboriginal	376
Hillarys (North Metropolitan)	Non-indigenous	41477
Hillarys (North Metropolitan)	Torres Strait Islander	13
Jandakot (South Metropolitan)	Aboriginal	855
Jandakot (South Metropolitan)	Both Aboriginal & Torres Strait Islander	26
Jandakot (South Metropolitan)	Non-indigenous	56318
Jandakot (South Metropolitan)	Torres Strait Islander	4
Joondalup (North Metropolitan)	Aboriginal	358
Joondalup (North Metropolitan)	Both Aboriginal & Torres Strait Islander	27
Joondalup (North Metropolitan)	Non-indigenous	40735
Joondalup (North Metropolitan)	Torres Strait Islander	17
Kalamunda (East Metropolitan)	Aboriginal	503
Kalamunda (East Metropolitan)	Both Aboriginal & Torres Strait Islander	3
Kalamunda (East Metropolitan)	Non-indigenous	38962
Kalamunda (East Metropolitan)	Torres Strait Islander	14
Kalgoorlie (Mining and Pastoral)	Aboriginal	3104
Kalgoorlie (Mining and Pastoral)	Both Aboriginal & Torres Strait Islander	81
Kalgoorlie (Mining and Pastoral)	Non-indigenous	33666
Kalgoorlie (Mining and Pastoral)	Torres Strait Islander	55
Kimberley (Mining and Pastoral)	Aboriginal	14263
Kimberley (Mining and Pastoral)	Both Aboriginal & Torres Strait Islander	312
Kimberley (Mining and Pastoral)	Non-indigenous	20706
Kimberley (Mining and Pastoral)	Torres Strait Islander	71
Kingsley (North Metropolitan)	Aboriginal	358
Kingsley (North Metropolitan)	Both Aboriginal & Torres Strait Islander	16
Kingsley (North Metropolitan)	Non-indigenous	41326
Kingsley (North Metropolitan)	Torres Strait Islander	11
Kwinana (South Metropolitan)	Aboriginal	1832
Kwinana (South Metropolitan)	Both Aboriginal & Torres Strait Islander	71
Kwinana (South Metropolitan)	Non-indigenous	47779
Kwinana (South Metropolitan)	Torres Strait Islander	23
Landsdale (North Metropolitan)	Aboriginal	457
Landsdale (North Metropolitan)	Both Aboriginal & Torres Strait Islander	16
Landsdale (North Metropolitan)	Non-indigenous	48106
Landsdale (North Metropolitan)	Torres Strait Islander	19
Mandurah (South West)	Aboriginal	1576
Mandurah (South West)	Both Aboriginal & Torres Strait Islander	22
Mandurah (South West)	Non-indigenous	44557
Mandurah (South West)	Torres Strait Islander	40
Maylands (East Metropolitan)	Aboriginal	571
Maylands (East Metropolitan)	Both Aboriginal & Torres Strait Islander	20
Maylands (East Metropolitan)	Non-indigenous	42831
Maylands (East Metropolitan)	Torres Strait Islander	27
Midland (East Metropolitan)	Aboriginal	2043
Midland (East Metropolitan)	Both Aboriginal & Torres Strait Islander	25
Midland (East Metropolitan)	Non-indigenous	44797
Midland (East Metropolitan)	Torres Strait Islander	35
Mirrabooka (East Metropolitan)	Aboriginal	1401
Mirrabooka (East Metropolitan)	Both Aboriginal & Torres Strait Islander	31
Mirrabooka (East Metropolitan)	Non-indigenous	46658
Mirrabooka (East Metropolitan)	Torres Strait Islander	31
Moore (Agricultural)	Aboriginal	1720
Moore (Agricultural)	Both Aboriginal & Torres Strait Islander	19
Moore (Agricultural)	Non-indigenous	36562
Moore (Agricultural)	Torres Strait Islander	14
Morley (East Metropolitan)	Aboriginal	683
Morley (East Metropolitan)	Both Aboriginal & Torres Strait Islander	29
Morley (East Metropolitan)	Non-indigenous	44702
Morley (East Metropolitan)	Torres Strait Islander	12
Mount Lawley (East Metropolitan)	Aboriginal	351
Mount Lawley (East Metropolitan)	Both Aboriginal & Torres Strait Islander	17
Mount Lawley (East Metropolitan)	Non-indigenous	42003
Mount Lawley (East Metropolitan)	Torres Strait Islander	6
Murray-Wellington (South West)	Aboriginal	1247
Murray-Wellington (South West)	Both Aboriginal & Torres Strait Islander	14
Murray-Wellington (South West)	Non-indigenous	42108
Murray-Wellington (South West)	Torres Strait Islander	22
Nedlands (North Metropolitan)	Aboriginal	323
Nedlands (North Metropolitan)	Both Aboriginal & Torres Strait Islander	9
Nedlands (North Metropolitan)	Non-indigenous	46329
Nedlands (North Metropolitan)	Torres Strait Islander	15
North West Central (Mining and Pastoral)	Aboriginal	3795
North West Central (Mining and Pastoral)	Both Aboriginal & Torres Strait Islander	46
North West Central (Mining and Pastoral)	Non-indigenous	18993
North West Central (Mining and Pastoral)	Torres Strait Islander	41
Perth (North Metropolitan)	Aboriginal	495
Perth (North Metropolitan)	Both Aboriginal & Torres Strait Islander	13
Perth (North Metropolitan)	Non-indigenous	53131
Perth (North Metropolitan)	Torres Strait Islander	12
Pilbara (Mining and Pastoral)	Aboriginal	6431
Pilbara (Mining and Pastoral)	Both Aboriginal & Torres Strait Islander	312
Pilbara (Mining and Pastoral)	Non-indigenous	40411
Pilbara (Mining and Pastoral)	Torres Strait Islander	273
Riverton (South Metropolitan)	Aboriginal	202
Riverton (South Metropolitan)	Both Aboriginal & Torres Strait Islander	3
Riverton (South Metropolitan)	Non-indigenous	45698
Riverton (South Metropolitan)	Torres Strait Islander	5
Rockingham (South Metropolitan)	Aboriginal	939
Rockingham (South Metropolitan)	Both Aboriginal & Torres Strait Islander	35
Rockingham (South Metropolitan)	Non-indigenous	39836
Rockingham (South Metropolitan)	Torres Strait Islander	51
Roe (Agricultural)	Aboriginal	1801
Roe (Agricultural)	Both Aboriginal & Torres Strait Islander	27
Roe (Agricultural)	Non-indigenous	35800
Roe (Agricultural)	Torres Strait Islander	34
Scarborough (North Metropolitan)	Aboriginal	374
Scarborough (North Metropolitan)	Both Aboriginal & Torres Strait Islander	5
Scarborough (North Metropolitan)	Non-indigenous	45369
Scarborough (North Metropolitan)	Torres Strait Islander	5
South Perth (South Metropolitan)	Aboriginal	596
South Perth (South Metropolitan)	Both Aboriginal & Torres Strait Islander	25
South Perth (South Metropolitan)	Non-indigenous	42606
South Perth (South Metropolitan)	Torres Strait Islander	13
Southern River (South Metropolitan)	Aboriginal	977
Southern River (South Metropolitan)	Both Aboriginal & Torres Strait Islander	17
Southern River (South Metropolitan)	Non-indigenous	50182
Southern River (South Metropolitan)	Torres Strait Islander	17
Swan Hills (East Metropolitan)	Aboriginal	1838
Swan Hills (East Metropolitan)	Both Aboriginal & Torres Strait Islander	47
Swan Hills (East Metropolitan)	Non-indigenous	47749
Swan Hills (East Metropolitan)	Torres Strait Islander	58
Thornlie (East Metropolitan)	Aboriginal	1293
Thornlie (East Metropolitan)	Both Aboriginal & Torres Strait Islander	17
Thornlie (East Metropolitan)	Non-indigenous	47170
Thornlie (East Metropolitan)	Torres Strait Islander	20
Vasse (South West)	Aboriginal	813
Vasse (South West)	Both Aboriginal & Torres Strait Islander	16
Vasse (South West)	Non-indigenous	43491
Vasse (South West)	Torres Strait Islander	13
Victoria Park (South Metropolitan)	Aboriginal	1024
Victoria Park (South Metropolitan)	Both Aboriginal & Torres Strait Islander	23
Victoria Park (South Metropolitan)	Non-indigenous	47550
Victoria Park (South Metropolitan)	Torres Strait Islander	25
Wanneroo (North Metropolitan)	Aboriginal	665
Wanneroo (North Metropolitan)	Both Aboriginal & Torres Strait Islander	14
Wanneroo (North Metropolitan)	Non-indigenous	48761
Wanneroo (North Metropolitan)	Torres Strait Islander	30
Warnbro (South Metropolitan)	Aboriginal	1354
Warnbro (South Metropolitan)	Both Aboriginal & Torres Strait Islander	24
Warnbro (South Metropolitan)	Non-indigenous	47830
Warnbro (South Metropolitan)	Torres Strait Islander	23
Warren-Blackwood (South West)	Aboriginal	884
Warren-Blackwood (South West)	Both Aboriginal & Torres Strait Islander	3
Warren-Blackwood (South West)	Non-indigenous	42519
Warren-Blackwood (South West)	Torres Strait Islander	37
West Swan (East Metropolitan)	Aboriginal	1396
West Swan (East Metropolitan)	Both Aboriginal & Torres Strait Islander	42
West Swan (East Metropolitan)	Non-indigenous	51510
West Swan (East Metropolitan)	Torres Strait Islander	25
Willagee (South Metropolitan)	Aboriginal	907
Willagee (South Metropolitan)	Both Aboriginal & Torres Strait Islander	14
Willagee (South Metropolitan)	Non-indigenous	39550
Willagee (South Metropolitan)	Torres Strait Islander	13
No usual address (WA)	Aboriginal	1464
No usual address (WA)	Both Aboriginal & Torres Strait Islander	19
No usual address (WA)	Non-indigenous	6561
No usual address (WA)	Torres Strait Islander	11
Migratory - Offshore - Shipping (WA)	Aboriginal	9
Migratory - Offshore - Shipping (WA)	Non-indigenous	505
Bass (Launceston)	Aboriginal	651
Bass (Launceston)	Both Aboriginal & Torres Strait Islander	22
Bass (Launceston)	Non-indigenous	23698
Bass (Launceston)	Torres Strait Islander	26
Bass (McIntyre)	Aboriginal	398
Bass (McIntyre)	Both Aboriginal & Torres Strait Islander	12
Bass (McIntyre)	Non-indigenous	7322
Bass (McIntyre)	Torres Strait Islander	13
Bass (Rosevears)	Aboriginal	981
Bass (Rosevears)	Both Aboriginal & Torres Strait Islander	46
Bass (Rosevears)	Non-indigenous	36546
Bass (Rosevears)	Torres Strait Islander	36
Bass (Windermere)	Aboriginal	1968
Bass (Windermere)	Both Aboriginal & Torres Strait Islander	93
Bass (Windermere)	Non-indigenous	38046
Bass (Windermere)	Torres Strait Islander	113
Braddon (Mersey)	Aboriginal	2502
Braddon (Mersey)	Both Aboriginal & Torres Strait Islander	108
Braddon (Mersey)	Non-indigenous	35786
Braddon (Mersey)	Torres Strait Islander	126
Braddon (Montgomery)	Aboriginal	2559
Braddon (Montgomery)	Both Aboriginal & Torres Strait Islander	86
Braddon (Montgomery)	Non-indigenous	29756
Braddon (Montgomery)	Torres Strait Islander	92
Braddon (Murchison)	Aboriginal	3631
Braddon (Murchison)	Both Aboriginal & Torres Strait Islander	147
Braddon (Murchison)	Non-indigenous	34648
Braddon (Murchison)	Torres Strait Islander	110
Clark (Derwent)	Aboriginal	921
Clark (Derwent)	Both Aboriginal & Torres Strait Islander	52
Clark (Derwent)	Non-indigenous	15324
Clark (Derwent)	Torres Strait Islander	54
Clark (Elwick)	Aboriginal	1625
Clark (Elwick)	Both Aboriginal & Torres Strait Islander	79
Clark (Elwick)	Non-indigenous	35510
Clark (Elwick)	Torres Strait Islander	64
Clark (Hobart)	Aboriginal	601
Clark (Hobart)	Both Aboriginal & Torres Strait Islander	13
Clark (Hobart)	Non-indigenous	35951
Clark (Hobart)	Torres Strait Islander	21
Clark (Huon)	Aboriginal	12
Clark (Huon)	Non-indigenous	341
Clark (Nelson)	Aboriginal	260
Clark (Nelson)	Both Aboriginal & Torres Strait Islander	3
Clark (Nelson)	Non-indigenous	20909
Clark (Nelson)	Torres Strait Islander	3
Franklin (Huon)	Aboriginal	2609
Franklin (Huon)	Both Aboriginal & Torres Strait Islander	58
Franklin (Huon)	Non-indigenous	33491
Franklin (Huon)	Torres Strait Islander	72
Franklin (Nelson)	Aboriginal	573
Franklin (Nelson)	Both Aboriginal & Torres Strait Islander	31
Franklin (Nelson)	Non-indigenous	15233
Franklin (Nelson)	Torres Strait Islander	13
Franklin (Pembroke)	Aboriginal	889
Franklin (Pembroke)	Both Aboriginal & Torres Strait Islander	45
Franklin (Pembroke)	Non-indigenous	31299
Franklin (Pembroke)	Torres Strait Islander	28
Franklin (Rumney)	Aboriginal	1440
Franklin (Rumney)	Both Aboriginal & Torres Strait Islander	103
Franklin (Rumney)	Non-indigenous	25880
Franklin (Rumney)	Torres Strait Islander	72
Lyons (Derwent)	Aboriginal	2114
Lyons (Derwent)	Both Aboriginal & Torres Strait Islander	148
Lyons (Derwent)	Non-indigenous	19728
Lyons (Derwent)	Torres Strait Islander	158
Lyons (Launceston)	Aboriginal	277
Lyons (Launceston)	Non-indigenous	10055
Lyons (Launceston)	Torres Strait Islander	10
Lyons (McIntyre)	Aboriginal	1139
Lyons (McIntyre)	Both Aboriginal & Torres Strait Islander	56
Lyons (McIntyre)	Non-indigenous	29506
Lyons (McIntyre)	Torres Strait Islander	71
Lyons (Montgomery)	Aboriginal	248
Lyons (Montgomery)	Both Aboriginal & Torres Strait Islander	9
Lyons (Montgomery)	Non-indigenous	4936
Lyons (Montgomery)	Torres Strait Islander	11
Lyons (Prosser)	Aboriginal	1815
Lyons (Prosser)	Both Aboriginal & Torres Strait Islander	87
Lyons (Prosser)	Non-indigenous	32582
Lyons (Prosser)	Torres Strait Islander	113
Lyons (Rumney)	Aboriginal	372
Lyons (Rumney)	Both Aboriginal & Torres Strait Islander	11
Lyons (Rumney)	Non-indigenous	9597
Lyons (Rumney)	Torres Strait Islander	15
No usual address (Tas.)	Aboriginal	143
No usual address (Tas.)	Both Aboriginal & Torres Strait Islander	5
No usual address (Tas.)	Non-indigenous	1229
Migratory - Offshore - Shipping (Tas.)	Non-indigenous	19
Arafura	Aboriginal	7068
Arafura	Both Aboriginal & Torres Strait Islander	33
Arafura	Non-indigenous	1499
Arafura	Torres Strait Islander	29
Araluen	Aboriginal	1383
Araluen	Both Aboriginal & Torres Strait Islander	42
Araluen	Non-indigenous	8534
Araluen	Torres Strait Islander	6
Arnhem	Aboriginal	6310
Arnhem	Both Aboriginal & Torres Strait Islander	39
Arnhem	Non-indigenous	2866
Arnhem	Torres Strait Islander	12
Barkly	Aboriginal	5404
Barkly	Both Aboriginal & Torres Strait Islander	27
Barkly	Non-indigenous	3005
Barkly	Torres Strait Islander	11
Blain	Aboriginal	1076
Blain	Both Aboriginal & Torres Strait Islander	107
Blain	Non-indigenous	7463
Blain	Torres Strait Islander	41
Braitling	Aboriginal	1758
Braitling	Both Aboriginal & Torres Strait Islander	34
Braitling	Non-indigenous	6987
Braitling	Torres Strait Islander	6
Brennan	Aboriginal	925
Brennan	Both Aboriginal & Torres Strait Islander	95
Brennan	Non-indigenous	7852
Brennan	Torres Strait Islander	30
Casuarina	Aboriginal	522
Casuarina	Both Aboriginal & Torres Strait Islander	77
Casuarina	Non-indigenous	9031
Casuarina	Torres Strait Islander	23
Daly	Aboriginal	4097
Daly	Both Aboriginal & Torres Strait Islander	61
Daly	Non-indigenous	5504
Daly	Torres Strait Islander	37
Drysdale	Aboriginal	1495
Drysdale	Both Aboriginal & Torres Strait Islander	132
Drysdale	Non-indigenous	6922
Drysdale	Torres Strait Islander	41
Fannie Bay	Aboriginal	645
Fannie Bay	Both Aboriginal & Torres Strait Islander	27
Fannie Bay	Non-indigenous	7390
Fannie Bay	Torres Strait Islander	19
Fong Lim	Aboriginal	381
Fong Lim	Both Aboriginal & Torres Strait Islander	35
Fong Lim	Non-indigenous	7631
Fong Lim	Torres Strait Islander	24
Goyder	Aboriginal	715
Goyder	Both Aboriginal & Torres Strait Islander	46
Goyder	Non-indigenous	8659
Goyder	Torres Strait Islander	37
Gwoja	Aboriginal	5953
Gwoja	Both Aboriginal & Torres Strait Islander	42
Gwoja	Non-indigenous	1968
Gwoja	Torres Strait Islander	21
Johnston	Aboriginal	672
Johnston	Both Aboriginal & Torres Strait Islander	116
Johnston	Non-indigenous	7859
Johnston	Torres Strait Islander	38
Karama	Aboriginal	1413
Karama	Both Aboriginal & Torres Strait Islander	274
Karama	Non-indigenous	6729
Karama	Torres Strait Islander	43
Katherine	Aboriginal	2321
Katherine	Both Aboriginal & Torres Strait Islander	69
Katherine	Non-indigenous	6191
Katherine	Torres Strait Islander	45
Mulka	Aboriginal	5839
Mulka	Both Aboriginal & Torres Strait Islander	80
Mulka	Non-indigenous	3535
Mulka	Torres Strait Islander	24
Namatjira	Aboriginal	4653
Namatjira	Both Aboriginal & Torres Strait Islander	29
Namatjira	Non-indigenous	5605
Namatjira	Torres Strait Islander	19
Nelson	Aboriginal	1637
Nelson	Both Aboriginal & Torres Strait Islander	84
Nelson	Non-indigenous	8230
Nelson	Torres Strait Islander	30
Nightcliff	Aboriginal	577
Nightcliff	Both Aboriginal & Torres Strait Islander	39
Nightcliff	Non-indigenous	8121
Nightcliff	Torres Strait Islander	10
Port Darwin	Aboriginal	290
Port Darwin	Both Aboriginal & Torres Strait Islander	35
Port Darwin	Non-indigenous	10724
Port Darwin	Torres Strait Islander	38
Sanderson	Aboriginal	803
Sanderson	Both Aboriginal & Torres Strait Islander	171
Sanderson	Non-indigenous	7210
Sanderson	Torres Strait Islander	37
Spillett	Aboriginal	774
Spillett	Both Aboriginal & Torres Strait Islander	56
Spillett	Non-indigenous	10555
Spillett	Torres Strait Islander	33
Wanguri	Aboriginal	582
Wanguri	Both Aboriginal & Torres Strait Islander	89
Wanguri	Non-indigenous	9126
Wanguri	Torres Strait Islander	28
No usual address (NT)	Aboriginal	1247
No usual address (NT)	Both Aboriginal & Torres Strait Islander	7
No usual address (NT)	Non-indigenous	2228
No usual address (NT)	Torres Strait Islander	18
Migratory - Offshore - Shipping (NT)	Aboriginal	8
Migratory - Offshore - Shipping (NT)	Non-indigenous	91
Brindabella	Aboriginal	2417
Brindabella	Both Aboriginal & Torres Strait Islander	84
Brindabella	Non-indigenous	80396
Brindabella	Torres Strait Islander	57
Ginninderra	Aboriginal	1871
Ginninderra	Both Aboriginal & Torres Strait Islander	54
Ginninderra	Non-indigenous	93060
Ginninderra	Torres Strait Islander	38
Kurrajong	Aboriginal	1236
Kurrajong	Both Aboriginal & Torres Strait Islander	52
Kurrajong	Non-indigenous	87132
Kurrajong	Torres Strait Islander	47
Murrumbidgee	Aboriginal	1252
Murrumbidgee	Both Aboriginal & Torres Strait Islander	66
Murrumbidgee	Non-indigenous	87352
Murrumbidgee	Torres Strait Islander	55
Yerrabi	Aboriginal	1609
Yerrabi	Both Aboriginal & Torres Strait Islander	41
Yerrabi	Non-indigenous	97033
Yerrabi	Torres Strait Islander	33
No usual address (ACT)	Aboriginal	41
No usual address (ACT)	Non-indigenous	564
Unclassified (OT)	Aboriginal	212
Unclassified (OT)	Both Aboriginal & Torres Strait Islander	6
Unclassified (OT)	Non-indigenous	4560
No usual address (OT)	Non-indigenous	7
No usual address (OT)	Torres Strait Islander	4
