SED_NAME21	Religion	Denomination	Sex	persons
Macalister	Christianity	Seventh Day Adventist	F	149
Macalister	Christianity	Seventh Day Adventist	M	124
Macalister	Christianity	Uniting Church	F	1070
Macalister	Christianity	Uniting Church	M	778
Macalister	Hinduism		F	283
Macalister	Hinduism		M	293
Macalister	Islam		F	505
Macalister	Islam		M	558
Macalister	Judaism		F	13
Macalister	Judaism		M	15
Macalister	No religion		F	12745
Macalister	No religion		M	13677
Mackay	(Other)		F	2471
Mackay	(Other)		M	3133
Mackay	(Other)	(Other)	F	93
Mackay	(Other)	(Other)	M	58
Mackay	(Other)	Other spiritual beliefs	F	37
Mackay	(Other)	Other spiritual beliefs	M	35
Mackay	(Other)	Secular beliefs	F	49
Mackay	(Other)	Secular beliefs	M	75
Mackay	(Other)	Sikhism	F	68
Mackay	(Other)	Sikhism	M	88
Mackay	Buddhism		F	263
Mackay	Buddhism		M	175
Mackay	Christianity		F	763
Mackay	Christianity		M	694
Mackay	Christianity	(Other)	F	72
Mackay	Christianity	(Other)	M	56
Mackay	Christianity	Anglican	F	3457
Mackay	Christianity	Anglican	M	2872
Mackay	Christianity	Baptist	F	304
Mackay	Christianity	Baptist	M	257
Mackay	Christianity	Brethren	F	6
Mackay	Christianity	Brethren	M	6
Mackay	Christianity	Catholic	F	6917
Mackay	Christianity	Catholic	M	6185
Mackay	Christianity	Churches Of Christ	F	46
Mackay	Christianity	Churches Of Christ	M	43
Mackay	Christianity	Eastern Orthodox	F	51
Mackay	Christianity	Eastern Orthodox	M	42
Mackay	Christianity	Jehovah's Witnesses	F	179
Mackay	Christianity	Jehovah's Witnesses	M	121
Mackay	Christianity	Latter Day Saints	F	36
Mackay	Christianity	Latter Day Saints	M	36
Mackay	Christianity	Lutheran	F	244
Mackay	Christianity	Lutheran	M	190
Mackay	Christianity	Oriental Orthodox	F	6
Mackay	Christianity	Oriental Orthodox	M	9
Mackay	Christianity	Pentecostal	F	444
Mackay	Christianity	Pentecostal	M	347
Mackay	Christianity	Presbyterian Reformed	F	570
Mackay	Christianity	Presbyterian Reformed	M	540
Mackay	Christianity	Protestant (Other)	F	139
Mackay	Christianity	Protestant (Other)	M	139
Mackay	Christianity	Salvation Army	F	36
Mackay	Christianity	Salvation Army	M	23
Mackay	Christianity	Seventh Day Adventist	F	207
Mackay	Christianity	Seventh Day Adventist	M	155
Mackay	Christianity	Uniting Church	F	1783
Mackay	Christianity	Uniting Church	M	1415
Mackay	Hinduism		F	212
Mackay	Hinduism		M	233
Mackay	Islam		F	103
Mackay	Islam		M	120
Mackay	Judaism		F	11
Mackay	Judaism		M	4
Mackay	No religion		F	9498
Mackay	No religion		M	10679
Maiwar	(Other)		F	1661
Maiwar	(Other)		M	1791
Maiwar	(Other)	(Other)	F	152
Maiwar	(Other)	(Other)	M	110
Maiwar	(Other)	Other spiritual beliefs	F	99
Maiwar	(Other)	Other spiritual beliefs	M	48
Maiwar	(Other)	Secular beliefs	F	138
Maiwar	(Other)	Secular beliefs	M	217
Maiwar	(Other)	Sikhism	F	55
Maiwar	(Other)	Sikhism	M	57
Maiwar	Buddhism		F	866
Maiwar	Buddhism		M	652
Maiwar	Christianity		F	661
Maiwar	Christianity		M	579
Maiwar	Christianity	(Other)	F	45
Maiwar	Christianity	(Other)	M	35
Maiwar	Christianity	Anglican	F	3015
Maiwar	Christianity	Anglican	M	2432
Maiwar	Christianity	Baptist	F	466
Maiwar	Christianity	Baptist	M	431
Maiwar	Christianity	Catholic	F	5860
Maiwar	Christianity	Catholic	M	4932
Maiwar	Christianity	Churches Of Christ	F	18
Maiwar	Christianity	Churches Of Christ	M	14
Maiwar	Christianity	Eastern Orthodox	F	234
Maiwar	Christianity	Eastern Orthodox	M	219
Maiwar	Christianity	Jehovah's Witnesses	F	58
Maiwar	Christianity	Jehovah's Witnesses	M	33
Maiwar	Christianity	Latter Day Saints	F	19
Maiwar	Christianity	Latter Day Saints	M	28
Maiwar	Christianity	Lutheran	F	262
Maiwar	Christianity	Lutheran	M	212
Maiwar	Christianity	Oriental Orthodox	F	9
Maiwar	Christianity	Oriental Orthodox	M	14
Maiwar	Christianity	Pentecostal	F	220
Maiwar	Christianity	Pentecostal	M	153
Maiwar	Christianity	Presbyterian Reformed	F	567
Maiwar	Christianity	Presbyterian Reformed	M	519
Maiwar	Christianity	Protestant (Other)	F	205
Maiwar	Christianity	Protestant (Other)	M	173
Maiwar	Christianity	Salvation Army	F	5
Maiwar	Christianity	Salvation Army	M	18
Maiwar	Christianity	Seventh Day Adventist	F	44
Maiwar	Christianity	Seventh Day Adventist	M	41
Maiwar	Christianity	Uniting Church	F	1052
Maiwar	Christianity	Uniting Church	M	799
Maiwar	Hinduism		F	1022
Maiwar	Hinduism		M	1152
Maiwar	Islam		F	699
Maiwar	Islam		M	738
Maiwar	Judaism		F	61
Maiwar	Judaism		M	61
Maiwar	No religion		F	14339
Maiwar	No religion		M	15171
Mansfield	(Other)		F	1455
Mansfield	(Other)		M	1614
Mansfield	(Other)	(Other)	F	146
Mansfield	(Other)	(Other)	M	133
Mansfield	(Other)	Other spiritual beliefs	F	50
Mansfield	(Other)	Other spiritual beliefs	M	31
Mansfield	(Other)	Secular beliefs	F	79
Mansfield	(Other)	Secular beliefs	M	80
Mansfield	(Other)	Sikhism	F	246
Mansfield	(Other)	Sikhism	M	257
Mansfield	Buddhism		F	1158
Mansfield	Buddhism		M	899
Mansfield	Christianity		F	1257
Mansfield	Christianity		M	1066
Mansfield	Christianity	(Other)	F	38
Mansfield	Christianity	(Other)	M	34
Mansfield	Christianity	Anglican	F	2023
Mansfield	Christianity	Anglican	M	1649
Mansfield	Christianity	Baptist	F	784
Mansfield	Christianity	Baptist	M	676
Mansfield	Christianity	Brethren	F	6
Mansfield	Christianity	Brethren	M	3
Mansfield	Christianity	Catholic	F	5520
Mansfield	Christianity	Catholic	M	4794
Mansfield	Christianity	Churches Of Christ	F	34
Mansfield	Christianity	Churches Of Christ	M	19
Mansfield	Christianity	Eastern Orthodox	F	919
Mansfield	Christianity	Eastern Orthodox	M	810
Mansfield	Christianity	Jehovah's Witnesses	F	114
Mansfield	Christianity	Jehovah's Witnesses	M	81
Mansfield	Christianity	Latter Day Saints	F	133
Mansfield	Christianity	Latter Day Saints	M	136
Mansfield	Christianity	Lutheran	F	250
Mansfield	Christianity	Lutheran	M	178
Mansfield	Christianity	Oriental Orthodox	F	67
Mansfield	Christianity	Oriental Orthodox	M	63
Mansfield	Christianity	Pentecostal	F	727
Mansfield	Christianity	Pentecostal	M	609
Mansfield	Christianity	Presbyterian Reformed	F	656
Mansfield	Christianity	Presbyterian Reformed	M	593
Mansfield	Christianity	Protestant (Other)	F	194
Mansfield	Christianity	Protestant (Other)	M	184
Mansfield	Christianity	Salvation Army	F	47
Mansfield	Christianity	Salvation Army	M	34
Mansfield	Christianity	Seventh Day Adventist	F	252
Mansfield	Christianity	Seventh Day Adventist	M	199
Mansfield	Christianity	Uniting Church	F	1006
Mansfield	Christianity	Uniting Church	M	738
Mansfield	Hinduism		F	1122
Mansfield	Hinduism		M	1211
Mansfield	Islam		F	870
Mansfield	Islam		M	964
Mansfield	Judaism		F	42
Mansfield	Judaism		M	53
Mansfield	No religion		F	10329
Mansfield	No religion		M	10976
Maroochydore	(Other)		F	2194
Maroochydore	(Other)		M	2250
Maroochydore	(Other)	(Other)	F	75
Maroochydore	(Other)	(Other)	M	52
Maroochydore	(Other)	Other spiritual beliefs	F	108
Maroochydore	(Other)	Other spiritual beliefs	M	51
Maroochydore	(Other)	Secular beliefs	F	69
Maroochydore	(Other)	Secular beliefs	M	114
Maroochydore	(Other)	Sikhism	F	73
Maroochydore	(Other)	Sikhism	M	95
Maroochydore	Buddhism		F	324
Maroochydore	Buddhism		M	217
Maroochydore	Christianity		F	819
Maroochydore	Christianity		M	666
Maroochydore	Christianity	(Other)	F	28
Maroochydore	Christianity	(Other)	M	30
Maroochydore	Christianity	Anglican	F	3321
Maroochydore	Christianity	Anglican	M	2630
Maroochydore	Christianity	Baptist	F	459
Maroochydore	Christianity	Baptist	M	426
Maroochydore	Christianity	Brethren	F	3
Maroochydore	Christianity	Brethren	M	3
Maroochydore	Christianity	Catholic	F	4736
Maroochydore	Christianity	Catholic	M	3954
Maroochydore	Christianity	Churches Of Christ	F	23
Maroochydore	Christianity	Churches Of Christ	M	21
Maroochydore	Christianity	Eastern Orthodox	F	91
Maroochydore	Christianity	Eastern Orthodox	M	82
Maroochydore	Christianity	Jehovah's Witnesses	F	149
Maroochydore	Christianity	Jehovah's Witnesses	M	113
Maroochydore	Christianity	Latter Day Saints	F	59
Maroochydore	Christianity	Latter Day Saints	M	60
Maroochydore	Christianity	Lutheran	F	240
Maroochydore	Christianity	Lutheran	M	201
Maroochydore	Christianity	Oriental Orthodox	F	6
Maroochydore	Christianity	Oriental Orthodox	M	3
Maroochydore	Christianity	Pentecostal	F	317
Maroochydore	Christianity	Pentecostal	M	260
Maroochydore	Christianity	Presbyterian Reformed	F	632
Maroochydore	Christianity	Presbyterian Reformed	M	493
Maroochydore	Christianity	Protestant (Other)	F	90
Maroochydore	Christianity	Protestant (Other)	M	78
Maroochydore	Christianity	Salvation Army	F	42
Maroochydore	Christianity	Salvation Army	M	25
Maroochydore	Christianity	Seventh Day Adventist	F	28
Maroochydore	Christianity	Seventh Day Adventist	M	24
Maroochydore	Christianity	Uniting Church	F	1027
Maroochydore	Christianity	Uniting Church	M	709
Maroochydore	Hinduism		F	298
Maroochydore	Hinduism		M	325
Maroochydore	Islam		F	78
Maroochydore	Islam		M	84
Maroochydore	Judaism		F	22
Maroochydore	Judaism		M	29
Maroochydore	No religion		F	11017
Maroochydore	No religion		M	11388
Maryborough	(Other)		F	2067
Maryborough	(Other)		M	2980
Maryborough	(Other)	(Other)	F	119
Maryborough	(Other)	(Other)	M	74
Maryborough	(Other)	Australian Aboriginal Traditional	M	3
Maryborough	(Other)	Other spiritual beliefs	F	68
Maryborough	(Other)	Other spiritual beliefs	M	42
Maryborough	(Other)	Secular beliefs	F	55
Maryborough	(Other)	Secular beliefs	M	70
Maryborough	(Other)	Sikhism	F	17
Maryborough	(Other)	Sikhism	M	20
Maryborough	Buddhism		F	186
Maryborough	Buddhism		M	92
Maryborough	Christianity		F	800
Maryborough	Christianity		M	724
Maryborough	Christianity	(Other)	F	28
Maryborough	Christianity	(Other)	M	35
Maryborough	Christianity	Anglican	F	4236
Maryborough	Christianity	Anglican	M	3716
Maryborough	Christianity	Baptist	F	417
Maryborough	Christianity	Baptist	M	363
Maryborough	Christianity	Brethren	F	105
Maryborough	Christianity	Brethren	M	88
Maryborough	Christianity	Catholic	F	4179
Maryborough	Christianity	Catholic	M	3621
Maryborough	Christianity	Churches Of Christ	F	66
Maryborough	Christianity	Churches Of Christ	M	62
Maryborough	Christianity	Eastern Orthodox	F	38
Maryborough	Christianity	Eastern Orthodox	M	41
Maryborough	Christianity	Jehovah's Witnesses	F	206
Maryborough	Christianity	Jehovah's Witnesses	M	167
Maryborough	Christianity	Latter Day Saints	F	29
Maryborough	Christianity	Latter Day Saints	M	21
Maryborough	Christianity	Lutheran	F	362
Maryborough	Christianity	Lutheran	M	316
Maryborough	Christianity	Oriental Orthodox	F	12
Maryborough	Christianity	Oriental Orthodox	M	11
Maryborough	Christianity	Pentecostal	F	330
Maryborough	Christianity	Pentecostal	M	299
Maryborough	Christianity	Presbyterian Reformed	F	710
Maryborough	Christianity	Presbyterian Reformed	M	691
Maryborough	Christianity	Protestant (Other)	F	224
Maryborough	Christianity	Protestant (Other)	M	204
Maryborough	Christianity	Salvation Army	F	98
Maryborough	Christianity	Salvation Army	M	71
Maryborough	Christianity	Seventh Day Adventist	F	54
Maryborough	Christianity	Seventh Day Adventist	M	41
Maryborough	Christianity	Uniting Church	F	1606
Maryborough	Christianity	Uniting Church	M	1276
Maryborough	Hinduism		F	67
Maryborough	Hinduism		M	66
Maryborough	Islam		F	41
Maryborough	Islam		M	39
Maryborough	Judaism		F	9
Maryborough	Judaism		M	3
Maryborough	No religion		F	10204
Maryborough	No religion		M	11453
McConnel	(Other)		F	2865
McConnel	(Other)		M	3419
McConnel	(Other)	(Other)	F	165
McConnel	(Other)	(Other)	M	172
McConnel	(Other)	Other spiritual beliefs	F	118
McConnel	(Other)	Other spiritual beliefs	M	79
McConnel	(Other)	Secular beliefs	F	210
McConnel	(Other)	Secular beliefs	M	233
McConnel	(Other)	Sikhism	F	72
McConnel	(Other)	Sikhism	M	64
McConnel	Buddhism		F	1286
McConnel	Buddhism		M	867
McConnel	Christianity		F	736
McConnel	Christianity		M	564
McConnel	Christianity	(Other)	F	25
McConnel	Christianity	(Other)	M	34
McConnel	Christianity	Anglican	F	2089
McConnel	Christianity	Anglican	M	1975
McConnel	Christianity	Assyrian Apostolic	M	6
McConnel	Christianity	Baptist	F	335
McConnel	Christianity	Baptist	M	272
McConnel	Christianity	Catholic	F	6545
McConnel	Christianity	Catholic	M	5897
McConnel	Christianity	Churches Of Christ	F	17
McConnel	Christianity	Churches Of Christ	M	9
McConnel	Christianity	Eastern Orthodox	F	313
McConnel	Christianity	Eastern Orthodox	M	298
McConnel	Christianity	Jehovah's Witnesses	F	73
McConnel	Christianity	Jehovah's Witnesses	M	48
McConnel	Christianity	Latter Day Saints	F	31
McConnel	Christianity	Latter Day Saints	M	48
McConnel	Christianity	Lutheran	F	113
McConnel	Christianity	Lutheran	M	95
McConnel	Christianity	Oriental Orthodox	F	10
McConnel	Christianity	Oriental Orthodox	M	13
McConnel	Christianity	Pentecostal	F	222
McConnel	Christianity	Pentecostal	M	164
McConnel	Christianity	Presbyterian Reformed	F	425
McConnel	Christianity	Presbyterian Reformed	M	382
McConnel	Christianity	Protestant (Other)	F	144
McConnel	Christianity	Protestant (Other)	M	97
McConnel	Christianity	Salvation Army	F	13
McConnel	Christianity	Salvation Army	M	14
McConnel	Christianity	Seventh Day Adventist	F	36
McConnel	Christianity	Seventh Day Adventist	M	36
McConnel	Christianity	Uniting Church	F	586
McConnel	Christianity	Uniting Church	M	485
McConnel	Hinduism		F	904
McConnel	Hinduism		M	1134
McConnel	Islam		F	530
McConnel	Islam		M	601
McConnel	Judaism		F	66
McConnel	Judaism		M	81
McConnel	No religion		F	15716
McConnel	No religion		M	17494
Mermaid Beach	(Other)		F	1761
Mermaid Beach	(Other)		M	1815
Mermaid Beach	(Other)	(Other)	F	119
Mermaid Beach	(Other)	(Other)	M	91
Mermaid Beach	(Other)	Other spiritual beliefs	F	114
Mermaid Beach	(Other)	Other spiritual beliefs	M	70
Mermaid Beach	(Other)	Secular beliefs	F	70
Mermaid Beach	(Other)	Secular beliefs	M	96
Mermaid Beach	(Other)	Sikhism	F	43
Mermaid Beach	(Other)	Sikhism	M	41
Mermaid Beach	Buddhism		F	532
Mermaid Beach	Buddhism		M	342
Mermaid Beach	Christianity		F	849
Mermaid Beach	Christianity		M	672
Mermaid Beach	Christianity	(Other)	F	17
Mermaid Beach	Christianity	(Other)	M	19
Mermaid Beach	Christianity	Anglican	F	3242
Mermaid Beach	Christianity	Anglican	M	2650
Mermaid Beach	Christianity	Baptist	F	269
Mermaid Beach	Christianity	Baptist	M	243
Mermaid Beach	Christianity	Catholic	F	6009
Mermaid Beach	Christianity	Catholic	M	5053
Mermaid Beach	Christianity	Churches Of Christ	F	15
Mermaid Beach	Christianity	Churches Of Christ	M	15
Mermaid Beach	Christianity	Eastern Orthodox	F	325
Mermaid Beach	Christianity	Eastern Orthodox	M	314
Mermaid Beach	Christianity	Jehovah's Witnesses	F	69
Mermaid Beach	Christianity	Jehovah's Witnesses	M	52
Mermaid Beach	Christianity	Latter Day Saints	F	55
Mermaid Beach	Christianity	Latter Day Saints	M	60
Mermaid Beach	Christianity	Lutheran	F	152
Mermaid Beach	Christianity	Lutheran	M	109
Mermaid Beach	Christianity	Oriental Orthodox	F	31
Mermaid Beach	Christianity	Oriental Orthodox	M	30
Mermaid Beach	Christianity	Pentecostal	F	361
Mermaid Beach	Christianity	Pentecostal	M	299
Mermaid Beach	Christianity	Presbyterian Reformed	F	528
Mermaid Beach	Christianity	Presbyterian Reformed	M	397
Mermaid Beach	Christianity	Protestant (Other)	F	97
Mermaid Beach	Christianity	Protestant (Other)	M	76
Mermaid Beach	Christianity	Salvation Army	F	18
Mermaid Beach	Christianity	Salvation Army	M	15
Mermaid Beach	Christianity	Seventh Day Adventist	F	38
Mermaid Beach	Christianity	Seventh Day Adventist	M	40
Mermaid Beach	Christianity	Uniting Church	F	938
Mermaid Beach	Christianity	Uniting Church	M	669
Mermaid Beach	Hinduism		F	170
Mermaid Beach	Hinduism		M	185
Mermaid Beach	Islam		F	150
Mermaid Beach	Islam		M	150
Mermaid Beach	Judaism		F	90
Mermaid Beach	Judaism		M	96
Mermaid Beach	No religion		F	12007
Mermaid Beach	No religion		M	12054
Miller	(Other)		F	1117
Miller	(Other)		M	1333
Miller	(Other)	(Other)	F	111
Miller	(Other)	(Other)	M	97
Miller	(Other)	Australian Aboriginal Traditional	F	6
Miller	(Other)	Other spiritual beliefs	F	73
Miller	(Other)	Other spiritual beliefs	M	45
Miller	(Other)	Secular beliefs	F	99
Miller	(Other)	Secular beliefs	M	162
Miller	(Other)	Sikhism	F	57
Miller	(Other)	Sikhism	M	54
Miller	Buddhism		F	605
Miller	Buddhism		M	407
Miller	Christianity		F	626
Miller	Christianity		M	520
Miller	Christianity	(Other)	F	36
Miller	Christianity	(Other)	M	33
Miller	Christianity	Anglican	F	2635
Miller	Christianity	Anglican	M	2186
Miller	Christianity	Baptist	F	358
Miller	Christianity	Baptist	M	303
Miller	Christianity	Brethren	F	4
Miller	Christianity	Brethren	M	6
Miller	Christianity	Catholic	F	5515
Miller	Christianity	Catholic	M	4939
Miller	Christianity	Churches Of Christ	F	19
Miller	Christianity	Churches Of Christ	M	19
Miller	Christianity	Eastern Orthodox	F	548
Miller	Christianity	Eastern Orthodox	M	526
Miller	Christianity	Jehovah's Witnesses	F	60
Miller	Christianity	Jehovah's Witnesses	M	41
Miller	Christianity	Latter Day Saints	F	76
Miller	Christianity	Latter Day Saints	M	53
Miller	Christianity	Lutheran	F	196
Miller	Christianity	Lutheran	M	190
Miller	Christianity	Oriental Orthodox	F	28
Miller	Christianity	Oriental Orthodox	M	24
Miller	Christianity	Pentecostal	F	186
Miller	Christianity	Pentecostal	M	148
Miller	Christianity	Presbyterian Reformed	F	431
Miller	Christianity	Presbyterian Reformed	M	390
Miller	Christianity	Protestant (Other)	F	108
Miller	Christianity	Protestant (Other)	M	91
Miller	Christianity	Salvation Army	F	20
Miller	Christianity	Salvation Army	M	10
Miller	Christianity	Seventh Day Adventist	F	29
Miller	Christianity	Seventh Day Adventist	M	22
Miller	Christianity	Uniting Church	F	985
Miller	Christianity	Uniting Church	M	710
Miller	Hinduism		F	360
Miller	Hinduism		M	378
Miller	Islam		F	260
Miller	Islam		M	305
Miller	Judaism		F	47
Miller	Judaism		M	42
Miller	No religion		F	10937
Miller	No religion		M	11705
Mirani	(Other)		F	2585
Mirani	(Other)		M	4176
Mirani	(Other)	(Other)	F	70
Mirani	(Other)	(Other)	M	50
Mirani	(Other)	Other spiritual beliefs	F	32
Mirani	(Other)	Other spiritual beliefs	M	24
Mirani	(Other)	Secular beliefs	F	47
Mirani	(Other)	Secular beliefs	M	46
Mirani	(Other)	Sikhism	F	9
Mirani	(Other)	Sikhism	M	8
Mirani	Buddhism		F	125
Mirani	Buddhism		M	63
Mirani	Christianity		F	593
Mirani	Christianity		M	548
Mirani	Christianity	(Other)	F	66
Mirani	Christianity	(Other)	M	75
Mirani	Christianity	Anglican	F	3431
Mirani	Christianity	Anglican	M	3227
Mirani	Christianity	Baptist	F	234
Mirani	Christianity	Baptist	M	215
Mirani	Christianity	Brethren	M	4
Mirani	Christianity	Catholic	F	5821
Mirani	Christianity	Catholic	M	5568
Mirani	Christianity	Churches Of Christ	F	16
Mirani	Christianity	Churches Of Christ	M	18
Mirani	Christianity	Eastern Orthodox	F	36
Mirani	Christianity	Eastern Orthodox	M	19
Mirani	Christianity	Jehovah's Witnesses	F	102
Mirani	Christianity	Jehovah's Witnesses	M	78
Mirani	Christianity	Latter Day Saints	F	16
Mirani	Christianity	Latter Day Saints	M	14
Mirani	Christianity	Lutheran	F	219
Mirani	Christianity	Lutheran	M	171
Mirani	Christianity	Oriental Orthodox	F	5
Mirani	Christianity	Pentecostal	F	155
Mirani	Christianity	Pentecostal	M	143
Mirani	Christianity	Presbyterian Reformed	F	612
Mirani	Christianity	Presbyterian Reformed	M	642
Mirani	Christianity	Protestant (Other)	F	79
Mirani	Christianity	Protestant (Other)	M	92
Mirani	Christianity	Salvation Army	F	64
Mirani	Christianity	Salvation Army	M	49
Mirani	Christianity	Seventh Day Adventist	F	107
Mirani	Christianity	Seventh Day Adventist	M	86
Mirani	Christianity	Uniting Church	F	1776
Mirani	Christianity	Uniting Church	M	1610
Mirani	Hinduism		F	69
Mirani	Hinduism		M	65
Mirani	Islam		F	56
Mirani	Islam		M	64
Mirani	Judaism		F	4
Mirani	Judaism		M	3
Mirani	No religion		F	7810
Mirani	No religion		M	8999
Moggill	(Other)		F	1101
Moggill	(Other)		M	1126
Moggill	(Other)	(Other)	F	105
Moggill	(Other)	(Other)	M	102
Moggill	(Other)	Australian Aboriginal Traditional	F	8
Moggill	(Other)	Other spiritual beliefs	F	62
Moggill	(Other)	Other spiritual beliefs	M	38
Moggill	(Other)	Secular beliefs	F	81
Moggill	(Other)	Secular beliefs	M	127
Moggill	(Other)	Sikhism	F	70
Moggill	(Other)	Sikhism	M	65
Moggill	Buddhism		F	471
Moggill	Buddhism		M	339
Moggill	Christianity		F	741
Moggill	Christianity		M	639
Moggill	Christianity	(Other)	F	66
Moggill	Christianity	(Other)	M	49
Moggill	Christianity	Anglican	F	3382
Moggill	Christianity	Anglican	M	2783
Moggill	Christianity	Baptist	F	727
Moggill	Christianity	Baptist	M	619
Moggill	Christianity	Brethren	F	6
Moggill	Christianity	Catholic	F	4732
Moggill	Christianity	Catholic	M	4272
Moggill	Christianity	Churches Of Christ	F	63
Moggill	Christianity	Churches Of Christ	M	53
Moggill	Christianity	Eastern Orthodox	F	141
Moggill	Christianity	Eastern Orthodox	M	145
Moggill	Christianity	Jehovah's Witnesses	F	47
Moggill	Christianity	Jehovah's Witnesses	M	45
Moggill	Christianity	Latter Day Saints	F	33
Moggill	Christianity	Latter Day Saints	M	28
Moggill	Christianity	Lutheran	F	318
Moggill	Christianity	Lutheran	M	255
Moggill	Christianity	Oriental Orthodox	F	13
Moggill	Christianity	Oriental Orthodox	M	16
Moggill	Christianity	Pentecostal	F	185
Moggill	Christianity	Pentecostal	M	171
Moggill	Christianity	Presbyterian Reformed	F	512
Moggill	Christianity	Presbyterian Reformed	M	508
Moggill	Christianity	Protestant (Other)	F	205
Moggill	Christianity	Protestant (Other)	M	227
Moggill	Christianity	Salvation Army	F	19
Moggill	Christianity	Salvation Army	M	11
Moggill	Christianity	Seventh Day Adventist	F	39
Moggill	Christianity	Seventh Day Adventist	M	32
Moggill	Christianity	Uniting Church	F	1329
Moggill	Christianity	Uniting Church	M	1030
Moggill	Hinduism		F	539
Moggill	Hinduism		M	545
Moggill	Islam		F	206
Moggill	Islam		M	179
Moggill	Judaism		F	89
Moggill	Judaism		M	70
Moggill	No religion		F	10427
Moggill	No religion		M	11444
Morayfield	(Other)		F	2515
Morayfield	(Other)		M	2540
Morayfield	(Other)	(Other)	F	203
Morayfield	(Other)	(Other)	M	119
Morayfield	(Other)	Australian Aboriginal Traditional	F	3
Morayfield	(Other)	Australian Aboriginal Traditional	M	5
Morayfield	(Other)	Other spiritual beliefs	F	82
Morayfield	(Other)	Other spiritual beliefs	M	37
Morayfield	(Other)	Secular beliefs	F	67
Morayfield	(Other)	Secular beliefs	M	100
Morayfield	(Other)	Sikhism	F	37
Morayfield	(Other)	Sikhism	M	52
Morayfield	Buddhism		F	407
Morayfield	Buddhism		M	229
Morayfield	Christianity		F	1048
Morayfield	Christianity		M	919
Morayfield	Christianity	(Other)	F	86
Morayfield	Christianity	(Other)	M	72
Morayfield	Christianity	Anglican	F	3502
Morayfield	Christianity	Anglican	M	2866
Morayfield	Christianity	Baptist	F	597
Morayfield	Christianity	Baptist	M	515
Morayfield	Christianity	Brethren	F	27
Morayfield	Christianity	Brethren	M	28
Morayfield	Christianity	Catholic	F	4530
Morayfield	Christianity	Catholic	M	3817
Morayfield	Christianity	Churches Of Christ	F	24
Morayfield	Christianity	Churches Of Christ	M	17
Morayfield	Christianity	Eastern Orthodox	F	81
Morayfield	Christianity	Eastern Orthodox	M	80
Morayfield	Christianity	Jehovah's Witnesses	F	211
Morayfield	Christianity	Jehovah's Witnesses	M	164
Morayfield	Christianity	Latter Day Saints	F	164
Morayfield	Christianity	Latter Day Saints	M	145
Morayfield	Christianity	Lutheran	F	265
Morayfield	Christianity	Lutheran	M	206
Morayfield	Christianity	Oriental Orthodox	F	10
Morayfield	Christianity	Oriental Orthodox	M	11
Morayfield	Christianity	Pentecostal	F	396
Morayfield	Christianity	Pentecostal	M	321
Morayfield	Christianity	Presbyterian Reformed	F	631
Morayfield	Christianity	Presbyterian Reformed	M	561
Morayfield	Christianity	Protestant (Other)	F	172
Morayfield	Christianity	Protestant (Other)	M	141
Morayfield	Christianity	Salvation Army	F	86
Morayfield	Christianity	Salvation Army	M	51
Morayfield	Christianity	Seventh Day Adventist	F	169
Morayfield	Christianity	Seventh Day Adventist	M	105
Morayfield	Christianity	Uniting Church	F	1099
Morayfield	Christianity	Uniting Church	M	794
Morayfield	Hinduism		F	156
Morayfield	Hinduism		M	125
Morayfield	Islam		F	92
Morayfield	Islam		M	108
Morayfield	Judaism		F	20
Morayfield	Judaism		M	27
Morayfield	No religion		F	13854
Morayfield	No religion		M	14397
Mount Ommaney	(Other)		F	1091
Mount Ommaney	(Other)		M	1285
Mount Ommaney	(Other)	(Other)	F	137
Mount Ommaney	(Other)	(Other)	M	117
Mount Ommaney	(Other)	Australian Aboriginal Traditional	F	4
Mount Ommaney	(Other)	Australian Aboriginal Traditional	M	8
Mount Ommaney	(Other)	Other spiritual beliefs	F	52
Mount Ommaney	(Other)	Other spiritual beliefs	M	47
Mount Ommaney	(Other)	Secular beliefs	F	72
Mount Ommaney	(Other)	Secular beliefs	M	92
Mount Ommaney	(Other)	Sikhism	F	118
Mount Ommaney	(Other)	Sikhism	M	105
Mount Ommaney	Buddhism		F	1010
Mount Ommaney	Buddhism		M	764
Mount Ommaney	Christianity		F	698
Mount Ommaney	Christianity		M	618
Mount Ommaney	Christianity	(Other)	F	64
Mount Ommaney	Christianity	(Other)	M	61
Mount Ommaney	Christianity	Anglican	F	2718
Mount Ommaney	Christianity	Anglican	M	2169
Mount Ommaney	Christianity	Baptist	F	700
Mount Ommaney	Christianity	Baptist	M	606
Mount Ommaney	Christianity	Catholic	F	5711
Mount Ommaney	Christianity	Catholic	M	5008
Mount Ommaney	Christianity	Churches Of Christ	F	49
Mount Ommaney	Christianity	Churches Of Christ	M	45
Mount Ommaney	Christianity	Eastern Orthodox	F	224
Mount Ommaney	Christianity	Eastern Orthodox	M	198
Mount Ommaney	Christianity	Jehovah's Witnesses	F	80
Mount Ommaney	Christianity	Jehovah's Witnesses	M	58
Mount Ommaney	Christianity	Latter Day Saints	F	49
Mount Ommaney	Christianity	Latter Day Saints	M	58
Mount Ommaney	Christianity	Lutheran	F	315
Mount Ommaney	Christianity	Lutheran	M	242
Mount Ommaney	Christianity	Oriental Orthodox	F	26
Mount Ommaney	Christianity	Oriental Orthodox	M	27
Mount Ommaney	Christianity	Pentecostal	F	288
Mount Ommaney	Christianity	Pentecostal	M	242
