SA4_NAME21	Religion	Denomination	Sex	persons
Brisbane Inner City	Christianity	Eastern Orthodox	F	1927
Brisbane Inner City	Christianity	Eastern Orthodox	M	1808
Brisbane Inner City	Christianity	Jehovah's Witnesses	F	279
Brisbane Inner City	Christianity	Jehovah's Witnesses	M	223
Brisbane Inner City	Christianity	Latter Day Saints	F	191
Brisbane Inner City	Christianity	Latter Day Saints	M	200
Brisbane Inner City	Christianity	Lutheran	F	665
Brisbane Inner City	Christianity	Lutheran	M	530
Brisbane Inner City	Christianity	Oriental Orthodox	F	64
Brisbane Inner City	Christianity	Oriental Orthodox	M	63
Brisbane Inner City	Christianity	Pentecostal	F	1000
Brisbane Inner City	Christianity	Pentecostal	M	775
Brisbane Inner City	Christianity	Presbyterian Reformed	F	2160
Brisbane Inner City	Christianity	Presbyterian Reformed	M	1942
Brisbane Inner City	Christianity	Protestant (Other)	F	462
Brisbane Inner City	Christianity	Protestant (Other)	M	382
Brisbane Inner City	Christianity	Salvation Army	F	79
Brisbane Inner City	Christianity	Salvation Army	M	76
Brisbane Inner City	Christianity	Seventh Day Adventist	F	168
Brisbane Inner City	Christianity	Seventh Day Adventist	M	166
Brisbane Inner City	Christianity	Uniting Church	F	3661
Brisbane Inner City	Christianity	Uniting Church	M	2816
Brisbane Inner City	Hinduism		F	2880
Brisbane Inner City	Hinduism		M	3437
Brisbane Inner City	Islam		F	1521
Brisbane Inner City	Islam		M	1756
Brisbane Inner City	Judaism		F	271
Brisbane Inner City	Judaism		M	284
Brisbane Inner City	No religion		F	65901
Brisbane Inner City	No religion		M	69715
Cairns	(Other)		F	13203
Cairns	(Other)		M	15053
Cairns	(Other)	(Other)	F	669
Cairns	(Other)	(Other)	M	542
Cairns	(Other)	Australian Aboriginal Traditional	F	36
Cairns	(Other)	Australian Aboriginal Traditional	M	33
Cairns	(Other)	Other spiritual beliefs	F	340
Cairns	(Other)	Other spiritual beliefs	M	224
Cairns	(Other)	Secular beliefs	F	292
Cairns	(Other)	Secular beliefs	M	351
Cairns	(Other)	Sikhism	F	869
Cairns	(Other)	Sikhism	M	1057
Cairns	Buddhism		F	2146
Cairns	Buddhism		M	1315
Cairns	Christianity		F	3531
Cairns	Christianity		M	3086
Cairns	Christianity	(Other)	F	79
Cairns	Christianity	(Other)	M	56
Cairns	Christianity	Anglican	F	14727
Cairns	Christianity	Anglican	M	12965
Cairns	Christianity	Baptist	F	1343
Cairns	Christianity	Baptist	M	1217
Cairns	Christianity	Brethren	F	12
Cairns	Christianity	Brethren	M	16
Cairns	Christianity	Catholic	F	26913
Cairns	Christianity	Catholic	M	24094
Cairns	Christianity	Churches Of Christ	F	137
Cairns	Christianity	Churches Of Christ	M	94
Cairns	Christianity	Eastern Orthodox	F	572
Cairns	Christianity	Eastern Orthodox	M	524
Cairns	Christianity	Jehovah's Witnesses	F	998
Cairns	Christianity	Jehovah's Witnesses	M	698
Cairns	Christianity	Latter Day Saints	F	300
Cairns	Christianity	Latter Day Saints	M	214
Cairns	Christianity	Lutheran	F	749
Cairns	Christianity	Lutheran	M	604
Cairns	Christianity	Oriental Orthodox	F	75
Cairns	Christianity	Oriental Orthodox	M	72
Cairns	Christianity	Pentecostal	F	2068
Cairns	Christianity	Pentecostal	M	1615
Cairns	Christianity	Presbyterian Reformed	F	2814
Cairns	Christianity	Presbyterian Reformed	M	2640
Cairns	Christianity	Protestant (Other)	F	526
Cairns	Christianity	Protestant (Other)	M	434
Cairns	Christianity	Salvation Army	F	183
Cairns	Christianity	Salvation Army	M	128
Cairns	Christianity	Seventh Day Adventist	F	836
Cairns	Christianity	Seventh Day Adventist	M	687
Cairns	Christianity	Uniting Church	F	4129
Cairns	Christianity	Uniting Church	M	3336
Cairns	Hinduism		F	893
Cairns	Hinduism		M	922
Cairns	Islam		F	502
Cairns	Islam		M	519
Cairns	Judaism		F	108
Cairns	Judaism		M	106
Cairns	No religion		F	48680
Cairns	No religion		M	53424
Darling Downs - Maranoa	(Other)		F	6495
Darling Downs - Maranoa	(Other)		M	7268
Darling Downs - Maranoa	(Other)	(Other)	F	222
Darling Downs - Maranoa	(Other)	(Other)	M	112
Darling Downs - Maranoa	(Other)	Australian Aboriginal Traditional	F	8
Darling Downs - Maranoa	(Other)	Australian Aboriginal Traditional	M	10
Darling Downs - Maranoa	(Other)	Other spiritual beliefs	F	107
Darling Downs - Maranoa	(Other)	Other spiritual beliefs	M	73
Darling Downs - Maranoa	(Other)	Secular beliefs	F	96
Darling Downs - Maranoa	(Other)	Secular beliefs	M	106
Darling Downs - Maranoa	(Other)	Sikhism	F	64
Darling Downs - Maranoa	(Other)	Sikhism	M	70
Darling Downs - Maranoa	Buddhism		F	314
Darling Downs - Maranoa	Buddhism		M	190
Darling Downs - Maranoa	Christianity		F	2158
Darling Downs - Maranoa	Christianity		M	2016
Darling Downs - Maranoa	Christianity	(Other)	F	60
Darling Downs - Maranoa	Christianity	(Other)	M	66
Darling Downs - Maranoa	Christianity	Anglican	F	12237
Darling Downs - Maranoa	Christianity	Anglican	M	11065
Darling Downs - Maranoa	Christianity	Baptist	F	866
Darling Downs - Maranoa	Christianity	Baptist	M	833
Darling Downs - Maranoa	Christianity	Brethren	F	86
Darling Downs - Maranoa	Christianity	Brethren	M	105
Darling Downs - Maranoa	Christianity	Catholic	F	13726
Darling Downs - Maranoa	Christianity	Catholic	M	12970
Darling Downs - Maranoa	Christianity	Churches Of Christ	F	264
Darling Downs - Maranoa	Christianity	Churches Of Christ	M	226
Darling Downs - Maranoa	Christianity	Eastern Orthodox	F	72
Darling Downs - Maranoa	Christianity	Eastern Orthodox	M	56
Darling Downs - Maranoa	Christianity	Jehovah's Witnesses	F	370
Darling Downs - Maranoa	Christianity	Jehovah's Witnesses	M	274
Darling Downs - Maranoa	Christianity	Latter Day Saints	F	119
Darling Downs - Maranoa	Christianity	Latter Day Saints	M	103
Darling Downs - Maranoa	Christianity	Lutheran	F	1538
Darling Downs - Maranoa	Christianity	Lutheran	M	1504
Darling Downs - Maranoa	Christianity	Pentecostal	F	770
Darling Downs - Maranoa	Christianity	Pentecostal	M	732
Darling Downs - Maranoa	Christianity	Presbyterian Reformed	F	2344
Darling Downs - Maranoa	Christianity	Presbyterian Reformed	M	2354
Darling Downs - Maranoa	Christianity	Protestant (Other)	F	173
Darling Downs - Maranoa	Christianity	Protestant (Other)	M	198
Darling Downs - Maranoa	Christianity	Salvation Army	F	156
Darling Downs - Maranoa	Christianity	Salvation Army	M	134
Darling Downs - Maranoa	Christianity	Seventh Day Adventist	F	262
Darling Downs - Maranoa	Christianity	Seventh Day Adventist	M	230
Darling Downs - Maranoa	Christianity	Uniting Church	F	3432
Darling Downs - Maranoa	Christianity	Uniting Church	M	3072
Darling Downs - Maranoa	Hinduism		F	143
Darling Downs - Maranoa	Hinduism		M	186
Darling Downs - Maranoa	Islam		F	114
Darling Downs - Maranoa	Islam		M	111
Darling Downs - Maranoa	Judaism		F	10
Darling Downs - Maranoa	Judaism		M	22
Darling Downs - Maranoa	No religion		F	18055
Darling Downs - Maranoa	No religion		M	20254
Central Queensland	(Other)		F	9544
Central Queensland	(Other)		M	13443
Central Queensland	(Other)	(Other)	F	406
Central Queensland	(Other)	(Other)	M	249
Central Queensland	(Other)	Australian Aboriginal Traditional	F	27
Central Queensland	(Other)	Australian Aboriginal Traditional	M	21
Central Queensland	(Other)	Other spiritual beliefs	F	213
Central Queensland	(Other)	Other spiritual beliefs	M	137
Central Queensland	(Other)	Secular beliefs	F	226
Central Queensland	(Other)	Secular beliefs	M	283
Central Queensland	(Other)	Sikhism	F	158
Central Queensland	(Other)	Sikhism	M	176
Central Queensland	Buddhism		F	944
Central Queensland	Buddhism		M	661
Central Queensland	Christianity		F	3178
Central Queensland	Christianity		M	2949
Central Queensland	Christianity	(Other)	F	109
Central Queensland	Christianity	(Other)	M	121
Central Queensland	Christianity	Anglican	F	15976
Central Queensland	Christianity	Anglican	M	14125
Central Queensland	Christianity	Baptist	F	2038
Central Queensland	Christianity	Baptist	M	1847
Central Queensland	Christianity	Brethren	F	29
Central Queensland	Christianity	Brethren	M	21
Central Queensland	Christianity	Catholic	F	23672
Central Queensland	Christianity	Catholic	M	21508
Central Queensland	Christianity	Churches Of Christ	F	114
Central Queensland	Christianity	Churches Of Christ	M	92
Central Queensland	Christianity	Eastern Orthodox	F	219
Central Queensland	Christianity	Eastern Orthodox	M	208
Central Queensland	Christianity	Jehovah's Witnesses	F	594
Central Queensland	Christianity	Jehovah's Witnesses	M	438
Central Queensland	Christianity	Latter Day Saints	F	203
Central Queensland	Christianity	Latter Day Saints	M	193
Central Queensland	Christianity	Lutheran	F	986
Central Queensland	Christianity	Lutheran	M	864
Central Queensland	Christianity	Oriental Orthodox	F	8
Central Queensland	Christianity	Oriental Orthodox	M	6
Central Queensland	Christianity	Pentecostal	F	1480
Central Queensland	Christianity	Pentecostal	M	1230
Central Queensland	Christianity	Presbyterian Reformed	F	3172
Central Queensland	Christianity	Presbyterian Reformed	M	3108
Central Queensland	Christianity	Protestant (Other)	F	511
Central Queensland	Christianity	Protestant (Other)	M	444
Central Queensland	Christianity	Salvation Army	F	417
Central Queensland	Christianity	Salvation Army	M	284
Central Queensland	Christianity	Seventh Day Adventist	F	258
Central Queensland	Christianity	Seventh Day Adventist	M	205
Central Queensland	Christianity	Uniting Church	F	5835
Central Queensland	Christianity	Uniting Church	M	4666
Central Queensland	Hinduism		F	701
Central Queensland	Hinduism		M	836
Central Queensland	Islam		F	365
Central Queensland	Islam		M	485
Central Queensland	Judaism		F	27
Central Queensland	Judaism		M	21
Central Queensland	No religion		F	41408
Central Queensland	No religion		M	46794
Gold Coast	(Other)		F	24672
Gold Coast	(Other)		M	25369
Gold Coast	(Other)	(Other)	F	1396
Gold Coast	(Other)	(Other)	M	980
Gold Coast	(Other)	Australian Aboriginal Traditional	F	23
Gold Coast	(Other)	Australian Aboriginal Traditional	M	31
Gold Coast	(Other)	Other spiritual beliefs	F	1107
Gold Coast	(Other)	Other spiritual beliefs	M	630
Gold Coast	(Other)	Secular beliefs	F	731
Gold Coast	(Other)	Secular beliefs	M	991
Gold Coast	(Other)	Sikhism	F	1201
Gold Coast	(Other)	Sikhism	M	1482
Gold Coast	Buddhism		F	5662
Gold Coast	Buddhism		M	3554
Gold Coast	Christianity		F	10931
Gold Coast	Christianity		M	9167
Gold Coast	Christianity	(Other)	F	427
Gold Coast	Christianity	(Other)	M	416
Gold Coast	Christianity	Anglican	F	41931
Gold Coast	Christianity	Anglican	M	34330
Gold Coast	Christianity	Assyrian Apostolic	F	9
Gold Coast	Christianity	Assyrian Apostolic	M	9
Gold Coast	Christianity	Baptist	F	3748
Gold Coast	Christianity	Baptist	M	3364
Gold Coast	Christianity	Brethren	F	21
Gold Coast	Christianity	Brethren	M	21
Gold Coast	Christianity	Catholic	F	62660
Gold Coast	Christianity	Catholic	M	53407
Gold Coast	Christianity	Churches Of Christ	F	450
Gold Coast	Christianity	Churches Of Christ	M	361
Gold Coast	Christianity	Eastern Orthodox	F	3256
Gold Coast	Christianity	Eastern Orthodox	M	2994
Gold Coast	Christianity	Jehovah's Witnesses	F	1670
Gold Coast	Christianity	Jehovah's Witnesses	M	1318
Gold Coast	Christianity	Latter Day Saints	F	1399
Gold Coast	Christianity	Latter Day Saints	M	1362
Gold Coast	Christianity	Lutheran	F	2043
Gold Coast	Christianity	Lutheran	M	1654
Gold Coast	Christianity	Oriental Orthodox	F	307
Gold Coast	Christianity	Oriental Orthodox	M	342
Gold Coast	Christianity	Pentecostal	F	4574
Gold Coast	Christianity	Pentecostal	M	3820
Gold Coast	Christianity	Presbyterian Reformed	F	6791
Gold Coast	Christianity	Presbyterian Reformed	M	5812
Gold Coast	Christianity	Protestant (Other)	F	1256
Gold Coast	Christianity	Protestant (Other)	M	1109
Gold Coast	Christianity	Salvation Army	F	367
Gold Coast	Christianity	Salvation Army	M	295
Gold Coast	Christianity	Seventh Day Adventist	F	774
Gold Coast	Christianity	Seventh Day Adventist	M	621
Gold Coast	Christianity	Uniting Church	F	10460
Gold Coast	Christianity	Uniting Church	M	7922
Gold Coast	Hinduism		F	3132
Gold Coast	Hinduism		M	3587
Gold Coast	Islam		F	2930
Gold Coast	Islam		M	3189
Gold Coast	Judaism		F	724
Gold Coast	Judaism		M	691
Gold Coast	No religion		F	134986
Gold Coast	No religion		M	142323
Ipswich	(Other)		F	13592
Ipswich	(Other)		M	18061
Ipswich	(Other)	(Other)	F	952
Ipswich	(Other)	(Other)	M	673
Ipswich	(Other)	Australian Aboriginal Traditional	F	37
Ipswich	(Other)	Australian Aboriginal Traditional	M	24
Ipswich	(Other)	Other spiritual beliefs	F	389
Ipswich	(Other)	Other spiritual beliefs	M	236
Ipswich	(Other)	Secular beliefs	F	428
Ipswich	(Other)	Secular beliefs	M	530
Ipswich	(Other)	Sikhism	F	1352
Ipswich	(Other)	Sikhism	M	1589
Ipswich	Buddhism		F	5308
Ipswich	Buddhism		M	4014
Ipswich	Christianity		F	7380
Ipswich	Christianity		M	6448
Ipswich	Christianity	(Other)	F	792
Ipswich	Christianity	(Other)	M	697
Ipswich	Christianity	Anglican	F	18805
Ipswich	Christianity	Anglican	M	15740
Ipswich	Christianity	Baptist	F	3732
Ipswich	Christianity	Baptist	M	3471
Ipswich	Christianity	Brethren	F	97
Ipswich	Christianity	Brethren	M	116
Ipswich	Christianity	Catholic	F	32461
Ipswich	Christianity	Catholic	M	28335
Ipswich	Christianity	Churches Of Christ	F	555
Ipswich	Christianity	Churches Of Christ	M	456
Ipswich	Christianity	Eastern Orthodox	F	875
Ipswich	Christianity	Eastern Orthodox	M	830
Ipswich	Christianity	Jehovah's Witnesses	F	1069
Ipswich	Christianity	Jehovah's Witnesses	M	810
Ipswich	Christianity	Latter Day Saints	F	2105
Ipswich	Christianity	Latter Day Saints	M	1943
Ipswich	Christianity	Lutheran	F	2722
Ipswich	Christianity	Lutheran	M	2370
Ipswich	Christianity	Oriental Orthodox	F	361
Ipswich	Christianity	Oriental Orthodox	M	375
Ipswich	Christianity	Pentecostal	F	3390
Ipswich	Christianity	Pentecostal	M	2915
Ipswich	Christianity	Presbyterian Reformed	F	3431
Ipswich	Christianity	Presbyterian Reformed	M	3146
Ipswich	Christianity	Protestant (Other)	F	1147
Ipswich	Christianity	Protestant (Other)	M	1074
Ipswich	Christianity	Salvation Army	F	626
Ipswich	Christianity	Salvation Army	M	457
Ipswich	Christianity	Seventh Day Adventist	F	867
Ipswich	Christianity	Seventh Day Adventist	M	769
Ipswich	Christianity	Uniting Church	F	7038
Ipswich	Christianity	Uniting Church	M	5673
Ipswich	Hinduism		F	3310
Ipswich	Hinduism		M	3431
Ipswich	Islam		F	3582
Ipswich	Islam		M	3642
Ipswich	Judaism		F	100
Ipswich	Judaism		M	91
Ipswich	No religion		F	68009
Ipswich	No religion		M	74711
Logan - Beaudesert	(Other)		F	14672
Logan - Beaudesert	(Other)		M	15782
Logan - Beaudesert	(Other)	(Other)	F	1016
Logan - Beaudesert	(Other)	(Other)	M	745
Logan - Beaudesert	(Other)	Australian Aboriginal Traditional	F	12
Logan - Beaudesert	(Other)	Australian Aboriginal Traditional	M	22
Logan - Beaudesert	(Other)	Other spiritual beliefs	F	454
Logan - Beaudesert	(Other)	Other spiritual beliefs	M	287
Logan - Beaudesert	(Other)	Secular beliefs	F	357
Logan - Beaudesert	(Other)	Secular beliefs	M	477
Logan - Beaudesert	(Other)	Sikhism	F	1721
Logan - Beaudesert	(Other)	Sikhism	M	2016
Logan - Beaudesert	Buddhism		F	3074
Logan - Beaudesert	Buddhism		M	2257
Logan - Beaudesert	Christianity		F	8152
Logan - Beaudesert	Christianity		M	7057
Logan - Beaudesert	Christianity	(Other)	F	383
Logan - Beaudesert	Christianity	(Other)	M	332
Logan - Beaudesert	Christianity	Anglican	F	18695
Logan - Beaudesert	Christianity	Anglican	M	15478
Logan - Beaudesert	Christianity	Assyrian Apostolic	F	11
Logan - Beaudesert	Christianity	Assyrian Apostolic	M	6
Logan - Beaudesert	Christianity	Baptist	F	4301
Logan - Beaudesert	Christianity	Baptist	M	4036
Logan - Beaudesert	Christianity	Brethren	F	20
Logan - Beaudesert	Christianity	Brethren	M	22
Logan - Beaudesert	Christianity	Catholic	F	28475
Logan - Beaudesert	Christianity	Catholic	M	25072
Logan - Beaudesert	Christianity	Churches Of Christ	F	252
Logan - Beaudesert	Christianity	Churches Of Christ	M	200
Logan - Beaudesert	Christianity	Eastern Orthodox	F	1346
Logan - Beaudesert	Christianity	Eastern Orthodox	M	1367
Logan - Beaudesert	Christianity	Jehovah's Witnesses	F	1409
Logan - Beaudesert	Christianity	Jehovah's Witnesses	M	1113
Logan - Beaudesert	Christianity	Latter Day Saints	F	1992
Logan - Beaudesert	Christianity	Latter Day Saints	M	1853
Logan - Beaudesert	Christianity	Lutheran	F	1545
Logan - Beaudesert	Christianity	Lutheran	M	1220
Logan - Beaudesert	Christianity	Oriental Orthodox	F	197
Logan - Beaudesert	Christianity	Oriental Orthodox	M	177
Logan - Beaudesert	Christianity	Pentecostal	F	3878
Logan - Beaudesert	Christianity	Pentecostal	M	3309
Logan - Beaudesert	Christianity	Presbyterian Reformed	F	3688
Logan - Beaudesert	Christianity	Presbyterian Reformed	M	3171
Logan - Beaudesert	Christianity	Protestant (Other)	F	1145
Logan - Beaudesert	Christianity	Protestant (Other)	M	979
Logan - Beaudesert	Christianity	Salvation Army	F	281
Logan - Beaudesert	Christianity	Salvation Army	M	229
Logan - Beaudesert	Christianity	Seventh Day Adventist	F	1360
Logan - Beaudesert	Christianity	Seventh Day Adventist	M	1172
Logan - Beaudesert	Christianity	Uniting Church	F	5781
Logan - Beaudesert	Christianity	Uniting Church	M	4374
Logan - Beaudesert	Hinduism		F	1956
Logan - Beaudesert	Hinduism		M	2134
Logan - Beaudesert	Islam		F	6509
Logan - Beaudesert	Islam		M	7071
Logan - Beaudesert	Judaism		F	85
Logan - Beaudesert	Judaism		M	83
Logan - Beaudesert	No religion		F	69388
Logan - Beaudesert	No religion		M	75573
Mackay - Isaac - Whitsunday	(Other)		F	9238
Mackay - Isaac - Whitsunday	(Other)		M	13399
Mackay - Isaac - Whitsunday	(Other)	(Other)	F	263
Mackay - Isaac - Whitsunday	(Other)	(Other)	M	166
Mackay - Isaac - Whitsunday	(Other)	Australian Aboriginal Traditional	F	4
Mackay - Isaac - Whitsunday	(Other)	Australian Aboriginal Traditional	M	9
Mackay - Isaac - Whitsunday	(Other)	Other spiritual beliefs	F	146
Mackay - Isaac - Whitsunday	(Other)	Other spiritual beliefs	M	105
Mackay - Isaac - Whitsunday	(Other)	Secular beliefs	F	172
Mackay - Isaac - Whitsunday	(Other)	Secular beliefs	M	202
Mackay - Isaac - Whitsunday	(Other)	Sikhism	F	124
Mackay - Isaac - Whitsunday	(Other)	Sikhism	M	145
Mackay - Isaac - Whitsunday	Buddhism		F	712
Mackay - Isaac - Whitsunday	Buddhism		M	456
Mackay - Isaac - Whitsunday	Christianity		F	2269
Mackay - Isaac - Whitsunday	Christianity		M	2076
Mackay - Isaac - Whitsunday	Christianity	(Other)	F	209
Mackay - Isaac - Whitsunday	Christianity	(Other)	M	212
Mackay - Isaac - Whitsunday	Christianity	Anglican	F	11016
Mackay - Isaac - Whitsunday	Christianity	Anglican	M	9927
Mackay - Isaac - Whitsunday	Christianity	Baptist	F	844
Mackay - Isaac - Whitsunday	Christianity	Baptist	M	781
Mackay - Isaac - Whitsunday	Christianity	Brethren	F	8
Mackay - Isaac - Whitsunday	Christianity	Brethren	M	7
Mackay - Isaac - Whitsunday	Christianity	Catholic	F	20197
Mackay - Isaac - Whitsunday	Christianity	Catholic	M	19027
Mackay - Isaac - Whitsunday	Christianity	Churches Of Christ	F	94
Mackay - Isaac - Whitsunday	Christianity	Churches Of Christ	M	92
Mackay - Isaac - Whitsunday	Christianity	Eastern Orthodox	F	164
Mackay - Isaac - Whitsunday	Christianity	Eastern Orthodox	M	119
Mackay - Isaac - Whitsunday	Christianity	Jehovah's Witnesses	F	466
Mackay - Isaac - Whitsunday	Christianity	Jehovah's Witnesses	M	348
Mackay - Isaac - Whitsunday	Christianity	Latter Day Saints	F	110
Mackay - Isaac - Whitsunday	Christianity	Latter Day Saints	M	101
Mackay - Isaac - Whitsunday	Christianity	Lutheran	F	687
Mackay - Isaac - Whitsunday	Christianity	Lutheran	M	576
Mackay - Isaac - Whitsunday	Christianity	Oriental Orthodox	F	7
Mackay - Isaac - Whitsunday	Christianity	Oriental Orthodox	M	11
Mackay - Isaac - Whitsunday	Christianity	Pentecostal	F	976
Mackay - Isaac - Whitsunday	Christianity	Pentecostal	M	821
Mackay - Isaac - Whitsunday	Christianity	Presbyterian Reformed	F	1634
Mackay - Isaac - Whitsunday	Christianity	Presbyterian Reformed	M	1717
Mackay - Isaac - Whitsunday	Christianity	Protestant (Other)	F	326
Mackay - Isaac - Whitsunday	Christianity	Protestant (Other)	M	317
Mackay - Isaac - Whitsunday	Christianity	Salvation Army	F	124
Mackay - Isaac - Whitsunday	Christianity	Salvation Army	M	92
Mackay - Isaac - Whitsunday	Christianity	Seventh Day Adventist	F	473
Mackay - Isaac - Whitsunday	Christianity	Seventh Day Adventist	M	378
Mackay - Isaac - Whitsunday	Christianity	Uniting Church	F	5459
Mackay - Isaac - Whitsunday	Christianity	Uniting Church	M	4620
Mackay - Isaac - Whitsunday	Hinduism		F	424
Mackay - Isaac - Whitsunday	Hinduism		M	457
Mackay - Isaac - Whitsunday	Islam		F	262
Mackay - Isaac - Whitsunday	Islam		M	303
Mackay - Isaac - Whitsunday	Judaism		F	32
Mackay - Isaac - Whitsunday	Judaism		M	21
Mackay - Isaac - Whitsunday	No religion		F	31725
Mackay - Isaac - Whitsunday	No religion		M	36206
Moreton Bay - North	(Other)		F	9566
Moreton Bay - North	(Other)		M	11462
Moreton Bay - North	(Other)	(Other)	F	763
Moreton Bay - North	(Other)	(Other)	M	420
Moreton Bay - North	(Other)	Australian Aboriginal Traditional	F	30
Moreton Bay - North	(Other)	Australian Aboriginal Traditional	M	21
Moreton Bay - North	(Other)	Other spiritual beliefs	F	409
Moreton Bay - North	(Other)	Other spiritual beliefs	M	207
Moreton Bay - North	(Other)	Secular beliefs	F	295
Moreton Bay - North	(Other)	Secular beliefs	M	408
Moreton Bay - North	(Other)	Sikhism	F	139
Moreton Bay - North	(Other)	Sikhism	M	173
Moreton Bay - North	Buddhism		F	1387
Moreton Bay - North	Buddhism		M	782
Moreton Bay - North	Christianity		F	4582
Moreton Bay - North	Christianity		M	3878
Moreton Bay - North	Christianity	(Other)	F	351
Moreton Bay - North	Christianity	(Other)	M	309
Moreton Bay - North	Christianity	Anglican	F	18514
Moreton Bay - North	Christianity	Anglican	M	15246
Moreton Bay - North	Christianity	Baptist	F	2815
Moreton Bay - North	Christianity	Baptist	M	2517
Moreton Bay - North	Christianity	Brethren	F	104
Moreton Bay - North	Christianity	Brethren	M	111
Moreton Bay - North	Christianity	Catholic	F	23389
Moreton Bay - North	Christianity	Catholic	M	19906
Moreton Bay - North	Christianity	Churches Of Christ	F	160
Moreton Bay - North	Christianity	Churches Of Christ	M	130
Moreton Bay - North	Christianity	Eastern Orthodox	F	510
Moreton Bay - North	Christianity	Eastern Orthodox	M	458
Moreton Bay - North	Christianity	Jehovah's Witnesses	F	939
Moreton Bay - North	Christianity	Jehovah's Witnesses	M	749
Moreton Bay - North	Christianity	Latter Day Saints	F	659
Moreton Bay - North	Christianity	Latter Day Saints	M	553
Moreton Bay - North	Christianity	Lutheran	F	1278
Moreton Bay - North	Christianity	Lutheran	M	987
Moreton Bay - North	Christianity	Oriental Orthodox	F	31
Moreton Bay - North	Christianity	Oriental Orthodox	M	30
Moreton Bay - North	Christianity	Pentecostal	F	1653
Moreton Bay - North	Christianity	Pentecostal	M	1421
Moreton Bay - North	Christianity	Presbyterian Reformed	F	3184
Moreton Bay - North	Christianity	Presbyterian Reformed	M	2739
Moreton Bay - North	Christianity	Protestant (Other)	F	816
Moreton Bay - North	Christianity	Protestant (Other)	M	733
Moreton Bay - North	Christianity	Salvation Army	F	379
Moreton Bay - North	Christianity	Salvation Army	M	247
Moreton Bay - North	Christianity	Seventh Day Adventist	F	616
Moreton Bay - North	Christianity	Seventh Day Adventist	M	495
Moreton Bay - North	Christianity	Uniting Church	F	5551
Moreton Bay - North	Christianity	Uniting Church	M	4165
Moreton Bay - North	Hinduism		F	509
Moreton Bay - North	Hinduism		M	488
Moreton Bay - North	Islam		F	318
Moreton Bay - North	Islam		M	370
Moreton Bay - North	Judaism		F	74
Moreton Bay - North	Judaism		M	63
Moreton Bay - North	No religion		F	56665
Moreton Bay - North	No religion		M	60002
Moreton Bay - South	(Other)		F	5497
Moreton Bay - South	(Other)		M	5982
Moreton Bay - South	(Other)	(Other)	F	446
Moreton Bay - South	(Other)	(Other)	M	301
Moreton Bay - South	(Other)	Australian Aboriginal Traditional	F	17
Moreton Bay - South	(Other)	Australian Aboriginal Traditional	M	12
Moreton Bay - South	(Other)	Other spiritual beliefs	F	252
Moreton Bay - South	(Other)	Other spiritual beliefs	M	123
Moreton Bay - South	(Other)	Secular beliefs	F	315
Moreton Bay - South	(Other)	Secular beliefs	M	380
Moreton Bay - South	(Other)	Sikhism	F	1019
Moreton Bay - South	(Other)	Sikhism	M	1124
Moreton Bay - South	Buddhism		F	1087
Moreton Bay - South	Buddhism		M	699
Moreton Bay - South	Christianity		F	4356
Moreton Bay - South	Christianity		M	3930
Moreton Bay - South	Christianity	(Other)	F	321
Moreton Bay - South	Christianity	(Other)	M	291
Moreton Bay - South	Christianity	Anglican	F	12233
Moreton Bay - South	Christianity	Anglican	M	10044
Moreton Bay - South	Christianity	Baptist	F	3171
Moreton Bay - South	Christianity	Baptist	M	2968
Moreton Bay - South	Christianity	Brethren	F	17
Moreton Bay - South	Christianity	Brethren	M	19
Moreton Bay - South	Christianity	Catholic	F	21210
Moreton Bay - South	Christianity	Catholic	M	19024
Moreton Bay - South	Christianity	Churches Of Christ	F	151
Moreton Bay - South	Christianity	Churches Of Christ	M	99
Moreton Bay - South	Christianity	Eastern Orthodox	F	484
Moreton Bay - South	Christianity	Eastern Orthodox	M	459
Moreton Bay - South	Christianity	Jehovah's Witnesses	F	570
Moreton Bay - South	Christianity	Jehovah's Witnesses	M	471
Moreton Bay - South	Christianity	Latter Day Saints	F	429
Moreton Bay - South	Christianity	Latter Day Saints	M	404
Moreton Bay - South	Christianity	Lutheran	F	937
Moreton Bay - South	Christianity	Lutheran	M	689
Moreton Bay - South	Christianity	Oriental Orthodox	F	159
Moreton Bay - South	Christianity	Oriental Orthodox	M	145
Moreton Bay - South	Christianity	Pentecostal	F	2026
Moreton Bay - South	Christianity	Pentecostal	M	1739
Moreton Bay - South	Christianity	Presbyterian Reformed	F	2429
Moreton Bay - South	Christianity	Presbyterian Reformed	M	2181
Moreton Bay - South	Christianity	Protestant (Other)	F	750
Moreton Bay - South	Christianity	Protestant (Other)	M	680
Moreton Bay - South	Christianity	Salvation Army	F	276
Moreton Bay - South	Christianity	Salvation Army	M	181
Moreton Bay - South	Christianity	Seventh Day Adventist	F	445
Moreton Bay - South	Christianity	Seventh Day Adventist	M	376
Moreton Bay - South	Christianity	Uniting Church	F	4545
Moreton Bay - South	Christianity	Uniting Church	M	3351
Moreton Bay - South	Hinduism		F	2005
Moreton Bay - South	Hinduism		M	2052
Moreton Bay - South	Islam		F	573
Moreton Bay - South	Islam		M	617
Moreton Bay - South	Judaism		F	65
Moreton Bay - South	Judaism		M	61
Moreton Bay - South	No religion		F	44968
Moreton Bay - South	No religion		M	48535
Queensland - Outback	(Other)		F	4687
Queensland - Outback	(Other)		M	6936
