SA4_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Shepparton	35-44	Speaks English not well or not at all	0	2005	37
Shepparton	35-44	Speaks English not well or not at all	0	2010	83
Shepparton	35-44	Speaks English not well or not at all	0	2015	121
Shepparton	35-44	Speaks English not well or not at all	0	2016	45
Shepparton	35-44	Speaks English not well or not at all	0	2017	35
Shepparton	35-44	Speaks English not well or not at all	0	2018	48
Shepparton	35-44	Speaks English not well or not at all	0	2019	48
Shepparton	35-44	Speaks English not well or not at all	0	2020	10
Shepparton	35-44	Speaks English not well or not at all	0	2021	3
Shepparton	35-44	Speaks English well or very well	0		23
Shepparton	35-44	Speaks English well or very well	0	2005	288
Shepparton	35-44	Speaks English well or very well	0	2010	722
Shepparton	35-44	Speaks English well or very well	0	2015	485
Shepparton	35-44	Speaks English well or very well	0	2016	113
Shepparton	35-44	Speaks English well or very well	0	2017	119
Shepparton	35-44	Speaks English well or very well	0	2018	112
Shepparton	35-44	Speaks English well or very well	0	2019	122
Shepparton	35-44	Speaks English well or very well	0	2020	46
Shepparton	35-44	Speaks English well or very well	0	2021	24
Shepparton	45-54				9
Shepparton	45-54			2005	4
Shepparton	45-54		1		30
Shepparton	45-54		1	2005	572
Shepparton	45-54		1	2010	110
Shepparton	45-54		1	2015	71
Shepparton	45-54		1	2016	9
Shepparton	45-54		1	2017	12
Shepparton	45-54		1	2018	13
Shepparton	45-54		1	2019	3
Shepparton	45-54		1	2020	13
Shepparton	45-54		1	2021	4
Shepparton	45-54	Speaks English not well or not at all	0		14
Shepparton	45-54	Speaks English not well or not at all	0	2005	94
Shepparton	45-54	Speaks English not well or not at all	0	2010	89
Shepparton	45-54	Speaks English not well or not at all	0	2015	100
Shepparton	45-54	Speaks English not well or not at all	0	2016	18
Shepparton	45-54	Speaks English not well or not at all	0	2017	26
Shepparton	45-54	Speaks English not well or not at all	0	2018	23
Shepparton	45-54	Speaks English not well or not at all	0	2019	39
Shepparton	45-54	Speaks English not well or not at all	0	2020	5
Shepparton	45-54	Speaks English not well or not at all	0	2021	3
Shepparton	45-54	Speaks English well or very well	0		13
Shepparton	45-54	Speaks English well or very well	0	2005	314
Shepparton	45-54	Speaks English well or very well	0	2010	267
Shepparton	45-54	Speaks English well or very well	0	2015	143
Shepparton	45-54	Speaks English well or very well	0	2016	31
Shepparton	45-54	Speaks English well or very well	0	2017	29
Shepparton	45-54	Speaks English well or very well	0	2018	29
Shepparton	45-54	Speaks English well or very well	0	2019	35
Shepparton	45-54	Speaks English well or very well	0	2020	15
Shepparton	55-64				9
Shepparton	55-64			2005	3
Shepparton	55-64		0	2005	7
Shepparton	55-64		1		44
Shepparton	55-64		1	2005	1094
Shepparton	55-64		1	2010	76
Shepparton	55-64		1	2015	42
Shepparton	55-64		1	2018	3
Shepparton	55-64		1	2019	5
Shepparton	55-64		1	2021	3
Shepparton	55-64	Speaks English not well or not at all	0		7
Shepparton	55-64	Speaks English not well or not at all	0	2005	119
Shepparton	55-64	Speaks English not well or not at all	0	2010	41
Shepparton	55-64	Speaks English not well or not at all	0	2015	56
Shepparton	55-64	Speaks English not well or not at all	0	2016	10
Shepparton	55-64	Speaks English not well or not at all	0	2017	6
Shepparton	55-64	Speaks English not well or not at all	0	2018	19
Shepparton	55-64	Speaks English not well or not at all	0	2019	38
Shepparton	55-64	Speaks English not well or not at all	0	2020	19
Shepparton	55-64	Speaks English not well or not at all	0	2021	3
Shepparton	55-64	Speaks English well or very well	0		20
Shepparton	55-64	Speaks English well or very well	0	2005	377
Shepparton	55-64	Speaks English well or very well	0	2010	92
Shepparton	55-64	Speaks English well or very well	0	2015	45
Shepparton	55-64	Speaks English well or very well	0	2016	3
Shepparton	55-64	Speaks English well or very well	0	2017	8
Shepparton	55-64	Speaks English well or very well	0	2018	5
Shepparton	55-64	Speaks English well or very well	0	2019	10
Shepparton	55-64	Speaks English well or very well	0	2020	12
Shepparton	65-74				3
Shepparton	65-74			2005	4
Shepparton	65-74		0	2005	3
Shepparton	65-74		1		83
Shepparton	65-74		1	2005	1529
Shepparton	65-74		1	2010	31
Shepparton	65-74		1	2015	9
Shepparton	65-74		1	2016	5
Shepparton	65-74	Speaks English not well or not at all	0		13
Shepparton	65-74	Speaks English not well or not at all	0	2005	113
Shepparton	65-74	Speaks English not well or not at all	0	2010	27
Shepparton	65-74	Speaks English not well or not at all	0	2015	29
Shepparton	65-74	Speaks English not well or not at all	0	2016	10
Shepparton	65-74	Speaks English not well or not at all	0	2017	7
Shepparton	65-74	Speaks English not well or not at all	0	2018	5
Shepparton	65-74	Speaks English not well or not at all	0	2019	26
Shepparton	65-74	Speaks English not well or not at all	0	2020	8
Shepparton	65-74	Speaks English well or very well	0		18
Shepparton	65-74	Speaks English well or very well	0	2005	421
Shepparton	65-74	Speaks English well or very well	0	2010	11
Shepparton	65-74	Speaks English well or very well	0	2015	9
Shepparton	65-74	Speaks English well or very well	0	2016	3
Shepparton	65-74	Speaks English well or very well	0	2017	4
Shepparton	65-74	Speaks English well or very well	0	2018	3
Shepparton	65-74	Speaks English well or very well	0	2019	4
Shepparton	65-74	Speaks English well or very well	0	2020	10
Shepparton	65-74	Speaks English well or very well	0	2021	4
Shepparton	75-84				8
Shepparton	75-84			2005	3
Shepparton	75-84		0	2005	4
Shepparton	75-84		1		59
Shepparton	75-84		1	2005	949
Shepparton	75-84		1	2010	8
Shepparton	75-84		1	2015	8
Shepparton	75-84		1	2017	6
Shepparton	75-84	Speaks English not well or not at all	0		9
Shepparton	75-84	Speaks English not well or not at all	0	2005	143
Shepparton	75-84	Speaks English not well or not at all	0	2010	10
Shepparton	75-84	Speaks English not well or not at all	0	2015	11
Shepparton	75-84	Speaks English not well or not at all	0	2017	4
Shepparton	75-84	Speaks English not well or not at all	0	2019	6
Shepparton	75-84	Speaks English well or very well	0		15
Shepparton	75-84	Speaks English well or very well	0	2005	347
Shepparton	75-84	Speaks English well or very well	0	2010	5
Shepparton	85+				3
Shepparton	85+			2005	3
Shepparton	85+		0	2005	5
Shepparton	85+		1		32
Shepparton	85+		1	2005	254
Shepparton	85+	Speaks English not well or not at all	0		6
Shepparton	85+	Speaks English not well or not at all	0	2005	98
Shepparton	85+	Speaks English well or very well	0		8
Shepparton	85+	Speaks English well or very well	0	2005	145
Warrnambool and South West	0-14		0	2019	4
Warrnambool and South West	0-14		1		16
Warrnambool and South West	0-14		1	2010	54
Warrnambool and South West	0-14		1	2015	113
Warrnambool and South West	0-14		1	2016	16
Warrnambool and South West	0-14		1	2017	17
Warrnambool and South West	0-14		1	2018	15
Warrnambool and South West	0-14		1	2019	22
Warrnambool and South West	0-14		1	2020	5
Warrnambool and South West	0-14		1	2021	4
Warrnambool and South West	0-14	Speaks English not well or not at all	0		7
Warrnambool and South West	0-14	Speaks English not well or not at all	0	2010	3
Warrnambool and South West	0-14	Speaks English not well or not at all	0	2017	7
Warrnambool and South West	0-14	Speaks English not well or not at all	0	2018	8
Warrnambool and South West	0-14	Speaks English not well or not at all	0	2019	25
Warrnambool and South West	0-14	Speaks English not well or not at all	0	2020	3
Warrnambool and South West	0-14	Speaks English well or very well	0		9
Warrnambool and South West	0-14	Speaks English well or very well	0	2010	5
Warrnambool and South West	0-14	Speaks English well or very well	0	2015	59
Warrnambool and South West	0-14	Speaks English well or very well	0	2016	12
Warrnambool and South West	0-14	Speaks English well or very well	0	2017	24
Warrnambool and South West	0-14	Speaks English well or very well	0	2018	50
Warrnambool and South West	0-14	Speaks English well or very well	0	2019	68
Warrnambool and South West	0-14	Speaks English well or very well	0	2020	18
Warrnambool and South West	0-14	Speaks English well or very well	0	2021	8
Warrnambool and South West	15-24		1		17
Warrnambool and South West	15-24		1	2005	65
Warrnambool and South West	15-24		1	2010	142
Warrnambool and South West	15-24		1	2015	62
Warrnambool and South West	15-24		1	2016	16
Warrnambool and South West	15-24		1	2017	13
Warrnambool and South West	15-24		1	2018	13
Warrnambool and South West	15-24		1	2019	18
Warrnambool and South West	15-24		1	2020	11
Warrnambool and South West	15-24		1	2021	4
Warrnambool and South West	15-24	Speaks English not well or not at all	0		3
Warrnambool and South West	15-24	Speaks English not well or not at all	0	2005	5
Warrnambool and South West	15-24	Speaks English not well or not at all	0	2017	5
Warrnambool and South West	15-24	Speaks English not well or not at all	0	2018	4
Warrnambool and South West	15-24	Speaks English not well or not at all	0	2019	16
Warrnambool and South West	15-24	Speaks English not well or not at all	0	2020	9
Warrnambool and South West	15-24	Speaks English well or very well	0		5
Warrnambool and South West	15-24	Speaks English well or very well	0	2005	11
Warrnambool and South West	15-24	Speaks English well or very well	0	2010	45
Warrnambool and South West	15-24	Speaks English well or very well	0	2015	50
Warrnambool and South West	15-24	Speaks English well or very well	0	2016	15
Warrnambool and South West	15-24	Speaks English well or very well	0	2017	22
Warrnambool and South West	15-24	Speaks English well or very well	0	2018	28
Warrnambool and South West	15-24	Speaks English well or very well	0	2019	48
Warrnambool and South West	15-24	Speaks English well or very well	0	2020	8
Warrnambool and South West	15-24	Speaks English well or very well	0	2021	13
Warrnambool and South West	25-34				3
Warrnambool and South West	25-34			2005	5
Warrnambool and South West	25-34		1		20
Warrnambool and South West	25-34		1	2005	180
Warrnambool and South West	25-34		1	2010	80
Warrnambool and South West	25-34		1	2015	135
Warrnambool and South West	25-34		1	2016	36
Warrnambool and South West	25-34		1	2017	22
Warrnambool and South West	25-34		1	2018	49
Warrnambool and South West	25-34		1	2019	37
Warrnambool and South West	25-34		1	2020	19
Warrnambool and South West	25-34		1	2021	8
Warrnambool and South West	25-34	Speaks English not well or not at all	0		6
Warrnambool and South West	25-34	Speaks English not well or not at all	0	2010	4
Warrnambool and South West	25-34	Speaks English not well or not at all	0	2015	21
Warrnambool and South West	25-34	Speaks English not well or not at all	0	2016	26
Warrnambool and South West	25-34	Speaks English not well or not at all	0	2017	43
Warrnambool and South West	25-34	Speaks English not well or not at all	0	2018	62
Warrnambool and South West	25-34	Speaks English not well or not at all	0	2019	69
Warrnambool and South West	25-34	Speaks English not well or not at all	0	2020	12
Warrnambool and South West	25-34	Speaks English well or very well	0		11
Warrnambool and South West	25-34	Speaks English well or very well	0	2005	39
Warrnambool and South West	25-34	Speaks English well or very well	0	2010	105
Warrnambool and South West	25-34	Speaks English well or very well	0	2015	226
Warrnambool and South West	25-34	Speaks English well or very well	0	2016	94
Warrnambool and South West	25-34	Speaks English well or very well	0	2017	112
Warrnambool and South West	25-34	Speaks English well or very well	0	2018	164
Warrnambool and South West	25-34	Speaks English well or very well	0	2019	177
Warrnambool and South West	25-34	Speaks English well or very well	0	2020	42
Warrnambool and South West	25-34	Speaks English well or very well	0	2021	28
Warrnambool and South West	35-44		0	2018	4
Warrnambool and South West	35-44		0	2020	3
Warrnambool and South West	35-44		1		24
Warrnambool and South West	35-44		1	2005	336
Warrnambool and South West	35-44		1	2010	178
Warrnambool and South West	35-44		1	2015	111
Warrnambool and South West	35-44		1	2016	15
Warrnambool and South West	35-44		1	2017	15
Warrnambool and South West	35-44		1	2018	16
Warrnambool and South West	35-44		1	2019	25
Warrnambool and South West	35-44		1	2020	12
Warrnambool and South West	35-44		1	2021	3
Warrnambool and South West	35-44	Speaks English not well or not at all	0	2010	20
Warrnambool and South West	35-44	Speaks English not well or not at all	0	2015	21
Warrnambool and South West	35-44	Speaks English not well or not at all	0	2016	9
Warrnambool and South West	35-44	Speaks English not well or not at all	0	2017	28
Warrnambool and South West	35-44	Speaks English not well or not at all	0	2018	22
Warrnambool and South West	35-44	Speaks English not well or not at all	0	2019	16
Warrnambool and South West	35-44	Speaks English well or very well	0		12
Warrnambool and South West	35-44	Speaks English well or very well	0	2005	102
Warrnambool and South West	35-44	Speaks English well or very well	0	2010	246
Warrnambool and South West	35-44	Speaks English well or very well	0	2015	235
Warrnambool and South West	35-44	Speaks English well or very well	0	2016	39
Warrnambool and South West	35-44	Speaks English well or very well	0	2017	42
Warrnambool and South West	35-44	Speaks English well or very well	0	2018	69
Warrnambool and South West	35-44	Speaks English well or very well	0	2019	61
Warrnambool and South West	35-44	Speaks English well or very well	0	2020	23
Warrnambool and South West	35-44	Speaks English well or very well	0	2021	13
Warrnambool and South West	45-54				4
Warrnambool and South West	45-54		1		34
Warrnambool and South West	45-54		1	2005	680
Warrnambool and South West	45-54		1	2010	139
Warrnambool and South West	45-54		1	2015	80
Warrnambool and South West	45-54		1	2016	13
Warrnambool and South West	45-54		1	2017	12
Warrnambool and South West	45-54		1	2018	5
Warrnambool and South West	45-54		1	2020	7
Warrnambool and South West	45-54		1	2021	3
Warrnambool and South West	45-54	Speaks English not well or not at all	0	2005	5
Warrnambool and South West	45-54	Speaks English not well or not at all	0	2010	15
Warrnambool and South West	45-54	Speaks English not well or not at all	0	2015	7
Warrnambool and South West	45-54	Speaks English not well or not at all	0	2016	4
Warrnambool and South West	45-54	Speaks English not well or not at all	0	2018	6
Warrnambool and South West	45-54	Speaks English not well or not at all	0	2019	6
Warrnambool and South West	45-54	Speaks English not well or not at all	0	2020	3
Warrnambool and South West	45-54	Speaks English well or very well	0	2005	142
Warrnambool and South West	45-54	Speaks English well or very well	0	2010	99
Warrnambool and South West	45-54	Speaks English well or very well	0	2015	74
Warrnambool and South West	45-54	Speaks English well or very well	0	2016	14
Warrnambool and South West	45-54	Speaks English well or very well	0	2017	8
Warrnambool and South West	45-54	Speaks English well or very well	0	2018	17
Warrnambool and South West	45-54	Speaks English well or very well	0	2019	21
Warrnambool and South West	45-54	Speaks English well or very well	0	2020	3
Warrnambool and South West	55-64				6
Warrnambool and South West	55-64		0		4
Warrnambool and South West	55-64		1		56
Warrnambool and South West	55-64		1	2005	1245
Warrnambool and South West	55-64		1	2010	92
Warrnambool and South West	55-64		1	2015	43
Warrnambool and South West	55-64		1	2016	6
Warrnambool and South West	55-64		1	2018	4
Warrnambool and South West	55-64		1	2019	3
Warrnambool and South West	55-64	Speaks English not well or not at all	0		5
Warrnambool and South West	55-64	Speaks English not well or not at all	0	2005	12
Warrnambool and South West	55-64	Speaks English not well or not at all	0	2010	15
Warrnambool and South West	55-64	Speaks English not well or not at all	0	2015	6
Warrnambool and South West	55-64	Speaks English not well or not at all	0	2020	5
Warrnambool and South West	55-64	Speaks English well or very well	0		6
Warrnambool and South West	55-64	Speaks English well or very well	0	2005	154
Warrnambool and South West	55-64	Speaks English well or very well	0	2010	30
Warrnambool and South West	55-64	Speaks English well or very well	0	2015	15
Warrnambool and South West	55-64	Speaks English well or very well	0	2017	4
Warrnambool and South West	55-64	Speaks English well or very well	0	2019	3
Warrnambool and South West	65-74				3
Warrnambool and South West	65-74			2005	3
Warrnambool and South West	65-74		0	2005	3
Warrnambool and South West	65-74		1		58
Warrnambool and South West	65-74		1	2005	1531
Warrnambool and South West	65-74		1	2010	33
Warrnambool and South West	65-74		1	2015	15
Warrnambool and South West	65-74		1	2016	3
Warrnambool and South West	65-74		1	2019	5
Warrnambool and South West	65-74		1	2020	3
Warrnambool and South West	65-74	Speaks English not well or not at all	0	2005	9
Warrnambool and South West	65-74	Speaks English not well or not at all	0	2010	5
Warrnambool and South West	65-74	Speaks English not well or not at all	0	2018	5
Warrnambool and South West	65-74	Speaks English not well or not at all	0	2019	7
Warrnambool and South West	65-74	Speaks English well or very well	0	2005	153
Warrnambool and South West	65-74	Speaks English well or very well	0	2010	7
Warrnambool and South West	65-74	Speaks English well or very well	0	2015	3
Warrnambool and South West	65-74	Speaks English well or very well	0	2016	3
Warrnambool and South West	75-84				8
Warrnambool and South West	75-84			2005	6
Warrnambool and South West	75-84		0	2005	3
Warrnambool and South West	75-84		1		55
Warrnambool and South West	75-84		1	2005	889
Warrnambool and South West	75-84		1	2010	16
Warrnambool and South West	75-84		1	2015	3
Warrnambool and South West	75-84	Speaks English not well or not at all	0	2005	7
Warrnambool and South West	75-84	Speaks English well or very well	0	2005	87
Warrnambool and South West	75-84	Speaks English well or very well	0	2015	3
Warrnambool and South West	85+				11
Warrnambool and South West	85+			2005	3
Warrnambool and South West	85+		0	2005	3
Warrnambool and South West	85+		1		24
Warrnambool and South West	85+		1	2005	255
Warrnambool and South West	85+		1	2010	3
Warrnambool and South West	85+		1	2019	5
Warrnambool and South West	85+	Speaks English not well or not at all	0	2005	7
Warrnambool and South West	85+	Speaks English well or very well	0		4
Warrnambool and South West	85+	Speaks English well or very well	0	2005	50
No usual address (Vic.)	0-14		1	2010	5
No usual address (Vic.)	0-14		1	2015	3
No usual address (Vic.)	0-14		1	2016	3
No usual address (Vic.)	0-14		1	2021	8
No usual address (Vic.)	0-14	Speaks English not well or not at all	0		3
No usual address (Vic.)	0-14	Speaks English not well or not at all	0	2021	13
No usual address (Vic.)	0-14	Speaks English well or very well	0		4
No usual address (Vic.)	0-14	Speaks English well or very well	0	2015	15
No usual address (Vic.)	0-14	Speaks English well or very well	0	2017	3
No usual address (Vic.)	0-14	Speaks English well or very well	0	2019	3
No usual address (Vic.)	0-14	Speaks English well or very well	0	2021	14
No usual address (Vic.)	15-24		1	2005	6
No usual address (Vic.)	15-24		1	2010	17
No usual address (Vic.)	15-24		1	2015	4
No usual address (Vic.)	15-24		1	2016	3
No usual address (Vic.)	15-24		1	2019	6
No usual address (Vic.)	15-24		1	2021	5
No usual address (Vic.)	15-24	Speaks English not well or not at all	0	2020	3
No usual address (Vic.)	15-24	Speaks English well or very well	0	2005	9
No usual address (Vic.)	15-24	Speaks English well or very well	0	2010	21
No usual address (Vic.)	15-24	Speaks English well or very well	0	2015	14
No usual address (Vic.)	15-24	Speaks English well or very well	0	2016	5
No usual address (Vic.)	15-24	Speaks English well or very well	0	2017	13
No usual address (Vic.)	15-24	Speaks English well or very well	0	2018	13
No usual address (Vic.)	15-24	Speaks English well or very well	0	2019	19
No usual address (Vic.)	15-24	Speaks English well or very well	0	2020	6
No usual address (Vic.)	15-24	Speaks English well or very well	0	2021	4
No usual address (Vic.)	25-34				5
No usual address (Vic.)	25-34		1		3
No usual address (Vic.)	25-34		1	2005	25
No usual address (Vic.)	25-34		1	2010	11
No usual address (Vic.)	25-34		1	2015	15
No usual address (Vic.)	25-34		1	2016	3
No usual address (Vic.)	25-34		1	2017	7
No usual address (Vic.)	25-34		1	2018	15
No usual address (Vic.)	25-34		1	2019	29
No usual address (Vic.)	25-34		1	2020	11
No usual address (Vic.)	25-34		1	2021	15
No usual address (Vic.)	25-34	Speaks English not well or not at all	0		5
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2015	3
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2016	3
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2017	6
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2018	3
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2019	8
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2020	6
No usual address (Vic.)	25-34	Speaks English well or very well	0		10
No usual address (Vic.)	25-34	Speaks English well or very well	0	2005	24
No usual address (Vic.)	25-34	Speaks English well or very well	0	2010	18
No usual address (Vic.)	25-34	Speaks English well or very well	0	2015	33
No usual address (Vic.)	25-34	Speaks English well or very well	0	2016	3
No usual address (Vic.)	25-34	Speaks English well or very well	0	2017	14
No usual address (Vic.)	25-34	Speaks English well or very well	0	2018	31
No usual address (Vic.)	25-34	Speaks English well or very well	0	2019	35
No usual address (Vic.)	25-34	Speaks English well or very well	0	2020	23
No usual address (Vic.)	25-34	Speaks English well or very well	0	2021	14
No usual address (Vic.)	35-44				5
No usual address (Vic.)	35-44		1		3
No usual address (Vic.)	35-44		1	2005	66
No usual address (Vic.)	35-44		1	2010	24
No usual address (Vic.)	35-44		1	2015	13
No usual address (Vic.)	35-44		1	2018	3
No usual address (Vic.)	35-44		1	2019	3
No usual address (Vic.)	35-44		1	2021	7
No usual address (Vic.)	35-44	Speaks English not well or not at all	0		5
No usual address (Vic.)	35-44	Speaks English not well or not at all	0	2005	3
No usual address (Vic.)	35-44	Speaks English not well or not at all	0	2010	4
No usual address (Vic.)	35-44	Speaks English not well or not at all	0	2015	9
No usual address (Vic.)	35-44	Speaks English not well or not at all	0	2016	4
No usual address (Vic.)	35-44	Speaks English not well or not at all	0	2017	4
No usual address (Vic.)	35-44	Speaks English not well or not at all	0	2018	3
No usual address (Vic.)	35-44	Speaks English not well or not at all	0	2021	4
No usual address (Vic.)	35-44	Speaks English well or very well	0		4
No usual address (Vic.)	35-44	Speaks English well or very well	0	2005	25
No usual address (Vic.)	35-44	Speaks English well or very well	0	2010	22
No usual address (Vic.)	35-44	Speaks English well or very well	0	2015	16
No usual address (Vic.)	35-44	Speaks English well or very well	0	2016	5
No usual address (Vic.)	35-44	Speaks English well or very well	0	2018	5
No usual address (Vic.)	35-44	Speaks English well or very well	0	2020	4
No usual address (Vic.)	35-44	Speaks English well or very well	0	2021	37
No usual address (Vic.)	45-54		1		4
No usual address (Vic.)	45-54		1	2005	62
No usual address (Vic.)	45-54		1	2010	13
No usual address (Vic.)	45-54		1	2015	14
No usual address (Vic.)	45-54	Speaks English not well or not at all	0		3
No usual address (Vic.)	45-54	Speaks English not well or not at all	0	2005	3
No usual address (Vic.)	45-54	Speaks English not well or not at all	0	2010	5
No usual address (Vic.)	45-54	Speaks English not well or not at all	0	2015	8
No usual address (Vic.)	45-54	Speaks English not well or not at all	0	2018	6
No usual address (Vic.)	45-54	Speaks English not well or not at all	0	2019	4
No usual address (Vic.)	45-54	Speaks English not well or not at all	0	2021	4
No usual address (Vic.)	45-54	Speaks English well or very well	0	2005	31
No usual address (Vic.)	45-54	Speaks English well or very well	0	2010	11
No usual address (Vic.)	45-54	Speaks English well or very well	0	2015	4
No usual address (Vic.)	45-54	Speaks English well or very well	0	2019	4
No usual address (Vic.)	45-54	Speaks English well or very well	0	2021	3
No usual address (Vic.)	55-64		1		4
No usual address (Vic.)	55-64		1	2005	88
No usual address (Vic.)	55-64		1	2010	11
No usual address (Vic.)	55-64		1	2015	11
No usual address (Vic.)	55-64		1	2021	4
No usual address (Vic.)	55-64	Speaks English not well or not at all	0	2005	4
No usual address (Vic.)	55-64	Speaks English not well or not at all	0	2010	5
No usual address (Vic.)	55-64	Speaks English well or very well	0	2005	31
No usual address (Vic.)	55-64	Speaks English well or very well	0	2017	4
No usual address (Vic.)	65-74		1		3
No usual address (Vic.)	65-74		1	2005	59
No usual address (Vic.)	65-74	Speaks English not well or not at all	0	2005	15
No usual address (Vic.)	65-74	Speaks English not well or not at all	0	2010	6
No usual address (Vic.)	65-74	Speaks English well or very well	0	2005	22
No usual address (Vic.)	75-84		1		4
No usual address (Vic.)	75-84		1	2005	24
No usual address (Vic.)	75-84	Speaks English well or very well	0	2005	8
No usual address (Vic.)	85+		1	2005	4
No usual address (Vic.)	85+	Speaks English not well or not at all	0	2005	3
Brisbane - East	0-14		0	2020	4
Brisbane - East	0-14		1		67
Brisbane - East	0-14		1	2010	325
Brisbane - East	0-14		1	2015	781
Brisbane - East	0-14		1	2016	175
Brisbane - East	0-14		1	2017	163
Brisbane - East	0-14		1	2018	159
Brisbane - East	0-14		1	2019	199
Brisbane - East	0-14		1	2020	65
Brisbane - East	0-14		1	2021	38
Brisbane - East	0-14	Speaks English not well or not at all	0		7
Brisbane - East	0-14	Speaks English not well or not at all	0	2015	4
Brisbane - East	0-14	Speaks English not well or not at all	0	2017	4
Brisbane - East	0-14	Speaks English not well or not at all	0	2018	7
Brisbane - East	0-14	Speaks English not well or not at all	0	2019	6
Brisbane - East	0-14	Speaks English not well or not at all	0	2020	3
Brisbane - East	0-14	Speaks English not well or not at all	0	2021	5
Brisbane - East	0-14	Speaks English well or very well	0		24
Brisbane - East	0-14	Speaks English well or very well	0	2010	98
Brisbane - East	0-14	Speaks English well or very well	0	2015	313
Brisbane - East	0-14	Speaks English well or very well	0	2016	79
Brisbane - East	0-14	Speaks English well or very well	0	2017	101
Brisbane - East	0-14	Speaks English well or very well	0	2018	78
Brisbane - East	0-14	Speaks English well or very well	0	2019	78
Brisbane - East	0-14	Speaks English well or very well	0	2020	52
Brisbane - East	0-14	Speaks English well or very well	0	2021	22
Brisbane - East	15-24		1		64
Brisbane - East	15-24		1	2005	604
Brisbane - East	15-24		1	2010	1523
Brisbane - East	15-24		1	2015	644
Brisbane - East	15-24		1	2016	53
Brisbane - East	15-24		1	2017	57
Brisbane - East	15-24		1	2018	46
Brisbane - East	15-24		1	2019	58
Brisbane - East	15-24		1	2020	35
Brisbane - East	15-24		1	2021	10
Brisbane - East	15-24	Speaks English not well or not at all	0		4
Brisbane - East	15-24	Speaks English not well or not at all	0	2010	3
Brisbane - East	15-24	Speaks English not well or not at all	0	2015	3
Brisbane - East	15-24	Speaks English not well or not at all	0	2019	9
Brisbane - East	15-24	Speaks English not well or not at all	0	2020	3
Brisbane - East	15-24	Speaks English well or very well	0		14
Brisbane - East	15-24	Speaks English well or very well	0	2005	110
Brisbane - East	15-24	Speaks English well or very well	0	2010	439
Brisbane - East	15-24	Speaks English well or very well	0	2015	283
Brisbane - East	15-24	Speaks English well or very well	0	2016	50
Brisbane - East	15-24	Speaks English well or very well	0	2017	48
Brisbane - East	15-24	Speaks English well or very well	0	2018	59
Brisbane - East	15-24	Speaks English well or very well	0	2019	60
Brisbane - East	15-24	Speaks English well or very well	0	2020	31
Brisbane - East	15-24	Speaks English well or very well	0	2021	14
Brisbane - East	25-34				4
Brisbane - East	25-34			2005	7
Brisbane - East	25-34		1		78
Brisbane - East	25-34		1	2005	1403
Brisbane - East	25-34		1	2010	817
Brisbane - East	25-34		1	2015	772
Brisbane - East	25-34		1	2016	121
Brisbane - East	25-34		1	2017	113
Brisbane - East	25-34		1	2018	101
Brisbane - East	25-34		1	2019	96
Brisbane - East	25-34		1	2020	43
Brisbane - East	25-34		1	2021	16
Brisbane - East	25-34	Speaks English not well or not at all	0		3
Brisbane - East	25-34	Speaks English not well or not at all	0	2005	8
Brisbane - East	25-34	Speaks English not well or not at all	0	2010	7
Brisbane - East	25-34	Speaks English not well or not at all	0	2015	17
Brisbane - East	25-34	Speaks English not well or not at all	0	2016	11
Brisbane - East	25-34	Speaks English not well or not at all	0	2018	9
Brisbane - East	25-34	Speaks English not well or not at all	0	2019	10
Brisbane - East	25-34	Speaks English well or very well	0		28
Brisbane - East	25-34	Speaks English well or very well	0	2005	280
Brisbane - East	25-34	Speaks English well or very well	0	2010	518
Brisbane - East	25-34	Speaks English well or very well	0	2015	543
Brisbane - East	25-34	Speaks English well or very well	0	2016	130
Brisbane - East	25-34	Speaks English well or very well	0	2017	129
Brisbane - East	25-34	Speaks English well or very well	0	2018	140
Brisbane - East	25-34	Speaks English well or very well	0	2019	132
Brisbane - East	25-34	Speaks English well or very well	0	2020	37
Brisbane - East	25-34	Speaks English well or very well	0	2021	15
Brisbane - East	35-44				11
Brisbane - East	35-44			2015	6
Brisbane - East	35-44		0	2010	3
Brisbane - East	35-44		1		97
Brisbane - East	35-44		1	2005	2388
Brisbane - East	35-44		1	2010	1512
Brisbane - East	35-44		1	2015	981
Brisbane - East	35-44		1	2016	127
Brisbane - East	35-44		1	2017	121
Brisbane - East	35-44		1	2018	101
Brisbane - East	35-44		1	2019	92
Brisbane - East	35-44		1	2020	39
Brisbane - East	35-44		1	2021	36
Brisbane - East	35-44	Speaks English not well or not at all	0		4
Brisbane - East	35-44	Speaks English not well or not at all	0	2005	17
Brisbane - East	35-44	Speaks English not well or not at all	0	2010	45
Brisbane - East	35-44	Speaks English not well or not at all	0	2015	50
Brisbane - East	35-44	Speaks English not well or not at all	0	2016	7
Brisbane - East	35-44	Speaks English not well or not at all	0	2017	8
Brisbane - East	35-44	Speaks English not well or not at all	0	2018	10
Brisbane - East	35-44	Speaks English not well or not at all	0	2019	4
