STE_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
South Australia	35-44			2005	10
South Australia	35-44			2010	12
South Australia	35-44			2015	11
South Australia	35-44			2019	4
South Australia	35-44			2021	3
South Australia	35-44		0		4
South Australia	35-44		0	2005	21
South Australia	35-44		0	2010	33
South Australia	35-44		0	2015	17
South Australia	35-44		0	2016	6
South Australia	35-44		0	2017	3
South Australia	35-44		0	2019	4
South Australia	35-44		0	2020	3
South Australia	35-44		1		372
South Australia	35-44		1	2005	8812
South Australia	35-44		1	2010	3577
South Australia	35-44		1	2015	2728
South Australia	35-44		1	2016	444
South Australia	35-44		1	2017	406
South Australia	35-44		1	2018	449
South Australia	35-44		1	2019	521
South Australia	35-44		1	2020	281
South Australia	35-44		1	2021	104
South Australia	35-44	Speaks English not well or not at all	0		109
South Australia	35-44	Speaks English not well or not at all	0	2005	434
South Australia	35-44	Speaks English not well or not at all	0	2010	1197
South Australia	35-44	Speaks English not well or not at all	0	2015	1593
South Australia	35-44	Speaks English not well or not at all	0	2016	381
South Australia	35-44	Speaks English not well or not at all	0	2017	306
South Australia	35-44	Speaks English not well or not at all	0	2018	370
South Australia	35-44	Speaks English not well or not at all	0	2019	496
South Australia	35-44	Speaks English not well or not at all	0	2020	194
South Australia	35-44	Speaks English not well or not at all	0	2021	59
South Australia	35-44	Speaks English well or very well	0		407
South Australia	35-44	Speaks English well or very well	0	2005	8459
South Australia	35-44	Speaks English well or very well	0	2010	15372
South Australia	35-44	Speaks English well or very well	0	2015	10438
South Australia	35-44	Speaks English well or very well	0	2016	2155
South Australia	35-44	Speaks English well or very well	0	2017	2091
South Australia	35-44	Speaks English well or very well	0	2018	2316
South Australia	35-44	Speaks English well or very well	0	2019	2258
South Australia	35-44	Speaks English well or very well	0	2020	918
South Australia	35-44	Speaks English well or very well	0	2021	232
South Australia	45-54				108
South Australia	45-54			2005	16
South Australia	45-54			2010	4
South Australia	45-54			2018	5
South Australia	45-54		0		10
South Australia	45-54		0	2005	23
South Australia	45-54		0	2010	16
South Australia	45-54		0	2015	9
South Australia	45-54		0	2019	7
South Australia	45-54		1		520
South Australia	45-54		1	2005	17700
South Australia	45-54		1	2010	4798
South Australia	45-54		1	2015	2237
South Australia	45-54		1	2016	235
South Australia	45-54		1	2017	206
South Australia	45-54		1	2018	223
South Australia	45-54		1	2019	208
South Australia	45-54		1	2020	103
South Australia	45-54		1	2021	55
South Australia	45-54	Speaks English not well or not at all	0		113
South Australia	45-54	Speaks English not well or not at all	0	2005	1595
South Australia	45-54	Speaks English not well or not at all	0	2010	1496
South Australia	45-54	Speaks English not well or not at all	0	2015	1365
South Australia	45-54	Speaks English not well or not at all	0	2016	241
South Australia	45-54	Speaks English not well or not at all	0	2017	247
South Australia	45-54	Speaks English not well or not at all	0	2018	256
South Australia	45-54	Speaks English not well or not at all	0	2019	364
South Australia	45-54	Speaks English not well or not at all	0	2020	161
South Australia	45-54	Speaks English not well or not at all	0	2021	36
South Australia	45-54	Speaks English well or very well	0		263
South Australia	45-54	Speaks English well or very well	0	2005	10093
South Australia	45-54	Speaks English well or very well	0	2010	6852
South Australia	45-54	Speaks English well or very well	0	2015	3381
South Australia	45-54	Speaks English well or very well	0	2016	452
South Australia	45-54	Speaks English well or very well	0	2017	454
South Australia	45-54	Speaks English well or very well	0	2018	386
South Australia	45-54	Speaks English well or very well	0	2019	418
South Australia	45-54	Speaks English well or very well	0	2020	202
South Australia	45-54	Speaks English well or very well	0	2021	72
South Australia	55-64				91
South Australia	55-64			2005	50
South Australia	55-64			2010	3
South Australia	55-64			2015	3
South Australia	55-64		0		6
South Australia	55-64		0	2005	35
South Australia	55-64		0	2010	4
South Australia	55-64		0	2015	11
South Australia	55-64		1		937
South Australia	55-64		1	2005	36839
South Australia	55-64		1	2010	2625
South Australia	55-64		1	2015	664
South Australia	55-64		1	2016	76
South Australia	55-64		1	2017	66
South Australia	55-64		1	2018	52
South Australia	55-64		1	2019	85
South Australia	55-64		1	2020	51
South Australia	55-64		1	2021	17
South Australia	55-64	Speaks English not well or not at all	0		182
South Australia	55-64	Speaks English not well or not at all	0	2005	2887
South Australia	55-64	Speaks English not well or not at all	0	2010	965
South Australia	55-64	Speaks English not well or not at all	0	2015	1047
South Australia	55-64	Speaks English not well or not at all	0	2016	211
South Australia	55-64	Speaks English not well or not at all	0	2017	173
South Australia	55-64	Speaks English not well or not at all	0	2018	157
South Australia	55-64	Speaks English not well or not at all	0	2019	562
South Australia	55-64	Speaks English not well or not at all	0	2020	290
South Australia	55-64	Speaks English not well or not at all	0	2021	27
South Australia	55-64	Speaks English well or very well	0		256
South Australia	55-64	Speaks English well or very well	0	2005	11451
South Australia	55-64	Speaks English well or very well	0	2010	1727
South Australia	55-64	Speaks English well or very well	0	2015	626
South Australia	55-64	Speaks English well or very well	0	2016	76
South Australia	55-64	Speaks English well or very well	0	2017	71
South Australia	55-64	Speaks English well or very well	0	2018	62
South Australia	55-64	Speaks English well or very well	0	2019	99
South Australia	55-64	Speaks English well or very well	0	2020	82
South Australia	55-64	Speaks English well or very well	0	2021	18
South Australia	65-74				62
South Australia	65-74			2005	61
South Australia	65-74			2015	3
South Australia	65-74		0		13
South Australia	65-74		0	2005	54
South Australia	65-74		0	2015	4
South Australia	65-74		1		1032
South Australia	65-74		1	2005	38298
South Australia	65-74		1	2010	531
South Australia	65-74		1	2015	310
South Australia	65-74		1	2016	51
South Australia	65-74		1	2017	48
South Australia	65-74		1	2018	38
South Australia	65-74		1	2019	74
South Australia	65-74		1	2020	53
South Australia	65-74		1	2021	8
South Australia	65-74	Speaks English not well or not at all	0		135
South Australia	65-74	Speaks English not well or not at all	0	2005	3363
South Australia	65-74	Speaks English not well or not at all	0	2010	526
South Australia	65-74	Speaks English not well or not at all	0	2015	785
South Australia	65-74	Speaks English not well or not at all	0	2016	167
South Australia	65-74	Speaks English not well or not at all	0	2017	113
South Australia	65-74	Speaks English not well or not at all	0	2018	144
South Australia	65-74	Speaks English not well or not at all	0	2019	449
South Australia	65-74	Speaks English not well or not at all	0	2020	183
South Australia	65-74	Speaks English not well or not at all	0	2021	18
South Australia	65-74	Speaks English well or very well	0		255
South Australia	65-74	Speaks English well or very well	0	2005	11950
South Australia	65-74	Speaks English well or very well	0	2010	296
South Australia	65-74	Speaks English well or very well	0	2015	201
South Australia	65-74	Speaks English well or very well	0	2016	45
South Australia	65-74	Speaks English well or very well	0	2017	38
South Australia	65-74	Speaks English well or very well	0	2018	34
South Australia	65-74	Speaks English well or very well	0	2019	142
South Australia	65-74	Speaks English well or very well	0	2020	103
South Australia	65-74	Speaks English well or very well	0	2021	6
South Australia	75-84				60
South Australia	75-84			2005	104
South Australia	75-84			2016	3
South Australia	75-84		0		11
South Australia	75-84		0	2005	72
South Australia	75-84		0	2015	4
South Australia	75-84		1		924
South Australia	75-84		1	2005	24304
South Australia	75-84		1	2010	302
South Australia	75-84		1	2015	142
South Australia	75-84		1	2016	24
South Australia	75-84		1	2017	16
South Australia	75-84		1	2018	22
South Australia	75-84		1	2019	47
South Australia	75-84		1	2020	16
South Australia	75-84	Speaks English not well or not at all	0		188
South Australia	75-84	Speaks English not well or not at all	0	2005	3560
South Australia	75-84	Speaks English not well or not at all	0	2010	216
South Australia	75-84	Speaks English not well or not at all	0	2015	184
South Australia	75-84	Speaks English not well or not at all	0	2016	40
South Australia	75-84	Speaks English not well or not at all	0	2017	29
South Australia	75-84	Speaks English not well or not at all	0	2018	32
South Australia	75-84	Speaks English not well or not at all	0	2019	99
South Australia	75-84	Speaks English not well or not at all	0	2020	33
South Australia	75-84	Speaks English well or very well	0		284
South Australia	75-84	Speaks English well or very well	0	2005	9045
South Australia	75-84	Speaks English well or very well	0	2010	89
South Australia	75-84	Speaks English well or very well	0	2015	46
South Australia	75-84	Speaks English well or very well	0	2016	12
South Australia	75-84	Speaks English well or very well	0	2017	7
South Australia	75-84	Speaks English well or very well	0	2018	13
South Australia	75-84	Speaks English well or very well	0	2019	34
South Australia	75-84	Speaks English well or very well	0	2020	16
South Australia	75-84	Speaks English well or very well	0	2021	4
South Australia	85+				124
South Australia	85+			2005	72
South Australia	85+		0		25
South Australia	85+		0	2005	41
South Australia	85+		1		758
South Australia	85+		1	2005	8970
South Australia	85+		1	2010	56
South Australia	85+		1	2015	24
South Australia	85+		1	2016	3
South Australia	85+		1	2017	5
South Australia	85+		1	2018	5
South Australia	85+		1	2019	12
South Australia	85+		1	2020	4
South Australia	85+	Speaks English not well or not at all	0		231
South Australia	85+	Speaks English not well or not at all	0	2005	3135
South Australia	85+	Speaks English not well or not at all	0	2010	47
South Australia	85+	Speaks English not well or not at all	0	2015	40
South Australia	85+	Speaks English not well or not at all	0	2016	3
South Australia	85+	Speaks English not well or not at all	0	2017	10
South Australia	85+	Speaks English not well or not at all	0	2018	3
South Australia	85+	Speaks English not well or not at all	0	2019	11
South Australia	85+	Speaks English not well or not at all	0	2020	11
South Australia	85+	Speaks English well or very well	0		256
South Australia	85+	Speaks English well or very well	0	2005	4250
South Australia	85+	Speaks English well or very well	0	2010	11
South Australia	85+	Speaks English well or very well	0	2015	9
South Australia	85+	Speaks English well or very well	0	2016	6
South Australia	85+	Speaks English well or very well	0	2019	4
Western Australia	0-14				53
Western Australia	0-14			2010	7
Western Australia	0-14			2015	12
Western Australia	0-14			2016	4
Western Australia	0-14			2017	6
Western Australia	0-14			2018	9
Western Australia	0-14			2019	9
Western Australia	0-14			2020	11
Western Australia	0-14			2021	6
Western Australia	0-14		0		23
Western Australia	0-14		0	2010	5
Western Australia	0-14		0	2015	15
Western Australia	0-14		0	2016	5
Western Australia	0-14		0	2017	7
Western Australia	0-14		0	2018	14
Western Australia	0-14		0	2019	37
Western Australia	0-14		0	2020	34
Western Australia	0-14		0	2021	26
Western Australia	0-14		1		874
Western Australia	0-14		1	2010	3346
Western Australia	0-14		1	2015	10265
Western Australia	0-14		1	2016	1707
Western Australia	0-14		1	2017	1544
Western Australia	0-14		1	2018	1544
Western Australia	0-14		1	2019	1540
Western Australia	0-14		1	2020	1083
Western Australia	0-14		1	2021	543
Western Australia	0-14	Speaks English not well or not at all	0		164
Western Australia	0-14	Speaks English not well or not at all	0	2010	24
Western Australia	0-14	Speaks English not well or not at all	0	2015	96
Western Australia	0-14	Speaks English not well or not at all	0	2016	74
Western Australia	0-14	Speaks English not well or not at all	0	2017	89
Western Australia	0-14	Speaks English not well or not at all	0	2018	184
Western Australia	0-14	Speaks English not well or not at all	0	2019	407
Western Australia	0-14	Speaks English not well or not at all	0	2020	298
Western Australia	0-14	Speaks English not well or not at all	0	2021	267
Western Australia	0-14	Speaks English well or very well	0		685
Western Australia	0-14	Speaks English well or very well	0	2010	2148
Western Australia	0-14	Speaks English well or very well	0	2015	8472
Western Australia	0-14	Speaks English well or very well	0	2016	2095
Western Australia	0-14	Speaks English well or very well	0	2017	1929
Western Australia	0-14	Speaks English well or very well	0	2018	1930
Western Australia	0-14	Speaks English well or very well	0	2019	2365
Western Australia	0-14	Speaks English well or very well	0	2020	1015
Western Australia	0-14	Speaks English well or very well	0	2021	344
Western Australia	15-24				177
Western Australia	15-24			2005	12
Western Australia	15-24			2010	30
Western Australia	15-24			2015	23
Western Australia	15-24			2017	8
Western Australia	15-24			2018	5
Western Australia	15-24			2019	8
Western Australia	15-24			2020	6
Western Australia	15-24		0		19
Western Australia	15-24		0	2005	6
Western Australia	15-24		0	2010	26
Western Australia	15-24		0	2015	17
Western Australia	15-24		0	2017	4
Western Australia	15-24		0	2018	3
Western Australia	15-24		0	2019	6
Western Australia	15-24		1		739
Western Australia	15-24		1	2005	6507
Western Australia	15-24		1	2010	16938
Western Australia	15-24		1	2015	8119
Western Australia	15-24		1	2016	709
Western Australia	15-24		1	2017	673
Western Australia	15-24		1	2018	773
Western Australia	15-24		1	2019	1066
Western Australia	15-24		1	2020	567
Western Australia	15-24		1	2021	240
Western Australia	15-24	Speaks English not well or not at all	0		63
Western Australia	15-24	Speaks English not well or not at all	0	2005	55
Western Australia	15-24	Speaks English not well or not at all	0	2010	87
Western Australia	15-24	Speaks English not well or not at all	0	2015	138
Western Australia	15-24	Speaks English not well or not at all	0	2016	87
Western Australia	15-24	Speaks English not well or not at all	0	2017	125
Western Australia	15-24	Speaks English not well or not at all	0	2018	181
Western Australia	15-24	Speaks English not well or not at all	0	2019	271
Western Australia	15-24	Speaks English not well or not at all	0	2020	151
Western Australia	15-24	Speaks English not well or not at all	0	2021	72
Western Australia	15-24	Speaks English well or very well	0		543
Western Australia	15-24	Speaks English well or very well	0	2005	2121
Western Australia	15-24	Speaks English well or very well	0	2010	11075
Western Australia	15-24	Speaks English well or very well	0	2015	9701
Western Australia	15-24	Speaks English well or very well	0	2016	2152
Western Australia	15-24	Speaks English well or very well	0	2017	2192
Western Australia	15-24	Speaks English well or very well	0	2018	2829
Western Australia	15-24	Speaks English well or very well	0	2019	3692
Western Australia	15-24	Speaks English well or very well	0	2020	1656
Western Australia	15-24	Speaks English well or very well	0	2021	251
Western Australia	25-34				614
Western Australia	25-34			2005	16
Western Australia	25-34			2010	26
Western Australia	25-34			2015	31
Western Australia	25-34			2016	6
Western Australia	25-34			2017	6
Western Australia	25-34			2018	7
Western Australia	25-34			2019	25
Western Australia	25-34			2020	11
Western Australia	25-34			2021	5
Western Australia	25-34		0		21
Western Australia	25-34		0	2005	15
Western Australia	25-34		0	2010	25
Western Australia	25-34		0	2015	31
Western Australia	25-34		0	2016	6
Western Australia	25-34		0	2017	8
Western Australia	25-34		0	2018	17
Western Australia	25-34		0	2019	16
Western Australia	25-34		0	2020	8
Western Australia	25-34		0	2021	8
Western Australia	25-34		1		1091
Western Australia	25-34		1	2005	17621
Western Australia	25-34		1	2010	11987
Western Australia	25-34		1	2015	13497
Western Australia	25-34		1	2016	1939
Western Australia	25-34		1	2017	1777
Western Australia	25-34		1	2018	2068
Western Australia	25-34		1	2019	2587
Western Australia	25-34		1	2020	1120
Western Australia	25-34		1	2021	457
Western Australia	25-34	Speaks English not well or not at all	0		163
Western Australia	25-34	Speaks English not well or not at all	0	2005	171
Western Australia	25-34	Speaks English not well or not at all	0	2010	601
Western Australia	25-34	Speaks English not well or not at all	0	2015	1362
Western Australia	25-34	Speaks English not well or not at all	0	2016	433
Western Australia	25-34	Speaks English not well or not at all	0	2017	485
Western Australia	25-34	Speaks English not well or not at all	0	2018	614
Western Australia	25-34	Speaks English not well or not at all	0	2019	860
Western Australia	25-34	Speaks English not well or not at all	0	2020	295
Western Australia	25-34	Speaks English not well or not at all	0	2021	103
Western Australia	25-34	Speaks English well or very well	0		1038
Western Australia	25-34	Speaks English well or very well	0	2005	7366
Western Australia	25-34	Speaks English well or very well	0	2010	14894
Western Australia	25-34	Speaks English well or very well	0	2015	20442
Western Australia	25-34	Speaks English well or very well	0	2016	5377
Western Australia	25-34	Speaks English well or very well	0	2017	4987
Western Australia	25-34	Speaks English well or very well	0	2018	6383
Western Australia	25-34	Speaks English well or very well	0	2019	7834
Western Australia	25-34	Speaks English well or very well	0	2020	2643
Western Australia	25-34	Speaks English well or very well	0	2021	621
Western Australia	35-44				521
Western Australia	35-44			2005	30
Western Australia	35-44			2010	43
Western Australia	35-44			2015	31
Western Australia	35-44			2016	7
Western Australia	35-44			2017	6
Western Australia	35-44			2018	3
Western Australia	35-44			2019	8
Western Australia	35-44		0		24
Western Australia	35-44		0	2005	34
Western Australia	35-44		0	2010	44
Western Australia	35-44		0	2015	45
Western Australia	35-44		0	2016	11
Western Australia	35-44		0	2017	8
Western Australia	35-44		0	2018	7
Western Australia	35-44		0	2019	16
Western Australia	35-44		0	2021	3
Western Australia	35-44		1		1058
Western Australia	35-44		1	2005	29976
Western Australia	35-44		1	2010	16855
Western Australia	35-44		1	2015	14364
Western Australia	35-44		1	2016	1239
Western Australia	35-44		1	2017	988
Western Australia	35-44		1	2018	923
Western Australia	35-44		1	2019	925
Western Australia	35-44		1	2020	516
Western Australia	35-44		1	2021	245
Western Australia	35-44	Speaks English not well or not at all	0		182
Western Australia	35-44	Speaks English not well or not at all	0	2005	672
Western Australia	35-44	Speaks English not well or not at all	0	2010	2153
Western Australia	35-44	Speaks English not well or not at all	0	2015	2023
Western Australia	35-44	Speaks English not well or not at all	0	2016	413
Western Australia	35-44	Speaks English not well or not at all	0	2017	404
Western Australia	35-44	Speaks English not well or not at all	0	2018	416
Western Australia	35-44	Speaks English not well or not at all	0	2019	462
Western Australia	35-44	Speaks English not well or not at all	0	2020	199
Western Australia	35-44	Speaks English not well or not at all	0	2021	76
Western Australia	35-44	Speaks English well or very well	0		805
Western Australia	35-44	Speaks English well or very well	0	2005	17874
Western Australia	35-44	Speaks English well or very well	0	2010	29137
Western Australia	35-44	Speaks English well or very well	0	2015	23364
Western Australia	35-44	Speaks English well or very well	0	2016	3066
Western Australia	35-44	Speaks English well or very well	0	2017	2656
Western Australia	35-44	Speaks English well or very well	0	2018	2608
Western Australia	35-44	Speaks English well or very well	0	2019	2745
Western Australia	35-44	Speaks English well or very well	0	2020	1157
Western Australia	35-44	Speaks English well or very well	0	2021	410
Western Australia	45-54				349
Western Australia	45-54			2005	57
Western Australia	45-54			2010	20
Western Australia	45-54			2015	9
Western Australia	45-54			2016	4
Western Australia	45-54			2020	3
Western Australia	45-54		0		19
Western Australia	45-54		0	2005	46
Western Australia	45-54		0	2010	35
Western Australia	45-54		0	2015	19
Western Australia	45-54		0	2016	4
Western Australia	45-54		0	2017	4
Western Australia	45-54		0	2019	6
Western Australia	45-54		0	2020	6
Western Australia	45-54		1		1266
Western Australia	45-54		1	2005	50154
Western Australia	45-54		1	2010	16988
Western Australia	45-54		1	2015	8912
Western Australia	45-54		1	2016	625
Western Australia	45-54		1	2017	511
Western Australia	45-54		1	2018	472
Western Australia	45-54		1	2019	474
Western Australia	45-54		1	2020	271
Western Australia	45-54		1	2021	140
Western Australia	45-54	Speaks English not well or not at all	0		202
Western Australia	45-54	Speaks English not well or not at all	0	2005	2109
Western Australia	45-54	Speaks English not well or not at all	0	2010	2463
Western Australia	45-54	Speaks English not well or not at all	0	2015	1409
Western Australia	45-54	Speaks English not well or not at all	0	2016	275
Western Australia	45-54	Speaks English not well or not at all	0	2017	225
Western Australia	45-54	Speaks English not well or not at all	0	2018	241
Western Australia	45-54	Speaks English not well or not at all	0	2019	312
Western Australia	45-54	Speaks English not well or not at all	0	2020	169
Western Australia	45-54	Speaks English not well or not at all	0	2021	34
Western Australia	45-54	Speaks English well or very well	0		517
Western Australia	45-54	Speaks English well or very well	0	2005	19341
Western Australia	45-54	Speaks English well or very well	0	2010	16508
Western Australia	45-54	Speaks English well or very well	0	2015	9138
Western Australia	45-54	Speaks English well or very well	0	2016	910
Western Australia	45-54	Speaks English well or very well	0	2017	725
Western Australia	45-54	Speaks English well or very well	0	2018	611
Western Australia	45-54	Speaks English well or very well	0	2019	642
Western Australia	45-54	Speaks English well or very well	0	2020	359
Western Australia	45-54	Speaks English well or very well	0	2021	130
Western Australia	55-64				233
Western Australia	55-64			2005	74
Western Australia	55-64			2010	8
Western Australia	55-64			2015	8
Western Australia	55-64		0		7
Western Australia	55-64		0	2005	48
Western Australia	55-64		0	2010	18
Western Australia	55-64		0	2015	4
Western Australia	55-64		0	2019	5
Western Australia	55-64		1		1477
Western Australia	55-64		1	2005	76742
Western Australia	55-64		1	2010	9593
Western Australia	55-64		1	2015	3554
Western Australia	55-64		1	2016	289
Western Australia	55-64		1	2017	206
Western Australia	55-64		1	2018	206
Western Australia	55-64		1	2019	317
Western Australia	55-64		1	2020	213
Western Australia	55-64		1	2021	109
Western Australia	55-64	Speaks English not well or not at all	0		273
Western Australia	55-64	Speaks English not well or not at all	0	2005	3646
Western Australia	55-64	Speaks English not well or not at all	0	2010	1310
Western Australia	55-64	Speaks English not well or not at all	0	2015	1055
Western Australia	55-64	Speaks English not well or not at all	0	2016	222
Western Australia	55-64	Speaks English not well or not at all	0	2017	195
Western Australia	55-64	Speaks English not well or not at all	0	2018	199
Western Australia	55-64	Speaks English not well or not at all	0	2019	694
Western Australia	55-64	Speaks English not well or not at all	0	2020	409
Western Australia	55-64	Speaks English not well or not at all	0	2021	29
Western Australia	55-64	Speaks English well or very well	0		453
Western Australia	55-64	Speaks English well or very well	0	2005	20327
Western Australia	55-64	Speaks English well or very well	0	2010	5554
Western Australia	55-64	Speaks English well or very well	0	2015	2015
Western Australia	55-64	Speaks English well or very well	0	2016	199
Western Australia	55-64	Speaks English well or very well	0	2017	171
Western Australia	55-64	Speaks English well or very well	0	2018	188
Western Australia	55-64	Speaks English well or very well	0	2019	249
Western Australia	55-64	Speaks English well or very well	0	2020	236
Western Australia	55-64	Speaks English well or very well	0	2021	49
Western Australia	65-74				123
Western Australia	65-74			2005	115
Western Australia	65-74			2010	4
Western Australia	65-74		0		12
Western Australia	65-74		0	2005	69
Western Australia	65-74		0	2010	9
Western Australia	65-74		0	2015	3
Western Australia	65-74		1		1410
Western Australia	65-74		1	2005	67212
Western Australia	65-74		1	2010	2417
Western Australia	65-74		1	2015	1361
Western Australia	65-74		1	2016	183
Western Australia	65-74		1	2017	175
Western Australia	65-74		1	2018	183
Western Australia	65-74		1	2019	290
Western Australia	65-74		1	2020	162
Western Australia	65-74		1	2021	51
Western Australia	65-74	Speaks English not well or not at all	0		187
Western Australia	65-74	Speaks English not well or not at all	0	2005	4135
Western Australia	65-74	Speaks English not well or not at all	0	2010	612
Western Australia	65-74	Speaks English not well or not at all	0	2015	857
Western Australia	65-74	Speaks English not well or not at all	0	2016	191
Western Australia	65-74	Speaks English not well or not at all	0	2017	136
Western Australia	65-74	Speaks English not well or not at all	0	2018	152
Western Australia	65-74	Speaks English not well or not at all	0	2019	684
Western Australia	65-74	Speaks English not well or not at all	0	2020	385
Western Australia	65-74	Speaks English not well or not at all	0	2021	13
Western Australia	65-74	Speaks English well or very well	0		385
Western Australia	65-74	Speaks English well or very well	0	2005	18296
Western Australia	65-74	Speaks English well or very well	0	2010	903
Western Australia	65-74	Speaks English well or very well	0	2015	610
Western Australia	65-74	Speaks English well or very well	0	2016	122
Western Australia	65-74	Speaks English well or very well	0	2017	83
Western Australia	65-74	Speaks English well or very well	0	2018	86
Western Australia	65-74	Speaks English well or very well	0	2019	254
Western Australia	65-74	Speaks English well or very well	0	2020	229
Western Australia	65-74	Speaks English well or very well	0	2021	22
Western Australia	75-84				192
Western Australia	75-84			2005	140
Western Australia	75-84			2010	5
Western Australia	75-84			2019	3
Western Australia	75-84		0		19
Western Australia	75-84		0	2005	62
Western Australia	75-84		1		1359
Western Australia	75-84		1	2005	38896
Western Australia	75-84		1	2010	1170
Western Australia	75-84		1	2015	595
Western Australia	75-84		1	2016	95
Western Australia	75-84		1	2017	73
Western Australia	75-84		1	2018	85
Western Australia	75-84		1	2019	157
Western Australia	75-84		1	2020	78
Western Australia	75-84		1	2021	18
Western Australia	75-84	Speaks English not well or not at all	0		132
Western Australia	75-84	Speaks English not well or not at all	0	2005	3037
Western Australia	75-84	Speaks English not well or not at all	0	2010	305
Western Australia	75-84	Speaks English not well or not at all	0	2015	256
Western Australia	75-84	Speaks English not well or not at all	0	2016	42
Western Australia	75-84	Speaks English not well or not at all	0	2017	37
Western Australia	75-84	Speaks English not well or not at all	0	2018	38
Western Australia	75-84	Speaks English not well or not at all	0	2019	156
Western Australia	75-84	Speaks English not well or not at all	0	2020	82
Western Australia	75-84	Speaks English not well or not at all	0	2021	5
Western Australia	75-84	Speaks English well or very well	0		301
Western Australia	75-84	Speaks English well or very well	0	2005	9680
Western Australia	75-84	Speaks English well or very well	0	2010	256
Western Australia	75-84	Speaks English well or very well	0	2015	197
Western Australia	75-84	Speaks English well or very well	0	2016	36
Western Australia	75-84	Speaks English well or very well	0	2017	23
Western Australia	75-84	Speaks English well or very well	0	2018	29
Western Australia	75-84	Speaks English well or very well	0	2019	66
Western Australia	75-84	Speaks English well or very well	0	2020	61
Western Australia	75-84	Speaks English well or very well	0	2021	11
Western Australia	85+				203
Western Australia	85+			2005	93
Western Australia	85+			2010	3
Western Australia	85+			2015	3
Western Australia	85+		0		48
Western Australia	85+		0	2005	36
Western Australia	85+		0	2015	5
Western Australia	85+		1		954
Western Australia	85+		1	2005	11888
Western Australia	85+		1	2010	296
Western Australia	85+		1	2015	128
Western Australia	85+		1	2016	11
Western Australia	85+		1	2017	19
Western Australia	85+		1	2018	25
Western Australia	85+		1	2019	31
Western Australia	85+		1	2020	26
Western Australia	85+		1	2021	3
Western Australia	85+	Speaks English not well or not at all	0		188
Western Australia	85+	Speaks English not well or not at all	0	2005	2275
Western Australia	85+	Speaks English not well or not at all	0	2010	83
Western Australia	85+	Speaks English not well or not at all	0	2015	56
Western Australia	85+	Speaks English not well or not at all	0	2016	13
Western Australia	85+	Speaks English not well or not at all	0	2017	10
Western Australia	85+	Speaks English not well or not at all	0	2018	10
Western Australia	85+	Speaks English not well or not at all	0	2019	28
Western Australia	85+	Speaks English not well or not at all	0	2020	14
Western Australia	85+	Speaks English well or very well	0		315
Western Australia	85+	Speaks English well or very well	0	2005	3725
Western Australia	85+	Speaks English well or very well	0	2010	46
Western Australia	85+	Speaks English well or very well	0	2015	36
Western Australia	85+	Speaks English well or very well	0	2016	7
Western Australia	85+	Speaks English well or very well	0	2018	5
Western Australia	85+	Speaks English well or very well	0	2019	9
Western Australia	85+	Speaks English well or very well	0	2020	6
Tasmania	0-14				3
Tasmania	0-14			2016	5
Tasmania	0-14		0		7
Tasmania	0-14		0	2010	3
Tasmania	0-14		0	2018	3
Tasmania	0-14		0	2019	10
Tasmania	0-14		0	2020	4
Tasmania	0-14		1		70
Tasmania	0-14		1	2010	215
Tasmania	0-14		1	2015	535
Tasmania	0-14		1	2016	132
Tasmania	0-14		1	2017	117
Tasmania	0-14		1	2018	155
Tasmania	0-14		1	2019	145
Tasmania	0-14		1	2020	79
Tasmania	0-14		1	2021	39
Tasmania	0-14	Speaks English not well or not at all	0		12
Tasmania	0-14	Speaks English not well or not at all	0	2015	4
Tasmania	0-14	Speaks English not well or not at all	0	2016	16
Tasmania	0-14	Speaks English not well or not at all	0	2017	18
Tasmania	0-14	Speaks English not well or not at all	0	2018	28
Tasmania	0-14	Speaks English not well or not at all	0	2019	83
Tasmania	0-14	Speaks English not well or not at all	0	2020	37
Tasmania	0-14	Speaks English not well or not at all	0	2021	26
Tasmania	0-14	Speaks English well or very well	0		55
Tasmania	0-14	Speaks English well or very well	0	2010	94
Tasmania	0-14	Speaks English well or very well	0	2015	516
Tasmania	0-14	Speaks English well or very well	0	2016	261
Tasmania	0-14	Speaks English well or very well	0	2017	267
Tasmania	0-14	Speaks English well or very well	0	2018	327
Tasmania	0-14	Speaks English well or very well	0	2019	330
Tasmania	0-14	Speaks English well or very well	0	2020	117
Tasmania	0-14	Speaks English well or very well	0	2021	32
Tasmania	15-24				8
Tasmania	15-24			2016	3
Tasmania	15-24		0	2010	3
Tasmania	15-24		0	2018	5
Tasmania	15-24		0	2019	9
Tasmania	15-24		1		55
Tasmania	15-24		1	2005	408
Tasmania	15-24		1	2010	696
Tasmania	15-24		1	2015	261
Tasmania	15-24		1	2016	49
Tasmania	15-24		1	2017	70
Tasmania	15-24		1	2018	70
Tasmania	15-24		1	2019	73
Tasmania	15-24		1	2020	34
Tasmania	15-24		1	2021	11
Tasmania	15-24	Speaks English not well or not at all	0		3
Tasmania	15-24	Speaks English not well or not at all	0	2010	4
Tasmania	15-24	Speaks English not well or not at all	0	2015	17
Tasmania	15-24	Speaks English not well or not at all	0	2016	23
Tasmania	15-24	Speaks English not well or not at all	0	2017	32
Tasmania	15-24	Speaks English not well or not at all	0	2018	17
Tasmania	15-24	Speaks English not well or not at all	0	2019	45
