LGA_NAME16	IndigenousStatus	persons
Broome	Torres Strait Islander	43
Broomehill-Tambellup	Aboriginal	136
Broomehill-Tambellup	Non-indigenous	910
Bruce Rock	Aboriginal	38
Bruce Rock	Non-indigenous	941
Bunbury	Aboriginal	1354
Bunbury	Both Aboriginal & Torres Strait Islander	31
Bunbury	Non-indigenous	31585
Bunbury	Torres Strait Islander	17
Busselton	Aboriginal	768
Busselton	Both Aboriginal & Torres Strait Islander	16
Busselton	Non-indigenous	39841
Busselton	Torres Strait Islander	15
Cambridge	Aboriginal	112
Cambridge	Both Aboriginal & Torres Strait Islander	3
Cambridge	Non-indigenous	28756
Cambridge	Torres Strait Islander	5
Canning	Aboriginal	1165
Canning	Both Aboriginal & Torres Strait Islander	45
Canning	Non-indigenous	94619
Canning	Torres Strait Islander	31
Capel	Aboriginal	487
Capel	Both Aboriginal & Torres Strait Islander	12
Capel	Non-indigenous	17676
Carnamah	Aboriginal	22
Carnamah	Non-indigenous	530
Carnarvon	Aboriginal	839
Carnarvon	Both Aboriginal & Torres Strait Islander	7
Carnarvon	Non-indigenous	4401
Carnarvon	Torres Strait Islander	4
Chapman Valley	Aboriginal	70
Chapman Valley	Non-indigenous	1486
Chittering	Aboriginal	159
Chittering	Both Aboriginal & Torres Strait Islander	4
Chittering	Non-indigenous	5767
Christmas Island	Aboriginal	9
Christmas Island	Non-indigenous	1683
Claremont	Aboriginal	88
Claremont	Both Aboriginal & Torres Strait Islander	4
Claremont	Non-indigenous	11188
Claremont	Torres Strait Islander	4
Cockburn	Aboriginal	2159
Cockburn	Both Aboriginal & Torres Strait Islander	42
Cockburn	Non-indigenous	115863
Cockburn	Torres Strait Islander	27
Cocos Islands	Non-indigenous	593
Collie	Aboriginal	364
Collie	Both Aboriginal & Torres Strait Islander	11
Collie	Non-indigenous	8433
Collie	Torres Strait Islander	4
Coolgardie	Aboriginal	306
Coolgardie	Both Aboriginal & Torres Strait Islander	6
Coolgardie	Non-indigenous	3166
Coorow	Aboriginal	31
Coorow	Non-indigenous	1024
Corrigin	Aboriginal	24
Corrigin	Non-indigenous	983
Cottesloe	Aboriginal	29
Cottesloe	Non-indigenous	7941
Cranbrook	Aboriginal	25
Cranbrook	Non-indigenous	1075
Cuballing	Aboriginal	14
Cuballing	Non-indigenous	888
Cue	Aboriginal	14
Cue	Non-indigenous	201
Cunderdin	Aboriginal	42
Cunderdin	Non-indigenous	1254
Cunderdin	Torres Strait Islander	6
Dalwallinu	Aboriginal	82
Dalwallinu	Both Aboriginal & Torres Strait Islander	4
Dalwallinu	Non-indigenous	1293
Dandaragan	Aboriginal	95
Dandaragan	Non-indigenous	3260
Dardanup	Aboriginal	420
Dardanup	Both Aboriginal & Torres Strait Islander	17
Dardanup	Non-indigenous	14244
Dardanup	Torres Strait Islander	5
Denmark	Aboriginal	75
Denmark	Non-indigenous	6231
Denmark	Torres Strait Islander	4
Derby-West Kimberley	Aboriginal	4194
Derby-West Kimberley	Both Aboriginal & Torres Strait Islander	65
Derby-West Kimberley	Non-indigenous	2812
Derby-West Kimberley	Torres Strait Islander	4
Donnybrook-Balingup	Aboriginal	138
Donnybrook-Balingup	Both Aboriginal & Torres Strait Islander	10
Donnybrook-Balingup	Non-indigenous	6002
Donnybrook-Balingup	Torres Strait Islander	5
Dowerin	Aboriginal	34
Dowerin	Non-indigenous	681
Dumbleyung	Aboriginal	27
Dumbleyung	Non-indigenous	654
Dundas	Aboriginal	86
Dundas	Both Aboriginal & Torres Strait Islander	4
Dundas	Non-indigenous	587
East Fremantle	Aboriginal	65
East Fremantle	Non-indigenous	7754
East Pilbara	Aboriginal	1681
East Pilbara	Both Aboriginal & Torres Strait Islander	31
East Pilbara	Non-indigenous	8007
East Pilbara	Torres Strait Islander	41
Esperance	Aboriginal	583
Esperance	Both Aboriginal & Torres Strait Islander	5
Esperance	Non-indigenous	13282
Esperance	Torres Strait Islander	13
Exmouth	Aboriginal	80
Exmouth	Both Aboriginal & Torres Strait Islander	5
Exmouth	Non-indigenous	2996
Exmouth	Torres Strait Islander	4
Fremantle	Aboriginal	525
Fremantle	Both Aboriginal & Torres Strait Islander	11
Fremantle	Non-indigenous	31378
Fremantle	Torres Strait Islander	16
Gingin	Aboriginal	138
Gingin	Both Aboriginal & Torres Strait Islander	7
Gingin	Non-indigenous	5427
Gingin	Torres Strait Islander	4
Gnowangerup	Aboriginal	94
Gnowangerup	Non-indigenous	1121
Goomalling	Aboriginal	36
Goomalling	Non-indigenous	919
Gosnells	Aboriginal	3332
Gosnells	Both Aboriginal & Torres Strait Islander	71
Gosnells	Non-indigenous	122928
Gosnells	Torres Strait Islander	45
Greater Geraldton	Aboriginal	3736
Greater Geraldton	Both Aboriginal & Torres Strait Islander	52
Greater Geraldton	Non-indigenous	35675
Greater Geraldton	Torres Strait Islander	26
Halls Creek	Aboriginal	2767
Halls Creek	Both Aboriginal & Torres Strait Islander	10
Halls Creek	Non-indigenous	797
Harvey	Aboriginal	798
Harvey	Both Aboriginal & Torres Strait Islander	7
Harvey	Non-indigenous	27752
Harvey	Torres Strait Islander	10
Irwin	Aboriginal	140
Irwin	Both Aboriginal & Torres Strait Islander	5
Irwin	Non-indigenous	3532
Irwin	Torres Strait Islander	3
Jerramungup	Aboriginal	27
Jerramungup	Non-indigenous	1127
Jerramungup	Torres Strait Islander	6
Joondalup	Aboriginal	1286
Joondalup	Both Aboriginal & Torres Strait Islander	41
Joondalup	Non-indigenous	158617
Joondalup	Torres Strait Islander	59
Kalamunda	Aboriginal	1306
Kalamunda	Both Aboriginal & Torres Strait Islander	26
Kalamunda	Non-indigenous	57407
Kalamunda	Torres Strait Islander	23
Kalgoorlie-Boulder	Aboriginal	2133
Kalgoorlie-Boulder	Both Aboriginal & Torres Strait Islander	67
Kalgoorlie-Boulder	Non-indigenous	27063
Kalgoorlie-Boulder	Torres Strait Islander	43
Karratha	Aboriginal	2374
Karratha	Both Aboriginal & Torres Strait Islander	117
Karratha	Non-indigenous	19605
Karratha	Torres Strait Islander	103
Katanning	Aboriginal	352
Katanning	Non-indigenous	3700
Katanning	Torres Strait Islander	5
Kellerberrin	Aboriginal	78
Kellerberrin	Non-indigenous	1060
Kent	Aboriginal	3
Kent	Non-indigenous	488
Kojonup	Aboriginal	95
Kojonup	Non-indigenous	1806
Kondinin	Aboriginal	63
Kondinin	Non-indigenous	784
Koorda	Aboriginal	9
Koorda	Non-indigenous	352
Kulin	Aboriginal	23
Kulin	Non-indigenous	746
Kwinana	Aboriginal	1916
Kwinana	Both Aboriginal & Torres Strait Islander	62
Kwinana	Non-indigenous	43853
Kwinana	Torres Strait Islander	36
Lake Grace	Aboriginal	20
Lake Grace	Both Aboriginal & Torres Strait Islander	9
Lake Grace	Non-indigenous	1236
Laverton	Aboriginal	323
Laverton	Both Aboriginal & Torres Strait Islander	3
Laverton	Non-indigenous	1007
Leonora	Aboriginal	146
Leonora	Both Aboriginal & Torres Strait Islander	4
Leonora	Non-indigenous	1427
Leonora	Torres Strait Islander	11
Mandurah	Aboriginal	2510
Mandurah	Both Aboriginal & Torres Strait Islander	51
Mandurah	Non-indigenous	87681
Mandurah	Torres Strait Islander	64
Manjimup	Aboriginal	286
Manjimup	Non-indigenous	8787
Manjimup	Torres Strait Islander	20
Meekatharra	Aboriginal	438
Meekatharra	Both Aboriginal & Torres Strait Islander	5
Meekatharra	Non-indigenous	757
Melville	Aboriginal	868
Melville	Both Aboriginal & Torres Strait Islander	30
Melville	Non-indigenous	102603
Melville	Torres Strait Islander	22
Menzies	Aboriginal	111
Menzies	Non-indigenous	413
Merredin	Aboriginal	169
Merredin	Non-indigenous	2950
Mingenew	Aboriginal	23
Mingenew	Non-indigenous	384
Moora	Aboriginal	288
Moora	Both Aboriginal & Torres Strait Islander	4
Moora	Non-indigenous	1995
Moora	Torres Strait Islander	5
Morawa	Aboriginal	72
Morawa	Non-indigenous	588
Mosman Park	Aboriginal	96
Mosman Park	Non-indigenous	9067
Mosman Park	Torres Strait Islander	6
Mount Magnet	Aboriginal	58
Mount Magnet	Non-indigenous	595
Mount Marshall	Aboriginal	19
Mount Marshall	Non-indigenous	440
Mukinbudin	Aboriginal	24
Mukinbudin	Non-indigenous	555
Mundaring	Aboriginal	1382
Mundaring	Both Aboriginal & Torres Strait Islander	36
Mundaring	Non-indigenous	37724
Mundaring	Torres Strait Islander	24
Murchison	Aboriginal	38
Murchison	Non-indigenous	63
Murray	Aboriginal	480
Murray	Both Aboriginal & Torres Strait Islander	5
Murray	Non-indigenous	17570
Murray	Torres Strait Islander	13
Nannup	Aboriginal	40
Nannup	Non-indigenous	1498
Narembeen	Aboriginal	25
Narembeen	Non-indigenous	762
Narrogin	Aboriginal	257
Narrogin	Both Aboriginal & Torres Strait Islander	4
Narrogin	Non-indigenous	4511
Narrogin	Torres Strait Islander	7
Nedlands	Aboriginal	81
Nedlands	Non-indigenous	22051
Ngaanyatjarraku	Aboriginal	1147
Ngaanyatjarraku	Non-indigenous	211
Northam	Aboriginal	704
Northam	Both Aboriginal & Torres Strait Islander	8
Northam	Non-indigenous	10643
Northam	Torres Strait Islander	3
Northampton	Aboriginal	179
Northampton	Non-indigenous	3048
Nungarin	Aboriginal	11
Nungarin	Non-indigenous	244
Peppermint Grove	Aboriginal	28
Peppermint Grove	Non-indigenous	1569
Perenjori	Aboriginal	18
Perenjori	Non-indigenous	611
Perth	Aboriginal	341
Perth	Both Aboriginal & Torres Strait Islander	10
Perth	Non-indigenous	28102
Perth	Torres Strait Islander	10
Pingelly	Aboriginal	104
Pingelly	Non-indigenous	933
Plantagenet	Aboriginal	177
Plantagenet	Non-indigenous	5207
Plantagenet	Torres Strait Islander	4
Port Hedland	Aboriginal	2618
Port Hedland	Both Aboriginal & Torres Strait Islander	162
Port Hedland	Non-indigenous	12776
Port Hedland	Torres Strait Islander	128
Quairading	Aboriginal	74
Quairading	Non-indigenous	887
Ravensthorpe	Aboriginal	80
Ravensthorpe	Non-indigenous	1999
Ravensthorpe	Torres Strait Islander	6
Rockingham	Aboriginal	3391
Rockingham	Both Aboriginal & Torres Strait Islander	117
Rockingham	Non-indigenous	132081
Rockingham	Torres Strait Islander	89
Sandstone	Non-indigenous	109
Serpentine-Jarrahdale	Aboriginal	864
Serpentine-Jarrahdale	Both Aboriginal & Torres Strait Islander	36
Serpentine-Jarrahdale	Non-indigenous	31247
Serpentine-Jarrahdale	Torres Strait Islander	26
Shark Bay	Aboriginal	101
Shark Bay	Non-indigenous	930
South Perth	Aboriginal	596
South Perth	Both Aboriginal & Torres Strait Islander	25
South Perth	Non-indigenous	42771
South Perth	Torres Strait Islander	13
Stirling	Aboriginal	2479
Stirling	Both Aboriginal & Torres Strait Islander	57
Stirling	Non-indigenous	223769
Stirling	Torres Strait Islander	64
Subiaco	Aboriginal	113
Subiaco	Both Aboriginal & Torres Strait Islander	3
Subiaco	Non-indigenous	17144
Subiaco	Torres Strait Islander	7
Swan	Aboriginal	5057
Swan	Both Aboriginal & Torres Strait Islander	116
Swan	Non-indigenous	147676
Swan	Torres Strait Islander	125
Tammin	Aboriginal	29
Tammin	Non-indigenous	357
Three Springs	Aboriginal	50
Three Springs	Non-indigenous	525
Toodyay	Aboriginal	136
Toodyay	Non-indigenous	4465
Trayning	Aboriginal	12
Trayning	Non-indigenous	286
Upper Gascoyne	Aboriginal	95
Upper Gascoyne	Non-indigenous	75
Victoria Park	Aboriginal	636
Victoria Park	Both Aboriginal & Torres Strait Islander	5
Victoria Park	Non-indigenous	36232
Victoria Park	Torres Strait Islander	16
Victoria Plains	Aboriginal	32
Victoria Plains	Non-indigenous	770
Vincent	Aboriginal	304
Vincent	Both Aboriginal & Torres Strait Islander	5
Vincent	Non-indigenous	36221
Vincent	Torres Strait Islander	7
Wagin	Aboriginal	49
Wagin	Non-indigenous	1712
Wandering	Aboriginal	11
Wandering	Non-indigenous	524
Wanneroo	Aboriginal	3743
Wanneroo	Both Aboriginal & Torres Strait Islander	103
Wanneroo	Non-indigenous	205144
Wanneroo	Torres Strait Islander	121
Waroona	Aboriginal	159
Waroona	Non-indigenous	4075
West Arthur	Aboriginal	21
West Arthur	Both Aboriginal & Torres Strait Islander	4
West Arthur	Non-indigenous	748
Westonia	Aboriginal	4
Westonia	Non-indigenous	244
Wickepin	Aboriginal	20
Wickepin	Non-indigenous	670
Williams	Aboriginal	17
Williams	Non-indigenous	1004
Wiluna	Aboriginal	137
Wiluna	Non-indigenous	398
Wongan-Ballidu	Aboriginal	70
Wongan-Ballidu	Both Aboriginal & Torres Strait Islander	3
Wongan-Ballidu	Non-indigenous	1224
Woodanilling	Aboriginal	6
Woodanilling	Non-indigenous	442
Wyalkatchem	Aboriginal	29
Wyalkatchem	Non-indigenous	441
Wyndham-East Kimberley	Aboriginal	2457
Wyndham-East Kimberley	Both Aboriginal & Torres Strait Islander	39
Wyndham-East Kimberley	Non-indigenous	4964
Wyndham-East Kimberley	Torres Strait Islander	17
Yalgoo	Aboriginal	66
Yalgoo	Non-indigenous	274
Yilgarn	Aboriginal	28
Yilgarn	Non-indigenous	1145
York	Aboriginal	139
York	Non-indigenous	3317
York	Torres Strait Islander	3
No usual address (WA)	Aboriginal	1464
No usual address (WA)	Both Aboriginal & Torres Strait Islander	19
No usual address (WA)	Non-indigenous	6561
No usual address (WA)	Torres Strait Islander	11
Migratory - Offshore - Shipping (WA)	Aboriginal	9
Migratory - Offshore - Shipping (WA)	Non-indigenous	505
Break O'Day	Aboriginal	277
Break O'Day	Both Aboriginal & Torres Strait Islander	10
Break O'Day	Non-indigenous	6479
Break O'Day	Torres Strait Islander	4
Brighton	Aboriginal	1947
Brighton	Both Aboriginal & Torres Strait Islander	109
Brighton	Non-indigenous	16787
Brighton	Torres Strait Islander	152
Burnie	Aboriginal	1594
Burnie	Both Aboriginal & Torres Strait Islander	53
Burnie	Non-indigenous	18230
Burnie	Torres Strait Islander	41
Central Coast (Tas.)	Aboriginal	1755
Central Coast (Tas.)	Both Aboriginal & Torres Strait Islander	64
Central Coast (Tas.)	Non-indigenous	20883
Central Coast (Tas.)	Torres Strait Islander	58
Central Highlands (Tas.)	Aboriginal	140
Central Highlands (Tas.)	Both Aboriginal & Torres Strait Islander	10
Central Highlands (Tas.)	Non-indigenous	2367
Central Highlands (Tas.)	Torres Strait Islander	3
Circular Head	Aboriginal	1327
Circular Head	Both Aboriginal & Torres Strait Islander	43
Circular Head	Non-indigenous	6706
Circular Head	Torres Strait Islander	41
Clarence	Aboriginal	2371
Clarence	Both Aboriginal & Torres Strait Islander	146
Clarence	Non-indigenous	58912
Clarence	Torres Strait Islander	102
Derwent Valley	Aboriginal	627
Derwent Valley	Both Aboriginal & Torres Strait Islander	53
Derwent Valley	Non-indigenous	10215
Derwent Valley	Torres Strait Islander	47
Devonport	Aboriginal	1799
Devonport	Both Aboriginal & Torres Strait Islander	85
Devonport	Non-indigenous	24181
Devonport	Torres Strait Islander	85
Dorset	Aboriginal	257
Dorset	Both Aboriginal & Torres Strait Islander	10
Dorset	Non-indigenous	6546
Dorset	Torres Strait Islander	16
Flinders (Tas.)	Aboriginal	145
Flinders (Tas.)	Non-indigenous	777
George Town	Aboriginal	328
George Town	Both Aboriginal & Torres Strait Islander	14
George Town	Non-indigenous	6667
George Town	Torres Strait Islander	24
Glamorgan-Spring Bay	Aboriginal	199
Glamorgan-Spring Bay	Both Aboriginal & Torres Strait Islander	10
Glamorgan-Spring Bay	Non-indigenous	4791
Glamorgan-Spring Bay	Torres Strait Islander	12
Glenorchy	Aboriginal	2474
Glenorchy	Both Aboriginal & Torres Strait Islander	135
Glenorchy	Non-indigenous	47688
Glenorchy	Torres Strait Islander	114
Hobart	Aboriginal	825
Hobart	Both Aboriginal & Torres Strait Islander	19
Hobart	Non-indigenous	54208
Hobart	Torres Strait Islander	25
Huon Valley	Aboriginal	1780
Huon Valley	Both Aboriginal & Torres Strait Islander	38
Huon Valley	Non-indigenous	16398
Huon Valley	Torres Strait Islander	43
Kentish	Aboriginal	362
Kentish	Both Aboriginal & Torres Strait Islander	19
Kentish	Non-indigenous	6207
Kentish	Torres Strait Islander	15
King Island	Aboriginal	35
King Island	Non-indigenous	1582
Kingborough	Aboriginal	1526
Kingborough	Both Aboriginal & Torres Strait Islander	56
Kingborough	Non-indigenous	38460
Kingborough	Torres Strait Islander	40
Latrobe (Tas.)	Aboriginal	709
Latrobe (Tas.)	Both Aboriginal & Torres Strait Islander	24
Latrobe (Tas.)	Non-indigenous	11645
Latrobe (Tas.)	Torres Strait Islander	42
Launceston	Aboriginal	2633
Launceston	Both Aboriginal & Torres Strait Islander	121
Launceston	Non-indigenous	67178
Launceston	Torres Strait Islander	123
Meander Valley	Aboriginal	688
Meander Valley	Both Aboriginal & Torres Strait Islander	35
Meander Valley	Non-indigenous	19937
Meander Valley	Torres Strait Islander	49
Northern Midlands	Aboriginal	407
Northern Midlands	Both Aboriginal & Torres Strait Islander	6
Northern Midlands	Non-indigenous	13314
Northern Midlands	Torres Strait Islander	18
Sorell	Aboriginal	730
Sorell	Both Aboriginal & Torres Strait Islander	22
Sorell	Non-indigenous	15938
Sorell	Torres Strait Islander	44
Southern Midlands	Aboriginal	409
Southern Midlands	Both Aboriginal & Torres Strait Islander	26
Southern Midlands	Non-indigenous	6203
Southern Midlands	Torres Strait Islander	24
Tasman	Aboriginal	142
Tasman	Both Aboriginal & Torres Strait Islander	10
Tasman	Non-indigenous	2430
Tasman	Torres Strait Islander	11
Waratah-Wynyard	Aboriginal	1176
Waratah-Wynyard	Both Aboriginal & Torres Strait Islander	55
Waratah-Wynyard	Non-indigenous	13038
Waratah-Wynyard	Torres Strait Islander	31
West Coast	Aboriginal	299
West Coast	Both Aboriginal & Torres Strait Islander	19
West Coast	Non-indigenous	3919
West Coast	Torres Strait Islander	26
West Tamar	Aboriginal	643
West Tamar	Both Aboriginal & Torres Strait Islander	26
West Tamar	Non-indigenous	24447
West Tamar	Torres Strait Islander	29
No usual address (Tas.)	Aboriginal	143
No usual address (Tas.)	Both Aboriginal & Torres Strait Islander	5
No usual address (Tas.)	Non-indigenous	1229
Migratory - Offshore - Shipping (Tas.)	Non-indigenous	19
Alice Springs	Aboriginal	5223
Alice Springs	Both Aboriginal & Torres Strait Islander	96
Alice Springs	Non-indigenous	20566
Alice Springs	Torres Strait Islander	27
Barkly	Aboriginal	4179
Barkly	Both Aboriginal & Torres Strait Islander	16
Barkly	Non-indigenous	2108
Barkly	Torres Strait Islander	13
Belyuen	Aboriginal	146
Belyuen	Non-indigenous	3
Central Desert	Aboriginal	2836
Central Desert	Both Aboriginal & Torres Strait Islander	4
Central Desert	Non-indigenous	751
Coomalie	Aboriginal	244
Coomalie	Both Aboriginal & Torres Strait Islander	8
Coomalie	Non-indigenous	1019
Coomalie	Torres Strait Islander	5
Darwin	Aboriginal	5881
Darwin	Both Aboriginal & Torres Strait Islander	863
Darwin	Non-indigenous	73533
Darwin	Torres Strait Islander	253
Darwin Waterfront Precinct	Aboriginal	7
Darwin Waterfront Precinct	Non-indigenous	283
Darwin Waterfront Precinct	Torres Strait Islander	3
East Arnhem	Aboriginal	7820
East Arnhem	Both Aboriginal & Torres Strait Islander	57
East Arnhem	Non-indigenous	888
East Arnhem	Torres Strait Islander	13
Katherine	Aboriginal	2345
Katherine	Both Aboriginal & Torres Strait Islander	76
Katherine	Non-indigenous	7177
Katherine	Torres Strait Islander	45
Litchfield	Aboriginal	2415
Litchfield	Both Aboriginal & Torres Strait Islander	141
Litchfield	Non-indigenous	18759
Litchfield	Torres Strait Islander	96
MacDonnell	Aboriginal	4887
MacDonnell	Both Aboriginal & Torres Strait Islander	22
MacDonnell	Non-indigenous	828
MacDonnell	Torres Strait Islander	11
Palmerston	Aboriginal	4303
Palmerston	Both Aboriginal & Torres Strait Islander	392
Palmerston	Non-indigenous	32400
Palmerston	Torres Strait Islander	152
Roper Gulf	Aboriginal	4836
Roper Gulf	Both Aboriginal & Torres Strait Islander	39
Roper Gulf	Non-indigenous	1601
Roper Gulf	Torres Strait Islander	10
Tiwi Islands	Aboriginal	2008
Tiwi Islands	Both Aboriginal & Torres Strait Islander	13
Tiwi Islands	Non-indigenous	318
Tiwi Islands	Torres Strait Islander	9
Victoria Daly	Aboriginal	1833
Victoria Daly	Both Aboriginal & Torres Strait Islander	12
Victoria Daly	Non-indigenous	970
Wagait	Aboriginal	30
Wagait	Both Aboriginal & Torres Strait Islander	3
Wagait	Non-indigenous	390
West Arnhem	Aboriginal	5054
West Arnhem	Both Aboriginal & Torres Strait Islander	20
West Arnhem	Non-indigenous	1187
West Arnhem	Torres Strait Islander	20
West Daly	Aboriginal	2613
West Daly	Both Aboriginal & Torres Strait Islander	18
West Daly	Non-indigenous	342
Unincorporated NT	Aboriginal	638
Unincorporated NT	Both Aboriginal & Torres Strait Islander	53
Unincorporated NT	Non-indigenous	6079
Unincorporated NT	Torres Strait Islander	32
No usual address (NT)	Aboriginal	1247
No usual address (NT)	Both Aboriginal & Torres Strait Islander	7
No usual address (NT)	Non-indigenous	2228
No usual address (NT)	Torres Strait Islander	18
Migratory - Offshore - Shipping (NT)	Aboriginal	8
Migratory - Offshore - Shipping (NT)	Non-indigenous	91
Unincorporated ACT	Aboriginal	8383
Unincorporated ACT	Both Aboriginal & Torres Strait Islander	298
Unincorporated ACT	Non-indigenous	444980
Unincorporated ACT	Torres Strait Islander	229
No usual address (ACT)	Aboriginal	41
No usual address (ACT)	Non-indigenous	564
Unincorp. Other Territories	Aboriginal	204
Unincorp. Other Territories	Both Aboriginal & Torres Strait Islander	6
Unincorp. Other Territories	Non-indigenous	2284
No usual address (OT)	Non-indigenous	7
No usual address (OT)	Torres Strait Islander	4
